temperature	specific_heat_per_particle_grand_canonical	specific_heat_per_particle_canonical
1.000000000000	0.325748985604	0.325688545559
0.500000000000	0.596894256357	0.596755627536
0.333333333333	0.383080462160	0.382931204527
0.250000000000	0.290387627162	0.290240327389
0.200000000000	0.239089997006	0.238942940925
0.166666666667	0.205562753013	0.205415222743
0.142857142857	0.181489138108	0.181340880976
0.125000000000	0.163156404447	0.163007259157
0.111111111111	0.148618381544	0.148468093605
0.100000000000	0.136736766632	0.136584893618
0.090909090909	0.126790726215	0.126636625473
0.083333333333	0.118296103457	0.118138991868
0.076923076923	0.110913537663	0.110752593498
0.071428571429	0.104398087148	0.104232558936
0.066666666667	0.098569594641	0.098398890683
0.062500000000	0.093294033491	0.093117779126
0.058823529412	0.088471024473	0.088289085503
0.055555555556	0.084025060382	0.083837537903
0.052631578947	0.079899120746	0.079706325504
0.050000000000	0.076049928809	0.075852343346
0.047619047619	0.072444393668	0.072242629383
0.045454545455	0.069056935396	0.068851689702
0.043478260870	0.065867479285	0.065659496318
0.041666666667	0.062859960469	0.062649997376
0.040000000000	0.060021217750	0.059810017394
0.038461538462	0.057340182999	0.057128453122
0.037037037037	0.054807293575	0.054595691893
0.035714285714	0.052414071676	0.052203196190
0.034482758621	0.050152827542	0.049943211258
0.033333333333	0.048016453612	0.047808562710
0.032258064516	0.045998284679	0.045792519343
0.031250000000	0.044092005322	0.043888702506
0.030303030303	0.042291590612	0.042091028132
0.029411764706	0.040591269795	0.040393671211
0.028571428571	0.038985505360	0.038791045333
0.027777777778	0.037468982046	0.037277791835
0.027027027027	0.036036601914	0.035848774662
0.026315789474	0.034683482770	0.034499078675
0.025641025641	0.033404958065	0.033224009138
0.025000000000	0.032196577060	0.032019091455
0.024390243902	0.031054104564	0.030880070538
0.023809523810	0.029973519720	0.029802909071
0.023255813953	0.028951013669	0.028783784850
0.022727272727	0.027982986084	0.027819086803
0.022222222222	0.027066040555	0.026905410076
0.021739130435	0.026196979011	0.026039550146
0.021276595745	0.025372795228	0.025218495892
0.020833333333	0.024590667674	0.024439422346
0.020408163265	0.023847951844	0.023699682679
0.020000000000	0.023142172168	0.022996799954
0.019607843137	0.022471013671	0.022328458646
0.019230769231	0.021832313621	0.021692495966
0.018867924528	0.021224053029	0.021086893479
0.018518518519	0.020644348353	0.020509768643
0.018181818182	0.020091443347	0.019959366446
0.017857142857	0.019563701044	0.019434051364
0.017543859649	0.019059596176	0.018932299843
0.017241379310	0.018577707789	0.018452692726
0.016949152542	0.018116712193	0.017993908220
0.016666666667	0.017675376348	0.017554715305
0.016393442623	0.017252551500	0.017133967216
0.016129032258	0.016847167298	0.016730595615
0.015873015873	0.016458226166	0.016343604982
0.015625000000	0.016084798096	0.015972067351
0.015384615385	0.015726015750	0.015615117332
0.015151515152	0.015381069883	0.015271947738
0.014925373134	0.015049205153	0.014941805208
0.014705882353	0.014729716128	0.014623986112
0.014492753623	0.014421943666	0.014317833293
0.014285714286	0.014125271514	0.014022732337
0.014084507042	0.013839123185	0.013738108471
0.013888888889	0.013562959023	0.013463423855
0.013698630137	0.013296273560	0.013198174759
0.013513513514	0.013038593077	0.012941889077
0.013333333333	0.012789473245	0.012694124090
0.013157894737	0.012548497045	0.012454464405
0.012987012987	0.012315272882	0.012222519987
0.012820512821	0.012089432707	0.011997924188
0.012658227848	0.011870630411	0.011780332303
0.012500000000	0.011658540323	0.011569420321
0.012345679012	0.011452855771	0.011364882793
0.012195121951	0.011253287769	0.011166431740
0.012048192771	0.011059563867	0.010973796332
0.011904761905	0.010871427004	0.010786720651
0.011764705882	0.010688634502	0.010604963194
0.011627906977	0.010510957137	0.010428296011
0.011494252874	0.010338178248	0.010256503293
0.011363636364	0.010170092930	0.010089381274
0.011235955056	0.010006507292	0.009926737191
0.011111111111	0.009847237781	0.009768388422
0.010989010989	0.009692110449	0.009614161886
0.010869565217	0.009540960499	0.009463893896
0.010752688172	0.009393631657	0.009317428826
0.010638297872	0.009249975655	0.009174619352
0.010526315789	0.009109851741	0.009035325500
0.010416666667	0.008973126223	0.008899414323
0.010309278351	0.008839672160	0.008766759789
0.010204081633	0.008709368859	0.008637241633
0.010101010101	0.008582101544	0.008510745774
0.010000000000	0.008451178606	0.008380624821
