L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
28	784	392	-1.228704502611	-1.229479106735	0.328187091037	0.327802067954	0.148475045314	0.148574410288	0.908534442747	0.899347488303
