L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
71	5041	2521	-1.247858091719	-1.247978998903	0.326767631256	0.326706386607	0.147488775897	0.147504203267	0.902830561999	0.901033874186
