L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
72	5184	2593	-1.247798645816	-1.247916199557	0.326693522678	0.326633966365	0.147479974205	0.147494975806	0.902611957691	0.900859772771
