beta	temperature	nsites	canonical_n	target_density	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical
1.000000	1.000000000000	1257	629	0.500397772474	0.002677113171	629.000000000000	1.485825584418e-01	0.000000000000e+00
2.000000	0.500000000000	1257	629	0.500397772474	0.002146043477	629.000000000000	1.853514153858e-01	0.000000000000e+00
3.000000	0.333333333333	1257	629	0.500397772474	0.001936490511	629.000000000000	2.054087109302e-01	0.000000000000e+00
4.000000	0.250000000000	1257	629	0.500397772474	0.001812203436	629.000000000000	2.194962279569e-01	0.000000000000e+00
5.000000	0.200000000000	1257	629	0.500397772474	0.001726962493	629.000000000000	2.303301881493e-01	0.000000000000e+00
6.000000	0.166666666667	1257	629	0.500397772474	0.001663549514	629.000000000000	2.391100169259e-01	0.000000000000e+00
7.000000	0.142857142857	1257	629	0.500397772474	0.001613801537	629.000000000000	2.464807950864e-01	0.000000000000e+00
8.000000	0.125000000000	1257	629	0.500397772474	0.001573239693	629.000000000000	2.528354643068e-01	0.000000000000e+00
9.000000	0.111111111111	1257	629	0.500397772474	0.001539128647	629.000000000000	2.584387248080e-01	0.000000000000e+00
10.000000	0.100000000000	1257	629	0.500397772474	0.001509653057	629.000000000000	2.634844030884e-01	0.000000000000e+00
11.000000	0.090909090909	1257	629	0.500397772474	0.001483531890	629.000000000000	2.681233448824e-01	0.000000000000e+00
12.000000	0.083333333333	1257	629	0.500397772474	0.001459824823	629.000000000000	2.724771539820e-01	0.000000000000e+00
13.000000	0.076923076923	1257	629	0.500397772474	0.001437828190	629.000000000000	2.766451209058e-01	0.000000000000e+00
14.000000	0.071428571429	1257	629	0.500397772474	0.001417013970	629.000000000000	2.807080552034e-01	0.000000000000e+00
15.000000	0.066666666667	1257	629	0.500397772474	0.001396990013	629.000000000000	2.847308454681e-01	0.000000000000e+00
16.000000	0.062500000000	1257	629	0.500397772474	0.001377471261	629.000000000000	2.887645608863e-01	0.000000000000e+00
17.000000	0.058823529412	1257	629	0.500397772474	0.001358257219	629.000000000000	2.928483941495e-01	0.000000000000e+00
18.000000	0.055555555556	1257	629	0.500397772474	0.001339213546	629.000000000000	2.970115106514e-01	0.000000000000e+00
19.000000	0.052631578947	1257	629	0.500397772474	0.001320256781	629.000000000000	3.012747812951e-01	0.000000000000e+00
20.000000	0.050000000000	1257	629	0.500397772474	0.001301341707	629.000000000000	3.056523586742e-01	0.000000000000e+00
21.000000	0.047619047619	1257	629	0.500397772474	0.001282451035	629.000000000000	3.101530667417e-01	0.000000000000e+00
22.000000	0.045454545455	1257	629	0.500397772474	0.001263587126	629.000000000000	3.147815915039e-01	0.000000000000e+00
23.000000	0.043478260870	1257	629	0.500397772474	0.001244765495	629.000000000000	3.195394758688e-01	0.000000000000e+00
24.000000	0.041666666667	1257	629	0.500397772474	0.001226009819	629.000000000000	3.244259327085e-01	0.000000000000e+00
