beta	temperature	nsites	canonical_n	target_density	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical
1.000000	1.000000000000	197	99	0.502538071066	0.016745225752	99.000000000000	1.515675266586e-01	0.000000000000e+00
2.000000	0.500000000000	197	99	0.502538071066	0.013368800857	99.000000000000	1.898452590453e-01	0.000000000000e+00
3.000000	0.333333333333	197	99	0.502538071066	0.012087316434	99.000000000000	2.099690182694e-01	0.000000000000e+00
4.000000	0.250000000000	197	99	0.502538071066	0.011332914453	99.000000000000	2.239409899431e-01	0.000000000000e+00
5.000000	0.200000000000	197	99	0.502538071066	0.010791501259	99.000000000000	2.351672514312e-01	0.000000000000e+00
6.000000	0.166666666667	197	99	0.502538071066	0.010338743381	99.000000000000	2.454505062185e-01	0.000000000000e+00
7.000000	0.142857142857	197	99	0.502538071066	0.009917861652	99.000000000000	2.558436337049e-01	0.000000000000e+00
8.000000	0.125000000000	197	99	0.502538071066	0.009505800936	99.000000000000	2.669035182934e-01	0.000000000000e+00
9.000000	0.111111111111	197	99	0.502538071066	0.009096823275	99.000000000000	2.788663583963e-01	0.000000000000e+00
10.000000	0.100000000000	197	99	0.502538071066	0.008692924304	99.000000000000	2.917822778928e-01	0.000000000000e+00
11.000000	0.090909090909	197	99	0.502538071066	0.008298517877	99.000000000000	3.056063119972e-01	0.000000000000e+00
12.000000	0.083333333333	197	99	0.502538071066	0.007917878590	99.000000000000	3.202531596558e-01	0.000000000000e+00
13.000000	0.076923076923	197	99	0.502538071066	0.007554181739	99.000000000000	3.356271096473e-01	0.000000000000e+00
14.000000	0.071428571429	197	99	0.502538071066	0.007209347548	99.000000000000	3.516367704378e-01	0.000000000000e+00
15.000000	0.066666666667	197	99	0.502538071066	0.006884220772	99.000000000000	3.682011760806e-01	0.000000000000e+00
16.000000	0.062500000000	197	99	0.502538071066	0.006578843356	99.000000000000	3.852513224691e-01	0.000000000000e+00
17.000000	0.058823529412	197	99	0.502538071066	0.006292712639	99.000000000000	4.027294933859e-01	0.000000000000e+00
18.000000	0.055555555556	197	99	0.502538071066	0.006024988186	99.000000000000	4.205876878432e-01	0.000000000000e+00
19.000000	0.052631578947	197	99	0.502538071066	0.005774642985	99.000000000000	4.387858392849e-01	0.000000000000e+00
20.000000	0.050000000000	197	99	0.502538071066	0.005540567210	99.000000000000	4.572901598878e-01	0.000000000000e+00
21.000000	0.047619047619	197	99	0.502538071066	0.005321635816	99.000000000000	4.760717441216e-01	0.000000000000e+00
22.000000	0.045454545455	197	99	0.502538071066	0.005116750290	99.000000000000	4.951054601707e-01	0.000000000000e+00
