beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical
1.000000	1.000000000000	317	159	0.010485180958	159.000000000000	-1.193758239958	-1.195633201149
2.000000	0.500000000000	317	159	0.008385094231	159.000000000000	-1.432052721052	-1.433203394160
3.000000	0.333333333333	317	159	0.007577568972	159.000000000000	-1.494861514169	-1.495664272801
4.000000	0.250000000000	317	159	0.007104591771	159.000000000000	-1.519942702448	-1.520559003099
5.000000	0.200000000000	317	159	0.006778721875	159.000000000000	-1.532541395771	-1.533039234202
6.000000	0.166666666667	317	159	0.006527393715	159.000000000000	-1.539780521557	-1.540193409744
7.000000	0.142857142857	317	159	0.006314317215	159.000000000000	-1.544314121239	-1.544661018832
8.000000	0.125000000000	317	159	0.006119753701	159.000000000000	-1.547324967443	-1.547618217264
9.000000	0.111111111111	317	159	0.005933210451	159.000000000000	-1.549410493484	-1.549659156114
10.000000	0.100000000000	317	159	0.005749685517	159.000000000000	-1.550901534171	-1.551112802773
11.000000	0.090909090909	317	159	0.005567373871	159.000000000000	-1.551994381987	-1.552174201339
12.000000	0.083333333333	317	159	0.005386211710	159.000000000000	-1.552811790373	-1.552965154622
13.000000	0.076923076923	317	159	0.005206971935	159.000000000000	-1.553433718951	-1.553564841697
14.000000	0.071428571429	317	159	0.005030726817	159.000000000000	-1.553913961065	-1.554026393674
15.000000	0.066666666667	317	159	0.004858549050	159.000000000000	-1.554289665701	-1.554386392405
16.000000	0.062500000000	317	159	0.004691362257	159.000000000000	-1.554587049971	-1.554670569947
17.000000	0.058823529412	317	159	0.004529881390	159.000000000000	-1.554824959140	-1.554897358976
18.000000	0.055555555556	317	159	0.004374604331	159.000000000000	-1.555017156107	-1.555080173763
19.000000	0.052631578947	317	159	0.004225830244	159.000000000000	-1.555173833067	-1.555228913815
20.000000	0.050000000000	317	159	0.004083689773	159.000000000000	-1.555302632118	-1.555350976914
21.000000	0.047619047619	317	159	0.003948178396	159.000000000000	-1.555409347738	-1.555451954579
22.000000	0.045454545455	317	159	0.003819188226	159.000000000000	-1.555498418454	-1.555536117380
23.000000	0.043478260870	317	159	0.003696535995	159.000000000000	-1.555573276116	-1.555606758578
24.000000	0.041666666667	317	159	0.003579986420	159.000000000000	-1.555636597328	-1.555666440645
25.000000	0.040000000000	317	159	0.003469270973	159.000000000000	-1.555690486612	-1.555717174224
26.000000	0.038461538462	317	159	0.003364102474	159.000000000000	-1.555736611307	-1.555760549458
27.000000	0.037037037037	317	159	0.003264186111	159.000000000000	-1.555776301907	-1.555797833336
28.000000	0.035714285714	317	159	0.003169227518	159.000000000000	-1.555810627385	-1.555830042532
29.000000	0.034482758621	317	159	0.003078938493	159.000000000000	-1.555840452209	-1.555857998368
30.000000	0.033333333333	317	159	0.002993040891	159.000000000000	-1.555866479850	-1.555882368629
31.000000	0.032258064516	317	159	0.002911269107	159.000000000000	-1.555889286223	-1.555903699627
32.000000	0.031250000000	317	159	0.002833371516	159.000000000000	-1.555909345558	-1.555922440947
33.000000	0.030303030303	317	159	0.002759111150	159.000000000000	-1.555927050562	-1.555938964690
34.000000	0.029411764706	317	159	0.002688265817	159.000000000000	-1.555942728203	-1.555953580523
35.000000	0.028571428571	317	159	0.002620627850	159.000000000000	-1.555956652162	-1.555966547524
36.000000	0.027777777778	317	159	0.002556003596	159.000000000000	-1.555969052693	-1.555978083559
