beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical	specific_heat_per_particle_grand_canonical	specific_heat_per_particle_canonical
1.000000	1.000000000000	317	159	0.010485180958	159.000000000000	-1.193758239958	-1.195633201149	0.326037325082	0.325124850196
2.000000	0.500000000000	317	159	0.008385094231	159.000000000000	-1.432052721052	-1.433203394160	0.602206548421	0.600062143305
3.000000	0.333333333333	317	159	0.007577568972	159.000000000000	-1.494861514169	-1.495664272801	0.395504916284	0.393100240226
4.000000	0.250000000000	317	159	0.007104591771	159.000000000000	-1.519942702448	-1.520559003099	0.301439052820	0.298999691205
5.000000	0.200000000000	317	159	0.006778721875	159.000000000000	-1.532541395771	-1.533039234202	0.247972738862	0.245430083066
6.000000	0.166666666667	317	159	0.006527393715	159.000000000000	-1.539780521557	-1.540193409744	0.211909058415	0.209192123348
7.000000	0.142857142857	317	159	0.006314317215	159.000000000000	-1.544314121239	-1.544661018832	0.184838924216	0.181907784249
8.000000	0.125000000000	317	159	0.006119753701	159.000000000000	-1.547324967443	-1.547618217264	0.163083911862	0.159940393011
9.000000	0.111111111111	317	159	0.005933210451	159.000000000000	-1.549410493484	-1.549659156114	0.144850952488	0.141530713107
10.000000	0.100000000000	317	159	0.005749685517	159.000000000000	-1.550901534171	-1.551112802773	0.129194425153	0.125752261254
11.000000	0.090909090909	317	159	0.005567373871	159.000000000000	-1.551994381987	-1.552174201339	0.115570500219	0.112067286833
12.000000	0.083333333333	317	159	0.005386211710	159.000000000000	-1.552811790373	-1.552965154622	0.103632261410	0.100126105792
13.000000	0.076923076923	317	159	0.005206971935	159.000000000000	-1.553433718951	-1.553564841697	0.093133423460	0.089674699902
14.000000	0.071428571429	317	159	0.005030726817	159.000000000000	-1.553913961065	-1.554026393674	0.083882781480	0.080511969381
15.000000	0.066666666667	317	159	0.004858549050	159.000000000000	-1.554289665701	-1.554386392405	0.075722501967	0.072469830752
16.000000	0.062500000000	317	159	0.004691362257	159.000000000000	-1.554587049971	-1.554670569947	0.068517560106	0.065403721070
17.000000	0.058823529412	317	159	0.004529881390	159.000000000000	-1.554824959140	-1.554897358976	0.062150336641	0.059187751434
18.000000	0.055555555556	317	159	0.004374604331	159.000000000000	-1.555017156107	-1.555080173763	0.056517576225	0.053711883879
