beta	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
6.0	1.0	2234.0	1024.0	-1.3424529356497166	0.004553313297244373	0.4949307457053306	0.0025475382497123925	-0.847522189944386	0.0038565461148701323	60.0
6.0	2.0	2235.0	2048.0	-1.3423826594233625	0.0032312138365296174	0.4965657556399292	0.0017935432359960583	-0.8458169037834333	0.0026792613876377687	60.0
