panel	square_geometry	temperature_disk	temperature_square	delta_temperature	abs_delta_temperature
Disk GCE to Square GCE	square_obc	0.011307560306	0.010008117001	-0.001299443305	0.001299443305
Disk GCE to Square GCE	square_obc	0.011342352374	0.010040491499	-0.001301860875	0.001301860875
Disk GCE to Square GCE	square_obc	0.011377251493	0.010072749165	-0.001304502328	0.001304502328
Disk GCE to Square GCE	square_obc	0.011412257993	0.010104827235	-0.001307430758	0.001307430758
Disk GCE to Square GCE	square_obc	0.011447372204	0.010137497510	-0.001309874694	0.001309874694
Disk GCE to Square GCE	square_obc	0.011482594458	0.010170273413	-0.001312321045	0.001312321045
Disk GCE to Square GCE	square_obc	0.011517925086	0.010202766751	-0.001315158335	0.001315158335
Disk GCE to Square GCE	square_obc	0.011553364423	0.010235713134	-0.001317651289	0.001317651289
Disk GCE to Square GCE	square_obc	0.011588912802	0.010268788917	-0.001320123885	0.001320123885
Disk GCE to Square GCE	square_obc	0.011624570560	0.010301971582	-0.001322598978	0.001322598978
Disk GCE to Square GCE	square_obc	0.011660338032	0.010335171188	-0.001325166844	0.001325166844
Disk GCE to Square GCE	square_obc	0.011696215557	0.010368550130	-0.001327665427	0.001327665427
Disk GCE to Square GCE	square_obc	0.011732203473	0.010402036875	-0.001330166598	0.001330166598
Disk GCE to Square GCE	square_obc	0.011768302120	0.010435905754	-0.001332396366	0.001332396366
Disk GCE to Square GCE	square_obc	0.011804511838	0.010469591215	-0.001334920623	0.001334920623
Disk GCE to Square GCE	square_obc	0.011840832969	0.010503385407	-0.001337447562	0.001337447562
Disk GCE to Square GCE	square_obc	0.011877265856	0.010537483657	-0.001339782199	0.001339782199
Disk GCE to Square GCE	square_obc	0.011913810843	0.010571947592	-0.001341863251	0.001341863251
Disk GCE to Square GCE	square_obc	0.011950468275	0.010606052687	-0.001344415588	0.001344415588
Disk GCE to Square GCE	square_obc	0.011987238497	0.010640303006	-0.001346935491	0.001346935491
Disk GCE to Square GCE	square_obc	0.012024121857	0.010675242942	-0.001348878915	0.001348878915
Disk GCE to Square GCE	square_obc	0.012061118703	0.010710075464	-0.001351043239	0.001351043239
Disk GCE to Square GCE	square_obc	0.012098229384	0.010744605979	-0.001353623405	0.001353623405
Disk GCE to Square GCE	square_obc	0.012135454251	0.010779725629	-0.001355728622	0.001355728622
Disk GCE to Square GCE	square_obc	0.012172793654	0.010815106183	-0.001357687471	0.001357687471
Disk GCE to Square GCE	square_obc	0.012210247946	0.010850341255	-0.001359906691	0.001359906691
Disk GCE to Square GCE	square_obc	0.012247817481	0.010885587502	-0.001362229979	0.001362229979
Disk GCE to Square GCE	square_obc	0.012285502613	0.010921297331	-0.001364205282	0.001364205282
Disk GCE to Square GCE	square_obc	0.012323303697	0.010957124305	-0.001366179392	0.001366179392
Disk GCE to Square GCE	square_obc	0.012361221092	0.010992867171	-0.001368353921	0.001368353921
Disk GCE to Square GCE	square_obc	0.012399255154	0.011028909729	-0.001370345425	0.001370345425
Disk GCE to Square GCE	square_obc	0.012437406242	0.011065070460	-0.001372335782	0.001372335782
Disk GCE to Square GCE	square_obc	0.012475674717	0.011101349753	-0.001374324964	0.001374324964
Disk GCE to Square GCE	square_obc	0.012514060939	0.011137983199	-0.001376077740	0.001376077740
Disk GCE to Square GCE	square_obc	0.012552565272	0.011174481215	-0.001378084057	0.001378084057
Disk GCE to Square GCE	square_obc	0.012591188078	0.011211098831	-0.001380089247	0.001380089247
Disk GCE to Square GCE	square_obc	0.012629929721	0.011248053516	-0.001381876205	0.001381876205
Disk GCE to Square GCE	square_obc	0.012668790569	0.011285397526	-0.001383393043	0.001383393043
Disk GCE to Square GCE	square_obc	0.012707770987	0.011322357070	-0.001385413917	0.001385413917
Disk GCE to Square GCE	square_obc	0.012746871343	0.011359437657	-0.001387433686	0.001387433686
Disk GCE to Square GCE	square_obc	0.012786092006	0.011397244624	-0.001388847382	0.001388847382
Disk GCE to Square GCE	square_obc	0.012825433347	0.011435166457	-0.001390266890	0.001390266890
Disk GCE to Square GCE	square_obc	0.012864895737	0.011472593707	-0.001392302030	0.001392302030
Disk GCE to Square GCE	square_obc	0.012904479548	0.011510434944	-0.001394044604	0.001394044604
Disk GCE to Square GCE	square_obc	0.012944185154	0.011548800273	-0.001395384881	0.001395384881
Disk GCE to Square GCE	square_obc	0.012984012930	0.011587293478	-0.001396719452	0.001396719452
Disk GCE to Square GCE	square_obc	0.013023963251	0.011625248724	-0.001398714527	0.001398714527
Disk GCE to Square GCE	square_obc	0.013064036494	0.011663923674	-0.001400112820	0.001400112820
Disk GCE to Square GCE	square_obc	0.013104233038	0.011702776368	-0.001401456670	0.001401456670
Disk GCE to Square GCE	square_obc	0.013144553263	0.011741758480	-0.001402794783	0.001402794783
Disk GCE to Square GCE	square_obc	0.013184997548	0.011780668404	-0.001404329144	0.001404329144
Disk GCE to Square GCE	square_obc	0.013225566276	0.011819883806	-0.001405682470	0.001405682470
Disk GCE to Square GCE	square_obc	0.013266259829	0.011859229748	-0.001407030081	0.001407030081
Disk GCE to Square GCE	square_obc	0.013307078591	0.011898706665	-0.001408371926	0.001408371926
Disk GCE to Square GCE	square_obc	0.013348022948	0.011938659866	-0.001409363082	0.001409363082
Disk GCE to Square GCE	square_obc	0.013389093286	0.011978372888	-0.001410720398	0.001410720398
Disk GCE to Square GCE	square_obc	0.013430289993	0.012018218013	-0.001412071980	0.001412071980
Disk GCE to Square GCE	square_obc	0.013471613458	0.012058378564	-0.001413234894	0.001413234894
Disk GCE to Square GCE	square_obc	0.013513064069	0.012099224112	-0.001413839957	0.001413839957
Disk GCE to Square GCE	square_obc	0.013554642220	0.012139449013	-0.001415193207	0.001415193207
