panel	square_geometry	temperature_disk	temperature_square
Disk GCE to Square GCE	square_obc	0.011307560306	0.010008117001
Disk GCE to Square GCE	square_obc	0.011342352374	0.010040491499
Disk GCE to Square GCE	square_obc	0.011377251493	0.010072749165
Disk GCE to Square GCE	square_obc	0.011412257993	0.010104827235
Disk GCE to Square GCE	square_obc	0.011447372204	0.010137497510
Disk GCE to Square GCE	square_obc	0.011482594458	0.010170273413
Disk GCE to Square GCE	square_obc	0.011517925086	0.010202766751
Disk GCE to Square GCE	square_obc	0.011553364423	0.010235713134
Disk GCE to Square GCE	square_obc	0.011588912802	0.010268788917
Disk GCE to Square GCE	square_obc	0.011624570560	0.010301971582
Disk GCE to Square GCE	square_obc	0.011660338032	0.010335171188
Disk GCE to Square GCE	square_obc	0.011696215557	0.010368550130
Disk GCE to Square GCE	square_obc	0.011732203473	0.010402036875
Disk GCE to Square GCE	square_obc	0.011768302120	0.010435905754
Disk GCE to Square GCE	square_obc	0.011804511838	0.010469591215
Disk GCE to Square GCE	square_obc	0.011840832969	0.010503385407
Disk GCE to Square GCE	square_obc	0.011877265856	0.010537483657
Disk GCE to Square GCE	square_obc	0.011913810843	0.010571947592
Disk GCE to Square GCE	square_obc	0.011950468275	0.010606052687
Disk GCE to Square GCE	square_obc	0.011987238497	0.010640303006
Disk GCE to Square GCE	square_obc	0.012024121857	0.010675242942
Disk GCE to Square GCE	square_obc	0.012061118703	0.010710075464
Disk GCE to Square GCE	square_obc	0.012098229384	0.010744605979
Disk GCE to Square GCE	square_obc	0.012135454251	0.010779725629
Disk GCE to Square GCE	square_obc	0.012172793654	0.010815106183
Disk GCE to Square GCE	square_obc	0.012210247946	0.010850341255
Disk GCE to Square GCE	square_obc	0.012247817481	0.010885587502
Disk GCE to Square GCE	square_obc	0.012285502613	0.010921297331
Disk GCE to Square GCE	square_obc	0.012323303697	0.010957124305
Disk GCE to Square GCE	square_obc	0.012361221092	0.010992867171
Disk GCE to Square GCE	square_obc	0.012399255154	0.011028909729
Disk GCE to Square GCE	square_obc	0.012437406242	0.011065070460
Disk GCE to Square GCE	square_obc	0.012475674717	0.011101349753
Disk GCE to Square GCE	square_obc	0.012514060939	0.011137983199
Disk GCE to Square GCE	square_obc	0.012552565272	0.011174481215
Disk GCE to Square GCE	square_obc	0.012591188078	0.011211098831
Disk GCE to Square GCE	square_obc	0.012629929721	0.011248053516
Disk GCE to Square GCE	square_obc	0.012668790569	0.011285397526
Disk GCE to Square GCE	square_obc	0.012707770987	0.011322357070
Disk GCE to Square GCE	square_obc	0.012746871343	0.011359437657
Disk GCE to Square GCE	square_obc	0.012786092006	0.011397244624
Disk GCE to Square GCE	square_obc	0.012825433347	0.011435166457
Disk GCE to Square GCE	square_obc	0.012864895737	0.011472593707
Disk GCE to Square GCE	square_obc	0.012904479548	0.011510434944
Disk GCE to Square GCE	square_obc	0.012944185154	0.011548800273
Disk GCE to Square GCE	square_obc	0.012984012930	0.011587293478
Disk GCE to Square GCE	square_obc	0.013023963251	0.011625248724
Disk GCE to Square GCE	square_obc	0.013064036494	0.011663923674
Disk GCE to Square GCE	square_obc	0.013104233038	0.011702776368
Disk GCE to Square GCE	square_obc	0.013144553263	0.011741758480
Disk GCE to Square GCE	square_obc	0.013184997548	0.011780668404
Disk GCE to Square GCE	square_obc	0.013225566276	0.011819883806
Disk GCE to Square GCE	square_obc	0.013266259829	0.011859229748
Disk GCE to Square GCE	square_obc	0.013307078591	0.011898706665
Disk GCE to Square GCE	square_obc	0.013348022948	0.011938659866
Disk GCE to Square GCE	square_obc	0.013389093286	0.011978372888
Disk GCE to Square GCE	square_obc	0.013430289993	0.012018218013
Disk GCE to Square GCE	square_obc	0.013471613458	0.012058378564
Disk GCE to Square GCE	square_obc	0.013513064069	0.012099224112
Disk GCE to Square GCE	square_obc	0.013554642220	0.012139449013
Disk GCE to Square GCE	square_obc	0.013596348302	0.012179799311
Disk GCE to Square GCE	square_obc	0.013638182709	0.012220742520
Disk GCE to Square GCE	square_obc	0.013680145836	0.012262104164
Disk GCE to Square GCE	square_obc	0.013722238078	0.012303170571
Disk GCE to Square GCE	square_obc	0.013764459833	0.012344032086
Disk GCE to Square GCE	square_obc	0.013806811500	0.012385743991
Disk GCE to Square GCE	square_obc	0.013849293478	0.012427626909
Disk GCE to Square GCE	square_obc	0.013891906168	0.012469595951
