beta	nup	ndn	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
1.2	0.0	36.0	0.0	1234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
1.2	1.0	35.0	1.0	3234.0	64.0	-360805.8300106746	36476.11549881821	396462.52372050466	28638.371815660306	35656.693709830004	12164.39507512587	12.0
1.2	1.0	35.0	2.0	3235.0	128.0	-387074.41617825965	26449.554852677797	421001.07600388327	21948.277376578197	33926.65982562364	9394.001800885111	12.0
1.2	2.0	34.0	1.0	4234.0	64.0	-0.29920089277108525	0.0072403659718946415	0.1565913551345268	0.0036901603614525632	-0.14260953763655843	0.004446666254740168	12.0
1.2	2.0	34.0	2.0	4235.0	128.0	-0.29597134481056314	0.005220161920151075	0.15449150689904284	0.0025255012054184096	-0.14147983791152033	0.0033855299065262486	12.0
1.2	3.0	33.0	1.0	5234.0	64.0	-0.402089735421171	0.008040579271462015	0.21084779436910792	0.004524249856556757	-0.19124194105206307	0.004990355575683929	12.0
1.2	3.0	33.0	2.0	5235.0	128.0	-0.4118033443340072	0.005778554629960271	0.21443504469683172	0.0028991930498117125	-0.1973682996371755	0.003789954727365083	12.0
1.2	4.0	32.0	1.0	6234.0	64.0	-0.5140527857495742	0.009065736709600038	0.2640976580908872	0.005138366074162426	-0.24995512765868702	0.005260104102139738	12.0
1.2	4.0	32.0	2.0	6235.0	128.0	-0.5201273873657144	0.006529158277694876	0.2652172132366449	0.003379228428654159	-0.25491017412906936	0.004182376151549998	12.0
1.2	5.0	31.0	1.0	7234.0	64.0	-0.6122515242941206	0.009262347164052867	0.3073124224780242	0.006001586482848901	-0.30493910181609646	0.005347634081363621	12.0
1.2	5.0	31.0	2.0	7235.0	128.0	-0.6230890119701233	0.00761628373948099	0.3118351478434003	0.004301269483882161	-0.31125386412672307	0.0046544977663163815	12.0
1.2	6.0	30.0	1.0	8234.0	64.0	-0.7180362024837361	0.012385168166013762	0.35265721941381434	0.0059737016841307	-0.3653789830699219	0.008553351192779227	12.0
1.2	6.0	30.0	2.0	8235.0	128.0	-0.7207072098770745	0.00899855604424717	0.35313078445565005	0.004518019186925179	-0.36757642542142427	0.005807270830930244	12.0
