beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
1.2	-1.1136130115536673	0.5263850337663959	-0.5872279777872714	0.0029541012820107886	17+19	0.2654745349270645
