beta	temperature	nsites	canonical_n	target_density	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical
1.000000	1.000000000000	317	159	0.501577287066	0.010485180958	159.000000000000	1.504292367993e-01	0.000000000000e+00
2.000000	0.500000000000	317	159	0.501577287066	0.008385094231	159.000000000000	1.881040819951e-01	0.000000000000e+00
3.000000	0.333333333333	317	159	0.501577287066	0.007577568972	159.000000000000	2.081485939788e-01	0.000000000000e+00
4.000000	0.250000000000	317	159	0.501577287066	0.007104591771	159.000000000000	2.220040609125e-01	0.000000000000e+00
5.000000	0.200000000000	317	159	0.501577287066	0.006778721875	159.000000000000	2.326739750619e-01	0.000000000000e+00
6.000000	0.166666666667	317	159	0.501577287066	0.006527393715	159.000000000000	2.416291265565e-01	0.000000000000e+00
7.000000	0.142857142857	317	159	0.501577287066	0.006314317215	159.000000000000	2.497773169271e-01	0.000000000000e+00
8.000000	0.125000000000	317	159	0.501577287066	0.006119753701	159.000000000000	2.577103657125e-01	0.000000000000e+00
9.000000	0.111111111111	317	159	0.501577287066	0.005933210451	159.000000000000	2.658021461694e-01	0.000000000000e+00
10.000000	0.100000000000	317	159	0.501577287066	0.005749685517	159.000000000000	2.742728476778e-01	0.000000000000e+00
11.000000	0.090909090909	317	159	0.501577287066	0.005567373871	159.000000000000	2.832383730439e-01	0.000000000000e+00
12.000000	0.083333333333	317	159	0.501577287066	0.005386211710	159.000000000000	2.927469299802e-01	0.000000000000e+00
13.000000	0.076923076923	317	159	0.501577287066	0.005206971935	159.000000000000	3.028045617186e-01	0.000000000000e+00
14.000000	0.071428571429	317	159	0.501577287066	0.005030726817	159.000000000000	3.133922157862e-01	0.000000000000e+00
15.000000	0.066666666667	317	159	0.501577287066	0.004858549050	159.000000000000	3.244768709642e-01	0.000000000000e+00
16.000000	0.062500000000	317	159	0.501577287066	0.004691362257	159.000000000000	3.360186822074e-01	0.000000000000e+00
17.000000	0.058823529412	317	159	0.501577287066	0.004529881390	159.000000000000	3.479755081143e-01	0.000000000000e+00
18.000000	0.055555555556	317	159	0.501577287066	0.004374604331	159.000000000000	3.603057224841e-01	0.000000000000e+00
19.000000	0.052631578947	317	159	0.501577287066	0.004225830244	159.000000000000	3.729698951007e-01	0.000000000000e+00
20.000000	0.050000000000	317	159	0.501577287066	0.004083689773	159.000000000000	3.859317230310e-01	0.000000000000e+00
21.000000	0.047619047619	317	159	0.501577287066	0.003948178396	159.000000000000	3.991584648961e-01	0.000000000000e+00
22.000000	0.045454545455	317	159	0.501577287066	0.003819188226	159.000000000000	4.126210486431e-01	0.000000000000e+00
23.000000	0.043478260870	317	159	0.501577287066	0.003696535995	159.000000000000	4.262939700466e-01	0.000000000000e+00
24.000000	0.041666666667	317	159	0.501577287066	0.003579986420	159.000000000000	4.401550634213e-01	0.000000000000e+00
25.000000	0.040000000000	317	159	0.501577287066	0.003469270973	159.000000000000	4.541852012969e-01	0.000000000000e+00
26.000000	0.038461538462	317	159	0.501577287066	0.003364102474	159.000000000000	4.683679622708e-01	0.000000000000e+00
27.000000	0.037037037037	317	159	0.501577287066	0.003264186111	159.000000000000	4.826892936006e-01	0.000000000000e+00
28.000000	0.035714285714	317	159	0.501577287066	0.003169227518	159.000000000000	4.971371859126e-01	0.000000000000e+00
29.000000	0.034482758621	317	159	0.501577287066	0.003078938493	159.000000000000	5.117013707336e-01	0.000000000000e+00
30.000000	0.033333333333	317	159	0.501577287066	0.002993040891	159.000000000000	5.263730467717e-01	0.000000000000e+00
31.000000	0.032258064516	317	159	0.501577287066	0.002911269107	159.000000000000	5.411446374943e-01	0.000000000000e+00
32.000000	0.031250000000	317	159	0.501577287066	0.002833371516	159.000000000000	5.560095802394e-01	0.000000000000e+00
33.000000	0.030303030303	317	159	0.501577287066	0.002759111150	159.000000000000	5.709621455774e-01	0.000000000000e+00
34.000000	0.029411764706	317	159	0.501577287066	0.002688265817	159.000000000000	5.859972847041e-01	0.000000000000e+00
35.000000	0.028571428571	317	159	0.501577287066	0.002620627850	159.000000000000	6.011105021360e-01	0.000000000000e+00
36.000000	0.027777777778	317	159	0.501577287066	0.002556003596	159.000000000000	6.162977507708e-01	0.000000000000e+00
37.000000	0.027027027027	317	159	0.501577287066	0.002494212749	159.000000000000	6.315553463690e-01	0.000000000000e+00
38.000000	0.026315789474	317	159	0.501577287066	0.002435087588	159.000000000000	6.468798986476e-01	0.000000000000e+00
39.000000	0.025641025641	317	159	0.501577287066	0.002378472175	159.000000000000	6.622682563852e-01	0.000000000000e+00
40.000000	0.025000000000	317	159	0.501577287066	0.002324221549	159.000000000000	6.777174641983e-01	0.000000000000e+00
41.000000	0.024390243902	317	159	0.501577287066	0.002272200924	159.000000000000	6.932247289209e-01	0.000000000000e+00
42.000000	0.023809523810	317	159	0.501577287066	0.002222284933	159.000000000000	7.087873937900e-01	0.000000000000e+00
43.000000	0.023255813953	317	159	0.501577287066	0.002174356902	159.000000000000	7.244029189020e-01	0.000000000000e+00
44.000000	0.022727272727	317	159	0.501577287066	0.002128308173	159.000000000000	7.400688666418e-01	0.000000000000e+00
45.000000	0.022222222222	317	159	0.501577287066	0.002084037477	159.000000000000	7.557828910018e-01	0.000000000000e+00
46.000000	0.021739130435	317	159	0.501577287066	0.002041450345	159.000000000000	7.715427298963e-01	0.000000000000e+00
47.000000	0.021276595745	317	159	0.501577287066	0.002000458582	159.000000000000	7.873461997459e-01	0.000000000000e+00
48.000000	0.020833333333	317	159	0.501577287066	0.001960979769	159.000000000000	8.031911917406e-01	0.000000000000e+00
49.000000	0.020408163265	317	159	0.501577287066	0.001922936814	159.000000000000	8.190756693159e-01	0.000000000000e+00
50.000000	0.020000000000	317	159	0.501577287066	0.001886257543	159.000000000000	8.349976664729e-01	0.000000000000e+00
51.000000	0.019607843137	317	159	0.501577287066	0.001850874323	159.000000000000	8.509552866559e-01	0.000000000000e+00
52.000000	0.019230769231	317	159	0.501577287066	0.001816723720	159.000000000000	8.669467019693e-01	0.000000000000e+00
53.000000	0.018867924528	317	159	0.501577287066	0.001783746185	159.000000000000	8.829701525716e-01	0.000000000000e+00
54.000000	0.018518518519	317	159	0.501577287066	0.001751885765	159.000000000000	8.990239461254e-01	0.000000000000e+00
55.000000	0.018181818182	317	159	0.501577287066	0.001721089847	159.000000000000	9.151064572203e-01	0.000000000000e+00
56.000000	0.017857142857	317	159	0.501577287066	0.001691308916	159.000000000000	9.312161267121e-01	0.000000000000e+00
57.000000	0.017543859649	317	159	0.501577287066	0.001662496335	159.000000000000	9.473514609404e-01	0.000000000000e+00
58.000000	0.017241379310	317	159	0.501577287066	0.001634608143	159.000000000000	9.635110308083e-01	0.000000000000e+00
59.000000	0.016949152542	317	159	0.501577287066	0.001607602877	159.000000000000	9.796934707145e-01	0.000000000000e+00
60.000000	0.016666666667	317	159	0.501577287066	0.001581441394	159.000000000000	9.958974773400e-01	0.000000000000e+00
61.000000	0.016393442623	317	159	0.501577287066	0.001556086722	159.000000000000	1.012121808297e+00	0.000000000000e+00
62.000000	0.016129032258	317	159	0.501577287066	0.001531503911	159.000000000000	1.028365280654e+00	0.000000000000e+00
