L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
28	784	392	-1.260629009710	-1.261408337598	0.325874726812	0.325474729923	0.146862167070	0.146961264395	0.899478861498	0.890301111393
