L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
72	5184	2593	-1.260142688749	-1.260260499194	0.325748985604	0.325688545559	0.146862147377	0.146877139486	0.899131875628	0.897380243462
