beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical	specific_heat_per_particle_grand_canonical	specific_heat_per_particle_canonical
1.000000	1.000000000000	1009	505	0.003329996053	505.000000000000	-1.224687385785	-1.225284375191	0.326285496389	0.325987751659
2.000000	0.500000000000	1009	505	0.002668133108	505.000000000000	-1.462884820589	-1.463246461046	0.600437492875	0.599745680200
3.000000	0.333333333333	1009	505	0.002407660936	505.000000000000	-1.524906132222	-1.525157215291	0.390182697337	0.389422223756
4.000000	0.250000000000	1009	505	0.002253447304	505.000000000000	-1.549592086664	-1.549784732991	0.296718745077	0.295962405124
5.000000	0.200000000000	1009	505	0.002147764768	505.000000000000	-1.561995975357	-1.562152515931	0.244485675445	0.243726854118
6.000000	0.166666666667	1009	505	0.002069126963	505.000000000000	-1.569150940700	-1.569282881321	0.210161833171	0.209396334507
7.000000	0.142857142857	1009	505	0.002007323784	505.000000000000	-1.573671632755	-1.573785645626	0.185404383735	0.184628106469
8.000000	0.125000000000	1009	505	0.001956698384	505.000000000000	-1.576718466566	-1.576818722401	0.166442231441	0.165649767508
9.000000	0.111111111111	1009	505	0.001913745097	505.000000000000	-1.578872952488	-1.578962200861	0.151274980180	0.150460179642
10.000000	0.100000000000	1009	505	0.001876116086	505.000000000000	-1.580453651262	-1.580533788565	0.138726941248	0.137884167444
11.000000	0.090909090909	1009	505	0.001842166210	505.000000000000	-1.581647491313	-1.581719884210	0.128061155188	0.127186344669
12.000000	0.083333333333	1009	505	0.001810720939	505.000000000000	-1.582570364571	-1.582636042196	0.118796514876	0.117887700536
13.000000	0.076923076923	1009	505	0.001780942179	505.000000000000	-1.583297442908	-1.583357213384	0.110610135683	0.109667469189
14.000000	0.071428571429	1009	505	0.001752240479	505.000000000000	-1.583879360260	-1.583933882068	0.103280447564	0.102305901468
15.000000	0.066666666667	1009	505	0.001724212078	505.000000000000	-1.584351325026	-1.584401151154	0.096652068936	0.095648997103
16.000000	0.062500000000	1009	505	0.001696591393	505.000000000000	-1.584738489761	-1.584784095376	0.090613392615	0.089586073131
17.000000	0.058823529412	1009	505	0.001669214416	505.000000000000	-1.585059242156	-1.585101042350	0.085082030721	0.084035259179
18.000000	0.055555555556	1009	505	0.001641990456	505.000000000000	-1.585327292742	-1.585365654263	0.079995282550	0.078934043073
19.000000	0.052631578947	1009	505	0.001614880470	505.000000000000	-1.585553040197	-1.585588289530	0.075303868074	0.074233085498
20.000000	0.050000000000	1009	505	0.001587880643	505.000000000000	-1.585744488687	-1.585776917894	0.070967800910	0.069892165818
21.000000	0.047619047619	1009	505	0.001561010106	505.000000000000	-1.585907879201	-1.585937750359	0.066953666596	0.065877520633
22.000000	0.045454545455	1009	505	0.001534301909	505.000000000000	-1.586048133433	-1.586075682160	0.063232823902	0.062160092397
23.000000	0.043478260870	1009	505	0.001507796496	505.000000000000	-1.586169171862	-1.586194610245	0.059780211450	0.058714371749
24.000000	0.041666666667	1009	505	0.001481537111	505.000000000000	-1.586274145575	-1.586297664662	0.056573550293	0.055517626113
25.000000	0.040000000000	1009	505	0.001455566646	505.000000000000	-1.586365607801	-1.586387379780	0.053592804686	0.052549378712
26.000000	0.038461538462	1009	505	0.001429925578	505.000000000000	-1.586445642550	-1.586465822674	0.050819810579	0.049791049218
27.000000	0.037037037037	1009	505	0.001404650689	505.000000000000	-1.586515962270	-1.586534690576	0.048238012677	0.047225698326
28.000000	0.035714285714	1009	505	0.001379774372	505.000000000000	-1.586577982777	-1.586595385632	0.045832271547	0.044837838859
29.000000	0.034482758621	1009	505	0.001355324336	505.000000000000	-1.586632881330	-1.586649072818	0.043588715899	0.042613289467
30.000000	0.033333333333	1009	505	0.001331323594	505.000000000000	-1.586681642030	-1.586696725203	0.041494624103	0.040539055769
31.000000	0.032258064516	1009	505	0.001307790633	505.000000000000	-1.586725091606	-1.586739159609	0.039538324865	0.038603229372
32.000000	0.031250000000	1009	505	0.001284739706	505.000000000000	-1.586763927826	-1.586777064910	0.037709110768	0.036794898976
33.000000	0.030303030303	1009	505	0.001262181185	505.000000000000	-1.586798742213	-1.586811024646	0.035997160844	0.035104070050
34.000000	0.029411764706	1009	505	0.001240121953	505.000000000000	-1.586830038314	-1.586841535195	0.034393469852	0.033521591007
35.000000	0.028571428571	1009	505	0.001218565796	505.000000000000	-1.586858246486	-1.586869020478	0.032889782927	0.032039084761
36.000000	0.027777777778	1009	505	0.001197513788	505.000000000000	-1.586883735919	-1.586893843905	0.031478534802	0.030648884908
37.000000	0.027027027027	1009	505	0.001176964658	505.000000000000	-1.586906824471	-1.586916318140	0.030152793174	0.029343976283
38.000000	0.026315789474	1009	505	0.001156915124	505.000000000000	-1.586927786749	-1.586936713118	0.028906205940	0.028117939615
39.000000	0.025641025641	1009	505	0.001137360206	505.000000000000	-1.586946860768	-1.586955262655	0.027732952125	0.026964900138
40.000000	0.025000000000	1009	505	0.001118293501	505.000000000000	-1.586964253484	-1.586972169923	0.026627696385	0.025879480022
41.000000	0.024390243902	1009	505	0.001099707434	505.000000000000	-1.586980145388	-1.586987612005	0.025585546918	0.024856754468
42.000000	0.023809523810	1009	505	0.001081593473	505.000000000000	-1.586994694349	-1.587001743694	0.024602016667	0.023892211386
43.000000	0.023255813953	1009	505	0.001063942325	505.000000000000	-1.587008038831	-1.587014700680	0.023672987670	0.022981714385
44.000000	0.022727272727	1009	505	0.001046744101	505.000000000000	-1.587020300609	-1.587026602228	0.022794678362	0.022121468938
45.000000	0.022222222222	1009	505	0.001029988458	505.000000000000	-1.587031587053	-1.587037553437	0.021963613678	0.021307991537
46.000000	0.021739130435	1009	505	0.001013664731	505.000000000000	-1.587041993067	-1.587047647157	0.021176597771	0.020538081590
47.000000	0.021276595745	1009	505	0.000997762032	505.000000000000	-1.587051602740	-1.587056965612	0.020430689163	0.019808795930
48.000000	0.020833333333	1009	505	0.000982269344	505.000000000000	-1.587060490749	-1.587065581785	0.019723178139	0.019117425617
49.000000	0.020408163265	1009	505	0.000967175596	505.000000000000	-1.587068723555	-1.587073560600	0.019051566208	0.018461474973
50.000000	0.020000000000	1009	505	0.000952469731	505.000000000000	-1.587076360441	-1.587080959940	0.018413547482	0.017838642567
51.000000	0.019607843137	1009	505	0.000938140755	505.000000000000	-1.587083454393	-1.587087831514	0.017806991768	0.017246803984
52.000000	0.019230769231	1009	505	0.000924177787	505.000000000000	-1.587090052861	-1.587094221611	0.017229929250	0.016683996300
53.000000	0.018867924528	1009	505	0.000910570089	505.000000000000	-1.587096198423	-1.587100171748	0.016680536618	0.016148403951
54.000000	0.018518518519	1009	505	0.000897307102	505.000000000000	-1.587101929356	-1.587105719229	0.016157124493	0.015638346022
55.000000	0.018181818182	1009	505	0.000884378468	505.000000000000	-1.587107280127	-1.587110897637	0.015658126029	0.015152264702
56.000000	0.017857142857	1009	505	0.000871774046	505.000000000000	-1.587112281836	-1.587115737255	0.015182086597	0.014688714857
57.000000	0.017543859649	1009	505	0.000859483932	505.000000000000	-1.587116962581	-1.587120265440	0.014727654431	0.014246354564
58.000000	0.017241379310	1009	505	0.000847498464	505.000000000000	-1.587121347797	-1.587124506941	0.014293572126	0.013823936561
59.000000	0.016949152542	1009	505	0.000835808235	505.000000000000	-1.587125460543	-1.587128484189	0.013878668954	0.013420300511
60.000000	0.016666666667	1009	505	0.000824404094	505.000000000000	-1.587129321752	-1.587132217542	0.013481853870	0.013034365879
61.000000	0.016393442623	1009	505	0.000813277153	505.000000000000	-1.587132950461	-1.587135725504	0.013102109155	0.012665125593
62.000000	0.016129032258	1009	505	0.000802418783	505.000000000000	-1.587136364004	-1.587139024919	0.012738484650	0.012311640248
63.000000	0.015873015873	1009	505	0.000791820618	505.000000000000	-1.587139578185	-1.587142131144	0.012390092496	0.011973032769
64.000000	0.015625000000	1009	505	0.000781474552	505.000000000000	-1.587142607437	-1.587145058193	0.012056102350	0.011648483590
65.000000	0.015384615385	1009	505	0.000771372736	505.000000000000	-1.587145464954	-1.587147818880	0.011735737024	0.011337226317
66.000000	0.015151515152	1009	505	0.000761507571	505.000000000000	-1.587148162815	-1.587150424928	0.011428268505	0.011038543700
67.000000	0.014925373134	1009	505	0.000751871711	505.000000000000	-1.587150712093	-1.587152887082	0.011133014319	0.010751763939
68.000000	0.014705882353	1009	505	0.000742458049	505.000000000000	-1.587153122946	-1.587155215199	0.010849334210	0.010476257382
69.000000	0.014492753623	1009	505	0.000733259719	505.000000000000	-1.587155404711	-1.587157418335	0.010576627097	0.010211433448
70.000000	0.014285714286	1009	505	0.000724270087	505.000000000000	-1.587157565974	-1.587159504816	0.010314328288	0.009956737852
71.000000	0.014084507042	1009	505	0.000715482745	505.000000000000	-1.587159614641	-1.587161482309	0.010061906929	0.009711649993
72.000000	0.013888888889	1009	505	0.000706891503	505.000000000000	-1.587161558002	-1.587163357881	0.009818863662	0.009475680615
73.000000	0.013698630137	1009	505	0.000698490388	505.000000000000	-1.587163402783	-1.587165138050	0.009584728460	0.009248369592
74.000000	0.013513513514	1009	505	0.000690273632	505.000000000000	-1.587165155198	-1.587166828840	0.009359058653	0.009029284045
75.000000	0.013333333333	1009	505	0.000682235668	505.000000000000	-1.587166820993	-1.587168435817	0.009141437103	0.008818016395
76.000000	0.013157894737	1009	505	0.000674371124	505.000000000000	-1.587168405487	-1.587169964134	0.008931470515	0.008614182722
