beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical	specific_heat_per_particle_grand_canonical	specific_heat_per_particle_canonical
1.000000	1.000000000000	613	307	0.005458966716	307.000000000000	-1.213581621588	-1.214558974627	0.326045066802	0.325561004297
2.000000	0.500000000000	613	307	0.004368492802	307.000000000000	-1.451696750284	-1.452291030831	0.600740762362	0.599612432435
3.000000	0.333333333333	613	307	0.003941853945	307.000000000000	-1.513952002769	-1.514365190845	0.391807844315	0.390561394001
4.000000	0.250000000000	613	307	0.003690187654	307.000000000000	-1.538765160132	-1.539082451720	0.298310031121	0.297067420582
5.000000	0.200000000000	613	307	0.003518118839	307.000000000000	-1.551240756659	-1.551498618418	0.245908586312	0.244654817582
6.000000	0.166666666667	613	307	0.003389871482	307.000000000000	-1.558437847037	-1.558654837126	0.211335329826	0.210053262498
7.000000	0.142857142857	613	307	0.003287981455	307.000000000000	-1.562981608316	-1.563168244112	0.186184649977	0.184855065715
8.000000	0.125000000000	613	307	0.003202432917	307.000000000000	-1.566037220505	-1.566199941849	0.166639592543	0.165244890778
9.000000	0.111111111111	613	307	0.003126942770	307.000000000000	-1.568189095583	-1.568332146949	0.150699288219	0.149228264050
10.000000	0.100000000000	613	307	0.003057446238	307.000000000000	-1.569758190585	-1.569884590345	0.137227670754	0.135677731574
11.000000	0.090909090909	613	307	0.002991343671	307.000000000000	-1.570933648998	-1.571045701581	0.125548880279	0.123925529763
12.000000	0.083333333333	613	307	0.002927044060	307.000000000000	-1.571833378689	-1.571932946208	0.115246402062	0.113561182052
13.000000	0.076923076923	613	307	0.002863650162	307.000000000000	-1.572534293471	-1.572622940220	0.106053763270	0.104321782758
14.000000	0.071428571429	613	307	0.002800729765	307.000000000000	-1.573088452810	-1.573167523519	0.097792341005	0.096030063473
15.000000	0.066666666667	613	307	0.002738148936	307.000000000000	-1.573532174502	-1.573602838827	0.090335379343	0.088558945500
16.000000	0.062500000000	613	307	0.002675952814	307.000000000000	-1.573891433960	-1.573954714146	0.083587127923	0.081811252077
17.000000	0.058823529412	613	307	0.002614283037	307.000000000000	-1.574185198939	-1.574241989234	0.077470816985	0.075708179597
18.000000	0.055555555556	613	307	0.002553322790	307.000000000000	-1.574427564181	-1.574478646185	0.071921796486	0.070182814932
19.000000	0.052631578947	613	307	0.002493262080	307.000000000000	-1.574629160645	-1.574675216487	0.066883669545	0.065176528422
20.000000	0.050000000000	613	307	0.002434277315	307.000000000000	-1.574798110827	-1.574839734985	0.062306136589	0.060636976507
21.000000	0.047619047619	613	307	0.002376520626	307.000000000000	-1.574940691328	-1.574978401369	0.058143794735	0.056516982053
22.000000	0.045454545455	613	307	0.002320115551	307.000000000000	-1.575061801506	-1.575096047828	0.054355452755	0.052773875826
23.000000	0.043478260870	613	307	0.002265156657	307.000000000000	-1.575165300637	-1.575196475236	0.050903710696	0.049369067694
24.000000	0.041666666667	613	307	0.002211711414	307.000000000000	-1.575254254098	-1.575282698368	0.047754665261	0.046267723790
