site_index	x	y
1	0	-3
2	-2	-2
3	-1	-2
4	0	-2
5	1	-2
6	2	-2
7	-2	-1
8	-1	-1
9	0	-1
10	1	-1
11	2	-1
12	-3	0
13	-2	0
14	-1	0
15	0	0
16	1	0
17	2	0
18	3	0
19	-2	1
20	-1	1
21	0	1
22	1	1
23	2	1
24	-2	2
25	-1	2
26	0	2
27	1	2
28	2	2
29	0	3
