beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
1.2	-1.1343402552779196	0.5393726673868242	-0.5949675878910958	0.009565236684637594	16+20	0.29343292194321136
