panel	square_geometry	temperature_disk	temperature_square	delta_temperature	abs_delta_temperature
Disk GCE to Square GCE	square_obc	0.011660338032	0.010008211199	-0.001652126833	0.001652126833
Disk GCE to Square GCE	square_obc	0.011696215557	0.010038755749	-0.001657459808	0.001657459808
Disk GCE to Square GCE	square_obc	0.011732203473	0.010069393520	-0.001662809953	0.001662809953
Disk GCE to Square GCE	square_obc	0.011768302120	0.010100085466	-0.001668216654	0.001668216654
Disk GCE to Square GCE	square_obc	0.011804511838	0.010130849131	-0.001673662707	0.001673662707
Disk GCE to Square GCE	square_obc	0.011840832969	0.010161717052	-0.001679115917	0.001679115917
Disk GCE to Square GCE	square_obc	0.011877265856	0.010192679026	-0.001684586830	0.001684586830
Disk GCE to Square GCE	square_obc	0.011913810843	0.010223859855	-0.001689950988	0.001689950988
Disk GCE to Square GCE	square_obc	0.011950468275	0.010254958723	-0.001695509552	0.001695509552
Disk GCE to Square GCE	square_obc	0.011987238497	0.010286152187	-0.001701086310	0.001701086310
Disk GCE to Square GCE	square_obc	0.012024121857	0.010317535279	-0.001706586578	0.001706586578
Disk GCE to Square GCE	square_obc	0.012061118703	0.010349137632	-0.001711981071	0.001711981071
Disk GCE to Square GCE	square_obc	0.012098229384	0.010380563343	-0.001717666041	0.001717666041
Disk GCE to Square GCE	square_obc	0.012135454251	0.010412084479	-0.001723369772	0.001723369772
Disk GCE to Square GCE	square_obc	0.012172793654	0.010444019011	-0.001728774643	0.001728774643
Disk GCE to Square GCE	square_obc	0.012210247946	0.010475932619	-0.001734315327	0.001734315327
Disk GCE to Square GCE	square_obc	0.012247817481	0.010507687259	-0.001740130222	0.001740130222
Disk GCE to Square GCE	square_obc	0.012285502613	0.010539695208	-0.001745807405	0.001745807405
Disk GCE to Square GCE	square_obc	0.012323303697	0.010572022940	-0.001751280757	0.001751280757
Disk GCE to Square GCE	square_obc	0.012361221092	0.010604270106	-0.001756950986	0.001756950986
Disk GCE to Square GCE	square_obc	0.012399255154	0.010636355710	-0.001762899444	0.001762899444
Disk GCE to Square GCE	square_obc	0.012437406242	0.010668902048	-0.001768504194	0.001768504194
Disk GCE to Square GCE	square_obc	0.012475674717	0.010701571437	-0.001774103280	0.001774103280
Disk GCE to Square GCE	square_obc	0.012514060939	0.010734176424	-0.001779884515	0.001779884515
Disk GCE to Square GCE	square_obc	0.012552565272	0.010766764030	-0.001785801242	0.001785801242
Disk GCE to Square GCE	square_obc	0.012591188078	0.010799676632	-0.001791511446	0.001791511446
Disk GCE to Square GCE	square_obc	0.012629929721	0.010832689843	-0.001797239878	0.001797239878
Disk GCE to Square GCE	square_obc	0.012668790569	0.010865679034	-0.001803111535	0.001803111535
Disk GCE to Square GCE	square_obc	0.012707770987	0.010898787752	-0.001808983235	0.001808983235
Disk GCE to Square GCE	square_obc	0.012746871343	0.010932045406	-0.001814825937	0.001814825937
Disk GCE to Square GCE	square_obc	0.012786092006	0.010965404546	-0.001820687460	0.001820687460
Disk GCE to Square GCE	square_obc	0.012825433347	0.010998928506	-0.001826504841	0.001826504841
Disk GCE to Square GCE	square_obc	0.012864895737	0.011032431206	-0.001832464531	0.001832464531
Disk GCE to Square GCE	square_obc	0.012904479548	0.011066035955	-0.001838443593	0.001838443593
Disk GCE to Square GCE	square_obc	0.012944185154	0.011099743064	-0.001844442090	0.001844442090
Disk GCE to Square GCE	square_obc	0.012984012930	0.011133835616	-0.001850177314	0.001850177314
Disk GCE to Square GCE	square_obc	0.013023963251	0.011167723276	-0.001856239975	0.001856239975
Disk GCE to Square GCE	square_obc	0.013064036494	0.011201677090	-0.001862359404	0.001862359404
Disk GCE to Square GCE	square_obc	0.013104233038	0.011235734135	-0.001868498903	0.001868498903
Disk GCE to Square GCE	square_obc	0.013144553263	0.011270327778	-0.001874225485	0.001874225485
Disk GCE to Square GCE	square_obc	0.013184997548	0.011304694190	-0.001880303358	0.001880303358
Disk GCE to Square GCE	square_obc	0.013225566276	0.011338998960	-0.001886567316	0.001886567316
Disk GCE to Square GCE	square_obc	0.013266259829	0.011373533896	-0.001892725933	0.001892725933
Disk GCE to Square GCE	square_obc	0.013307078591	0.011408493331	-0.001898585260	0.001898585260
Disk GCE to Square GCE	square_obc	0.013348022948	0.011443375632	-0.001904647316	0.001904647316
Disk GCE to Square GCE	square_obc	0.013389093286	0.011478033160	-0.001911060126	0.001911060126
Disk GCE to Square GCE	square_obc	0.013430289993	0.011513037931	-0.001917252062	0.001917252062
Disk GCE to Square GCE	square_obc	0.013471613458	0.011548362354	-0.001923251104	0.001923251104
Disk GCE to Square GCE	square_obc	0.013513064069	0.011583795160	-0.001929268909	0.001929268909
Disk GCE to Square GCE	square_obc	0.013554642220	0.011618812870	-0.001935829350	0.001935829350
Disk GCE to Square GCE	square_obc	0.013596348302	0.011654275066	-0.001942073236	0.001942073236
Disk GCE to Square GCE	square_obc	0.013638182709	0.011689966394	-0.001948216315	0.001948216315
Disk GCE to Square GCE	square_obc	0.013680145836	0.011725767026	-0.001954378810	0.001954378810
Disk GCE to Square GCE	square_obc	0.013722238078	0.011761372994	-0.001960865084	0.001960865084
Disk GCE to Square GCE	square_obc	0.013764459833	0.011797278548	-0.001967181285	0.001967181285
Disk GCE to Square GCE	square_obc	0.013806811500	0.011833338594	-0.001973472906	0.001973472906
Disk GCE to Square GCE	square_obc	0.013849293478	0.011869508862	-0.001979784616	0.001979784616
Disk GCE to Square GCE	square_obc	0.013891906168	0.011905763722	-0.001986142446	0.001986142446
Disk GCE to Square GCE	square_obc	0.013934649972	0.011942083390	-0.001992566582	0.001992566582
Disk GCE to Square GCE	square_obc	0.013977525295	0.011978513855	-0.001999011440	0.001999011440
Disk GCE to Square GCE	square_obc	0.014020532539	0.012015055455	-0.002005477084	0.002005477084
Disk GCE to Square GCE	square_obc	0.014063672112	0.012051756808	-0.002011915304	0.002011915304
Disk GCE to Square GCE	square_obc	0.014106944421	0.012088726541	-0.002018217880	0.002018217880
Disk GCE to Square GCE	square_obc	0.014150349874	0.012125529004	-0.002024820870	0.002024820870
Disk GCE to Square GCE	square_obc	0.014193888880	0.012162443507	-0.002031445373	0.002031445373
Disk GCE to Square GCE	square_obc	0.014237561851	0.012199530887	-0.002038030964	0.002038030964
Disk GCE to Square GCE	square_obc	0.014281369198	0.012237188078	-0.002044181120	0.002044181120
Disk GCE to Square GCE	square_obc	0.014325311336	0.012274422989	-0.002050888347	0.002050888347
Disk GCE to Square GCE	square_obc	0.014369388678	0.012311711834	-0.002057676844	0.002057676844
Disk GCE to Square GCE	square_obc	0.014413601642	0.012349162377	-0.002064439265	0.002064439265
Disk GCE to Square GCE	square_obc	0.014457950644	0.012387207813	-0.002070742831	0.002070742831
Disk GCE to Square GCE	square_obc	0.014502436102	0.012425237098	-0.002077199004	0.002077199004
Disk GCE to Square GCE	square_obc	0.014547058437	0.012462901578	-0.002084156859	0.002084156859
Disk GCE to Square GCE	square_obc	0.014591818070	0.012500689944	-0.002091128126	0.002091128126
Disk GCE to Square GCE	square_obc	0.014636715424	0.012539125155	-0.002097590269	0.002097590269
Disk GCE to Square GCE	square_obc	0.014681750921	0.012577678540	-0.002104072381	0.002104072381
Disk GCE to Square GCE	square_obc	0.014726924987	0.012616056450	-0.002110868537	0.002110868537
Disk GCE to Square GCE	square_obc	0.014772238049	0.012654212752	-0.002118025297	0.002118025297
Disk GCE to Square GCE	square_obc	0.014817690534	0.012692981002	-0.002124709532	0.002124709532
Disk GCE to Square GCE	square_obc	0.014863282871	0.012731926493	-0.002131356378	0.002131356378
Disk GCE to Square GCE	square_obc	0.014909015490	0.012770991478	-0.002138024012	0.002138024012
Disk GCE to Square GCE	square_obc	0.014954888824	0.012809757917	-0.002145130907	0.002145130907
Disk GCE to Square GCE	square_obc	0.015000903304	0.012848818888	-0.002152084416	0.002152084416
Disk GCE to Square GCE	square_obc	0.015047059366	0.012888157681	-0.002158901685	0.002158901685
Disk GCE to Square GCE	square_obc	0.015093357445	0.012927616916	-0.002165740529	0.002165740529
Disk GCE to Square GCE	square_obc	0.015139797977	0.012967196962	-0.002172601015	0.002172601015
Disk GCE to Square GCE	square_obc	0.015186381402	0.013006685267	-0.002179696135	0.002179696135
Disk GCE to Square GCE	square_obc	0.015233108158	0.013046418380	-0.002186689778	0.002186689778
Disk GCE to Square GCE	square_obc	0.015279978688	0.013086272870	-0.002193705818	0.002193705818
Disk GCE to Square GCE	square_obc	0.015326993433	0.013126249109	-0.002200744324	0.002200744324
Disk GCE to Square GCE	square_obc	0.015374152836	0.013166475044	-0.002207677792	0.002207677792
Disk GCE to Square GCE	square_obc	0.015421457344	0.013206758109	-0.002214699235	0.002214699235
Disk GCE to Square GCE	square_obc	0.015468907402	0.013247008664	-0.002221898738	0.002221898738
Disk GCE to Square GCE	square_obc	0.015516503459	0.013287381891	-0.002229121568	0.002229121568
Disk GCE to Square GCE	square_obc	0.015564245964	0.013327878165	-0.002236367799	0.002236367799
Disk GCE to Square GCE	square_obc	0.015612135366	0.013369036740	-0.002243098626	0.002243098626
Disk GCE to Square GCE	square_obc	0.015660172119	0.013409877218	-0.002250294901	0.002250294901
Disk GCE to Square GCE	square_obc	0.015708356675	0.013450648018	-0.002257708657	0.002257708657
Disk GCE to Square GCE	square_obc	0.015756689490	0.013491542775	-0.002265146715	0.002265146715
Disk GCE to Square GCE	square_obc	0.015805171019	0.013532857837	-0.002272313182	0.002272313182
Disk GCE to Square GCE	square_obc	0.015853801721	0.013574642368	-0.002279159353	0.002279159353
Disk GCE to Square GCE	square_obc	0.015902582053	0.013616104204	-0.002286477849	0.002286477849
Disk GCE to Square GCE	square_obc	0.015951512477	0.013657397784	-0.002294114693	0.002294114693
Disk GCE to Square GCE	square_obc	0.016000593454	0.013698819533	-0.002301773921	0.002301773921
Disk GCE to Square GCE	square_obc	0.016049825448	0.013741019557	-0.002308805891	0.002308805891
Disk GCE to Square GCE	square_obc	0.016099208923	0.013783349581	-0.002315859342	0.002315859342
Disk GCE to Square GCE	square_obc	0.016148744345	0.013825504140	-0.002323240205	0.002323240205
Disk GCE to Square GCE	square_obc	0.016198432183	0.013867322748	-0.002331109435	0.002331109435
Disk GCE to Square GCE	square_obc	0.016248272904	0.013909594014	-0.002338678890	0.002338678890
Disk GCE to Square GCE	square_obc	0.016298266979	0.013952340886	-0.002345926093	0.002345926093
Disk GCE to Square GCE	square_obc	0.016348414880	0.013995219128	-0.002353195752	0.002353195752
Disk GCE to Square GCE	square_obc	0.016398717080	0.014038146007	-0.002360571073	0.002360571073
Disk GCE to Square GCE	square_obc	0.016449174055	0.014080491578	-0.002368682477	0.002368682477
Disk GCE to Square GCE	square_obc	0.016499786280	0.014123590221	-0.002376196059	0.002376196059
Disk GCE to Square GCE	square_obc	0.016550554233	0.014166886377	-0.002383667856	0.002383667856
Disk GCE to Square GCE	square_obc	0.016601478393	0.014210315259	-0.002391163134	0.002391163134
Disk GCE to Square GCE	square_obc	0.016652559241	0.014253877272	-0.002398681969	0.002398681969
Disk GCE to Square GCE	square_obc	0.016703797259	0.014297163133	-0.002406634126	0.002406634126
Disk GCE to Square GCE	square_obc	0.016755192930	0.014340877029	-0.002414315901	0.002414315901
Disk GCE to Square GCE	square_obc	0.016806746740	0.014384724580	-0.002422022160	0.002422022160
Disk GCE to Square GCE	square_obc	0.016858459176	0.014428706197	-0.002429752979	0.002429752979
Disk GCE to Square GCE	square_obc	0.016910330724	0.014472822289	-0.002437508435	0.002437508435
Disk GCE to Square GCE	square_obc	0.016962361875	0.014517262132	-0.002445099743	0.002445099743
Disk GCE to Square GCE	square_obc	0.017014553120	0.014561527869	-0.002453025251	0.002453025251
Disk GCE to Square GCE	square_obc	0.017066904952	0.014605928581	-0.002460976371	0.002460976371
