panel	square_geometry	temperature_disk	temperature_square
Disk GCE to Square GCE	square_obc	0.011660338032	0.010008211199
Disk GCE to Square GCE	square_obc	0.011696215557	0.010038755749
Disk GCE to Square GCE	square_obc	0.011732203473	0.010069393520
Disk GCE to Square GCE	square_obc	0.011768302120	0.010100085466
Disk GCE to Square GCE	square_obc	0.011804511838	0.010130849131
Disk GCE to Square GCE	square_obc	0.011840832969	0.010161717052
Disk GCE to Square GCE	square_obc	0.011877265856	0.010192679026
Disk GCE to Square GCE	square_obc	0.011913810843	0.010223859855
Disk GCE to Square GCE	square_obc	0.011950468275	0.010254958723
Disk GCE to Square GCE	square_obc	0.011987238497	0.010286152187
Disk GCE to Square GCE	square_obc	0.012024121857	0.010317535279
Disk GCE to Square GCE	square_obc	0.012061118703	0.010349137632
Disk GCE to Square GCE	square_obc	0.012098229384	0.010380563343
Disk GCE to Square GCE	square_obc	0.012135454251	0.010412084479
Disk GCE to Square GCE	square_obc	0.012172793654	0.010444019011
Disk GCE to Square GCE	square_obc	0.012210247946	0.010475932619
Disk GCE to Square GCE	square_obc	0.012247817481	0.010507687259
Disk GCE to Square GCE	square_obc	0.012285502613	0.010539695208
Disk GCE to Square GCE	square_obc	0.012323303697	0.010572022940
Disk GCE to Square GCE	square_obc	0.012361221092	0.010604270106
Disk GCE to Square GCE	square_obc	0.012399255154	0.010636355710
Disk GCE to Square GCE	square_obc	0.012437406242	0.010668902048
Disk GCE to Square GCE	square_obc	0.012475674717	0.010701571437
Disk GCE to Square GCE	square_obc	0.012514060939	0.010734176424
Disk GCE to Square GCE	square_obc	0.012552565272	0.010766764030
Disk GCE to Square GCE	square_obc	0.012591188078	0.010799676632
Disk GCE to Square GCE	square_obc	0.012629929721	0.010832689843
Disk GCE to Square GCE	square_obc	0.012668790569	0.010865679034
Disk GCE to Square GCE	square_obc	0.012707770987	0.010898787752
Disk GCE to Square GCE	square_obc	0.012746871343	0.010932045406
Disk GCE to Square GCE	square_obc	0.012786092006	0.010965404546
Disk GCE to Square GCE	square_obc	0.012825433347	0.010998928506
Disk GCE to Square GCE	square_obc	0.012864895737	0.011032431206
Disk GCE to Square GCE	square_obc	0.012904479548	0.011066035955
Disk GCE to Square GCE	square_obc	0.012944185154	0.011099743064
Disk GCE to Square GCE	square_obc	0.012984012930	0.011133835616
Disk GCE to Square GCE	square_obc	0.013023963251	0.011167723276
Disk GCE to Square GCE	square_obc	0.013064036494	0.011201677090
Disk GCE to Square GCE	square_obc	0.013104233038	0.011235734135
Disk GCE to Square GCE	square_obc	0.013144553263	0.011270327778
Disk GCE to Square GCE	square_obc	0.013184997548	0.011304694190
Disk GCE to Square GCE	square_obc	0.013225566276	0.011338998960
Disk GCE to Square GCE	square_obc	0.013266259829	0.011373533896
Disk GCE to Square GCE	square_obc	0.013307078591	0.011408493331
Disk GCE to Square GCE	square_obc	0.013348022948	0.011443375632
Disk GCE to Square GCE	square_obc	0.013389093286	0.011478033160
Disk GCE to Square GCE	square_obc	0.013430289993	0.011513037931
Disk GCE to Square GCE	square_obc	0.013471613458	0.011548362354
Disk GCE to Square GCE	square_obc	0.013513064069	0.011583795160
Disk GCE to Square GCE	square_obc	0.013554642220	0.011618812870
Disk GCE to Square GCE	square_obc	0.013596348302	0.011654275066
Disk GCE to Square GCE	square_obc	0.013638182709	0.011689966394
Disk GCE to Square GCE	square_obc	0.013680145836	0.011725767026
Disk GCE to Square GCE	square_obc	0.013722238078	0.011761372994
Disk GCE to Square GCE	square_obc	0.013764459833	0.011797278548
Disk GCE to Square GCE	square_obc	0.013806811500	0.011833338594
Disk GCE to Square GCE	square_obc	0.013849293478	0.011869508862
Disk GCE to Square GCE	square_obc	0.013891906168	0.011905763722
Disk GCE to Square GCE	square_obc	0.013934649972	0.011942083390
Disk GCE to Square GCE	square_obc	0.013977525295	0.011978513855
Disk GCE to Square GCE	square_obc	0.014020532539	0.012015055455
Disk GCE to Square GCE	square_obc	0.014063672112	0.012051756808
Disk GCE to Square GCE	square_obc	0.014106944421	0.012088726541
Disk GCE to Square GCE	square_obc	0.014150349874	0.012125529004
Disk GCE to Square GCE	square_obc	0.014193888880	0.012162443507
Disk GCE to Square GCE	square_obc	0.014237561851	0.012199530887
Disk GCE to Square GCE	square_obc	0.014281369198	0.012237188078
Disk GCE to Square GCE	square_obc	0.014325311336	0.012274422989
Disk GCE to Square GCE	square_obc	0.014369388678	0.012311711834
Disk GCE to Square GCE	square_obc	0.014413601642	0.012349162377
Disk GCE to Square GCE	square_obc	0.014457950644	0.012387207813
Disk GCE to Square GCE	square_obc	0.014502436102	0.012425237098
Disk GCE to Square GCE	square_obc	0.014547058437	0.012462901578
Disk GCE to Square GCE	square_obc	0.014591818070	0.012500689944
Disk GCE to Square GCE	square_obc	0.014636715424	0.012539125155
Disk GCE to Square GCE	square_obc	0.014681750921	0.012577678540
Disk GCE to Square GCE	square_obc	0.014726924987	0.012616056450
Disk GCE to Square GCE	square_obc	0.014772238049	0.012654212752
Disk GCE to Square GCE	square_obc	0.014817690534	0.012692981002
Disk GCE to Square GCE	square_obc	0.014863282871	0.012731926493
Disk GCE to Square GCE	square_obc	0.014909015490	0.012770991478
Disk GCE to Square GCE	square_obc	0.014954888824	0.012809757917
Disk GCE to Square GCE	square_obc	0.015000903304	0.012848818888
Disk GCE to Square GCE	square_obc	0.015047059366	0.012888157681
Disk GCE to Square GCE	square_obc	0.015093357445	0.012927616916
Disk GCE to Square GCE	square_obc	0.015139797977	0.012967196962
Disk GCE to Square GCE	square_obc	0.015186381402	0.013006685267
Disk GCE to Square GCE	square_obc	0.015233108158	0.013046418380
Disk GCE to Square GCE	square_obc	0.015279978688	0.013086272870
Disk GCE to Square GCE	square_obc	0.015326993433	0.013126249109
Disk GCE to Square GCE	square_obc	0.015374152836	0.013166475044
Disk GCE to Square GCE	square_obc	0.015421457344	0.013206758109
Disk GCE to Square GCE	square_obc	0.015468907402	0.013247008664
Disk GCE to Square GCE	square_obc	0.015516503459	0.013287381891
Disk GCE to Square GCE	square_obc	0.015564245964	0.013327878165
Disk GCE to Square GCE	square_obc	0.015612135366	0.013369036740
Disk GCE to Square GCE	square_obc	0.015660172119	0.013409877218
Disk GCE to Square GCE	square_obc	0.015708356675	0.013450648018
Disk GCE to Square GCE	square_obc	0.015756689490	0.013491542775
