beta	kinetic_per_particle	kinetic_stderr	potential_per_particle	potential_stderr	total_per_particle	total_stderr	time_slices	nsamples	batches
1.2	-0.876949235864593	0.00477788151642812	1.0301441836790197	0.0016614151513870056	0.15319494781442675	0.0034967708073610996	12.0	256.0	1.0
