beta	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
1.2	1.0	2234.0	256.0	-0.876949235864593	0.00477788151642812	1.0301441836790197	0.0016614151513870056	0.15319494781442675	0.0034967708073610996	12.0
