beta	nup	ndn	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
2.4	0.0	36.0	0.0	1234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0
2.4	1.0	35.0	1.0	3234.0	64.0	-6.986793892218256e10	8.214894546735018e9	6.3706368475377815e10	6.88284717813694e9	-6.161570446804738e9	2.5782269720157027e9	24.0
2.4	1.0	35.0	2.0	3235.0	128.0	-6.664988460659215e10	7.041707318391263e9	6.1790454816221756e10	5.740076430337976e9	-4.859429790370379e9	1.8597146938080528e9	24.0
2.4	2.0	34.0	1.0	4234.0	64.0	-0.3405175460161934	0.0070135249996979504	0.156032251548829	0.0034851861570961823	-0.18448529446736436	0.004512606173156238	24.0
2.4	2.0	34.0	2.0	4235.0	128.0	-0.3349847067526729	0.005008948773337386	0.15413855770902063	0.002458532078367102	-0.1808461490436524	0.003255478280520074	24.0
2.4	3.0	33.0	1.0	5234.0	64.0	-0.4651549677290622	0.011400677879703766	0.20312673844236429	0.005430168075340286	-0.2620282292866979	0.00733282193671512	24.0
2.4	3.0	33.0	2.0	5235.0	128.0	-0.4827179074886695	0.007837686519816086	0.21394040321247876	0.003666747450410166	-0.26877750427619074	0.005056319359629101	24.0
2.4	4.0	32.0	1.0	6234.0	64.0	-0.5930503006022302	0.012819845239501085	0.26065717032879737	0.005907294270515205	-0.33239313027343276	0.008301071138293842	24.0
2.4	4.0	32.0	2.0	6235.0	128.0	-0.5917758301161389	0.008445640281350036	0.2596264672961881	0.003711719330813762	-0.3321493628199507	0.005893543989693631	24.0
2.4	5.0	31.0	1.0	7234.0	64.0	-0.7322660644227151	0.013336228095349288	0.3118770917759205	0.0067583232904885136	-0.42038897264679465	0.008222762743571031	24.0
2.4	5.0	31.0	2.0	7235.0	128.0	-0.7348444888914047	0.008595094416216958	0.3151960346778939	0.004154277780023151	-0.4196484542135107	0.005650874159089369	24.0
2.4	6.0	30.0	1.0	8234.0	64.0	-0.8307077838952536	0.013650394508671617	0.35552601763889735	0.005963270498665083	-0.4751817662563564	0.009545535065954973	24.0
2.4	6.0	30.0	2.0	8235.0	128.0	-0.8228752985997215	0.009794929592379997	0.3555260280208973	0.004049987839556531	-0.4673492705788243	0.00694737171438584	24.0
2.4	7.0	29.0	1.0	9234.0	64.0	-0.9141343009328428	0.012328799623721362	0.39525793769176965	0.005829078713231037	-0.5188763632410731	0.008742662670717345	24.0
2.4	7.0	29.0	2.0	9235.0	128.0	-0.9255645390190907	0.00931170278466388	0.3997556377189708	0.004308048616882854	-0.5258089013001198	0.00650294530674395	24.0
2.4	8.0	28.0	1.0	10234.0	64.0	-1.0225546743128533	0.016747141885674312	0.44002509135595397	0.006941541870730951	-0.5825295829568993	0.011640030911977945	24.0
2.4	8.0	28.0	2.0	10235.0	128.0	-1.0117905141688894	0.01174588357995845	0.43028422045543513	0.005102393725376119	-0.5815062937134542	0.008072761452903948	24.0
2.4	9.0	27.0	1.0	11234.0	64.0	-1.0794938144275588	0.016158484046133525	0.45589678071046347	0.006953649650517105	-0.6235970337170953	0.011473919649177548	24.0
2.4	9.0	27.0	2.0	11235.0	128.0	-1.0807612455434794	0.011040428607814026	0.459987654726354	0.004678687411824021	-0.6207735908171258	0.007779167668241765	24.0
2.4	10.0	26.0	1.0	12234.0	64.0	-1.1474736841660298	0.019426515263186263	0.47199607678225547	0.008310766064245129	-0.6754776073837745	0.013942122456538926	24.0
2.4	10.0	26.0	2.0	12235.0	128.0	-1.1395552015397605	0.012349638977856918	0.4762868380807467	0.005593052630619707	-0.6632683634590139	0.00864249941357126	24.0
2.4	11.0	25.0	1.0	13234.0	64.0	-1.1757318890847128	0.016657401698295417	0.49307783152153684	0.007474082825677652	-0.6826540575631755	0.011289863201457324	24.0
2.4	11.0	25.0	2.0	13235.0	128.0	-1.18332279191263	0.011614170806781407	0.492145759181849	0.004839107570273191	-0.6911770327307808	0.008110126270356547	24.0
