beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
2.4	-6.288690075255147e10	5.7036974783146225e10	-5.84992596940524e9	2.499413214813603e9	1+35	1.0
