beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
0.5	-0.7831480389835874	0.624849191375782	-0.15829884760780535	0.0012896968500957198	17+19	0.3058539424610411
