beta	kinetic_per_particle	kinetic_stderr	potential_per_particle	potential_stderr	total_per_particle	total_stderr	time_slices	nsamples	batches
2.4	-1.023414218323939	0.005749423929688912	1.0534049880038383	0.0017576196073492004	0.029990769679899124	0.004580505128217971	24.0	256.0	1.0
