idx	U_label	U	Ntot_target	target_density	beta	T	mu_L8_reference	L8_reference_Ntot	L8_reference_density	mu_probe	mu_label	probe_offset	probe_role	Lx	Ly	dtau	ntherm	nmeasurements	nbins	nupdates	account	out_parent	sid	seed	target_key	tuning_status	source_manifests	job_tag
142	Up5	5.0	18	0.500000000000	2.5	0.400000000000	-3.241906559964	32	0.500000000000	-3.241906559964	m3p241907	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p5_mum3p241907_center	917000142	1907194142	Up5_L6_N018_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p5center
143	Up5	5.0	18	0.500000000000	2.5	0.400000000000	-3.241906559964	32	0.500000000000	-3.221906559964	m3p221907	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p5_mum3p221907_plus_0p02	917000143	1907194143	Up5_L6_N018_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p5plus_0p02
144	Up5	5.0	18	0.500000000000	2.9	0.344827586207	-3.216903770400	32	0.500000000000	-3.236903770400	m3p236904	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p9_mum3p236904_minus_0p02	917000144	1907194144	Up5_L6_N018_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p9minus_0p02
145	Up5	5.0	18	0.500000000000	2.9	0.344827586207	-3.216903770400	32	0.500000000000	-3.216903770400	m3p216904	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p9_mum3p216904_center	917000145	1907194145	Up5_L6_N018_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p9center
146	Up5	5.0	18	0.500000000000	2.9	0.344827586207	-3.216903770400	32	0.500000000000	-3.196903770400	m3p196904	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p9_mum3p196904_plus_0p02	917000146	1907194146	Up5_L6_N018_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p9plus_0p02
147	Up5	5.0	18	0.500000000000	3.3	0.303030303030	-3.201736627570	32	0.500000000000	-3.221736627570	m3p221737	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b3p3_mum3p221737_minus_0p02	917000147	1907194147	Up5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b3p3minus_0p02
148	Up5	5.0	18	0.500000000000	3.3	0.303030303030	-3.201736627570	32	0.500000000000	-3.201736627570	m3p201737	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b3p3_mum3p201737_center	917000148	1907194148	Up5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b3p3center
149	Up5	5.0	18	0.500000000000	3.3	0.303030303030	-3.201736627570	32	0.500000000000	-3.181736627570	m3p181737	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b3p3_mum3p181737_plus_0p02	917000149	1907194149	Up5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b3p3plus_0p02
150	Up5	5.0	18	0.500000000000	4.0	0.250000000000	-3.187048503042	32	0.500000000000	-3.207048503042	m3p207049	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b4p0_mum3p207049_minus_0p02	917000150	1907194150	Up5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b4p0minus_0p02
151	Up5	5.0	18	0.500000000000	4.0	0.250000000000	-3.187048503042	32	0.500000000000	-3.187048503042	m3p187049	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b4p0_mum3p187049_center	917000151	1907194151	Up5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b4p0center
152	Up5	5.0	18	0.500000000000	4.0	0.250000000000	-3.187048503042	32	0.500000000000	-3.167048503042	m3p167049	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b4p0_mum3p167049_plus_0p02	917000152	1907194152	Up5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b4p0plus_0p02
153	Up5	5.0	18	0.500000000000	5.0	0.200000000000	-3.178989277998	32	0.500000000000	-3.198989277998	m3p198989	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b5p0_mum3p198989_minus_0p02	917000153	1907194153	Up5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b5p0minus_0p02
154	Up5	5.0	18	0.500000000000	5.0	0.200000000000	-3.178989277998	32	0.500000000000	-3.178989277998	m3p178989	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b5p0_mum3p178989_center	917000154	1907194154	Up5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b5p0center
155	Up5	5.0	18	0.500000000000	5.0	0.200000000000	-3.178989277998	32	0.500000000000	-3.158989277998	m3p158989	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b5p0_mum3p158989_plus_0p02	917000155	1907194155	Up5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b5p0plus_0p02
156	Up5	5.0	18	0.500000000000	6.7	0.149253731343	-3.172548161098	32	0.500000000000	-3.192548161098	m3p192548	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b6p7_mum3p192548_minus_0p02	917000156	1907194156	Up5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b6p7minus_0p02
157	Up5	5.0	18	0.500000000000	6.7	0.149253731343	-3.172548161098	32	0.500000000000	-3.172548161098	m3p172548	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b6p7_mum3p172548_center	917000157	1907194157	Up5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b6p7center
158	Up5	5.0	18	0.500000000000	6.7	0.149253731343	-3.172548161098	32	0.500000000000	-3.152548161098	m3p152548	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b6p7_mum3p152548_plus_0p02	917000158	1907194158	Up5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b6p7plus_0p02
159	Up5	5.0	18	0.500000000000	10.0	0.100000000000	-3.163074633302	32	0.500000000000	-3.183074633302	m3p183075	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b10p0_mum3p183075_minus_0p02	917000159	1907194159	Up5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b10p0minus_0p02
160	Up5	5.0	18	0.500000000000	10.0	0.100000000000	-3.163074633302	32	0.500000000000	-3.163074633302	m3p163075	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b10p0_mum3p163075_center	917000160	1907194160	Up5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b10p0center
161	Up5	5.0	18	0.500000000000	10.0	0.100000000000	-3.163074633302	32	0.500000000000	-3.143074633302	m3p143075	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b10p0_mum3p143075_plus_0p02	917000161	1907194161	Up5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b10p0plus_0p02
162	Up5	5.0	26	0.722222222222	2.0	0.500000000000	-2.067791692997	46	0.718750000000	-2.087791692997	m2p087792	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p0_mum2p087792_minus_0p02	917000162	1907194162	Up5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p0minus_0p02
163	Up5	5.0	26	0.722222222222	2.0	0.500000000000	-2.067791692997	46	0.718750000000	-2.067791692997	m2p067792	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p0_mum2p067792_center	917000163	1907194163	Up5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p0center
164	Up5	5.0	26	0.722222222222	2.0	0.500000000000	-2.067791692997	46	0.718750000000	-2.047791692997	m2p047792	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p0_mum2p047792_plus_0p02	917000164	1907194164	Up5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p0plus_0p02
165	Up5	5.0	26	0.722222222222	2.2	0.454545454545	-2.047800704269	46	0.718750000000	-2.067800704269	m2p067801	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p2_mum2p067801_minus_0p02	917000165	1907194165	Up5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p2minus_0p02
166	Up5	5.0	26	0.722222222222	2.2	0.454545454545	-2.047800704269	46	0.718750000000	-2.047800704269	m2p047801	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p2_mum2p047801_center	917000166	1907194166	Up5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p2center
167	Up5	5.0	26	0.722222222222	2.2	0.454545454545	-2.047800704269	46	0.718750000000	-2.027800704269	m2p027801	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p2_mum2p027801_plus_0p02	917000167	1907194167	Up5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p2plus_0p02
168	Up5	5.0	26	0.722222222222	2.5	0.400000000000	-2.021798511060	46	0.718750000000	-2.041798511060	m2p041799	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p5_mum2p041799_minus_0p02	917000168	1907194168	Up5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p5minus_0p02
169	Up5	5.0	26	0.722222222222	2.5	0.400000000000	-2.021798511060	46	0.718750000000	-2.021798511060	m2p021799	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p5_mum2p021799_center	917000169	1907194169	Up5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p5center
170	Up5	5.0	26	0.722222222222	2.5	0.400000000000	-2.021798511060	46	0.718750000000	-2.001798511060	m2p001799	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p5_mum2p001799_plus_0p02	917000170	1907194170	Up5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_supplement_N46_b2p0_b2p2_b2p5_ccsd.tsv	muL6Up5N26b2p5plus_0p02
171	Up5	5.0	26	0.722222222222	2.9	0.344827586207	-1.992811704072	46	0.718750000000	-2.012811704072	m2p012812	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p9_mum2p012812_minus_0p02	917000171	1907194171	Up5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b2p9minus_0p02
172	Up5	5.0	26	0.722222222222	2.9	0.344827586207	-1.992811704072	46	0.718750000000	-1.992811704072	m1p992812	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p9_mum1p992812_center	917000172	1907194172	Up5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b2p9center
173	Up5	5.0	26	0.722222222222	2.9	0.344827586207	-1.992811704072	46	0.718750000000	-1.972811704072	m1p972812	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b2p9_mum1p972812_plus_0p02	917000173	1907194173	Up5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b2p9plus_0p02
174	Up5	5.0	26	0.722222222222	3.3	0.303030303030	-1.968804438120	46	0.718750000000	-1.988804438120	m1p988804	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b3p3_mum1p988804_minus_0p02	917000174	1907194174	Up5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b3p3minus_0p02
175	Up5	5.0	26	0.722222222222	3.3	0.303030303030	-1.968804438120	46	0.718750000000	-1.968804438120	m1p968804	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b3p3_mum1p968804_center	917000175	1907194175	Up5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b3p3center
176	Up5	5.0	26	0.722222222222	3.3	0.303030303030	-1.968804438120	46	0.718750000000	-1.948804438120	m1p948804	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b3p3_mum1p948804_plus_0p02	917000176	1907194176	Up5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b3p3plus_0p02
177	Up5	5.0	26	0.722222222222	4.0	0.250000000000	-1.934699818744	46	0.718750000000	-1.954699818744	m1p954700	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b4p0_mum1p954700_minus_0p02	917000177	1907194177	Up5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b4p0minus_0p02
178	Up5	5.0	26	0.722222222222	4.0	0.250000000000	-1.934699818744	46	0.718750000000	-1.934699818744	m1p934700	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b4p0_mum1p934700_center	917000178	1907194178	Up5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b4p0center
179	Up5	5.0	26	0.722222222222	4.0	0.250000000000	-1.934699818744	46	0.718750000000	-1.914699818744	m1p914700	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b4p0_mum1p914700_plus_0p02	917000179	1907194179	Up5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b4p0plus_0p02
180	Up5	5.0	26	0.722222222222	5.0	0.200000000000	-1.894197943649	46	0.718750000000	-1.914197943649	m1p914198	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b5p0_mum1p914198_minus_0p02	917000180	1907194180	Up5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b5p0minus_0p02
181	Up5	5.0	26	0.722222222222	5.0	0.200000000000	-1.894197943649	46	0.718750000000	-1.894197943649	m1p894198	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b5p0_mum1p894198_center	917000181	1907194181	Up5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b5p0center
182	Up5	5.0	26	0.722222222222	5.0	0.200000000000	-1.894197943649	46	0.718750000000	-1.874197943649	m1p874198	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b5p0_mum1p874198_plus_0p02	917000182	1907194182	Up5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b5p0plus_0p02
183	Up5	5.0	26	0.722222222222	6.7	0.149253731343	-1.841785571820	46	0.718750000000	-1.861785571820	m1p861786	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b6p7_mum1p861786_minus_0p02	917000183	1907194183	Up5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b6p7minus_0p02
184	Up5	5.0	26	0.722222222222	6.7	0.149253731343	-1.841785571820	46	0.718750000000	-1.841785571820	m1p841786	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b6p7_mum1p841786_center	917000184	1907194184	Up5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b6p7center
185	Up5	5.0	26	0.722222222222	6.7	0.149253731343	-1.841785571820	46	0.718750000000	-1.821785571820	m1p821786	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot026_n0.722222_b6p7_mum1p821786_plus_0p02	917000185	1907194185	Up5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_Up5_N46_N56_found_mu_20260714_manifests_gce_prod_L8_Up5_N46_N56_found_mu_20260714_all.tsv	muL6Up5N26b6p7plus_0p02
