idx	U_label	U	Ntot_target	target_density	beta	T	mu_L8_reference	L8_reference_Ntot	L8_reference_density	mu_probe	mu_label	probe_offset	probe_role	Lx	Ly	dtau	ntherm	nmeasurements	nbins	nupdates	account	out_parent	sid	seed	target_key	tuning_status	source_manifests	job_tag
97	Up3	3.0	32	0.888888888889	4.0	0.250000000000	-0.599553800400	56	0.875000000000	-0.599553800400	m0p599554	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b4p0_mum0p599554_center	917000097	1907194097	Up3_L6_N032_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b4p0center
98	Up3	3.0	32	0.888888888889	4.0	0.250000000000	-0.599553800400	56	0.875000000000	-0.579553800400	m0p579554	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b4p0_mum0p579554_plus_0p02	917000098	1907194098	Up3_L6_N032_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b4p0plus_0p02
99	Up3	3.0	32	0.888888888889	5.0	0.200000000000	-0.580797041999	56	0.875000000000	-0.600797041999	m0p600797	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b5p0_mum0p600797_minus_0p02	917000099	1907194099	Up3_L6_N032_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b5p0minus_0p02
100	Up3	3.0	32	0.888888888889	5.0	0.200000000000	-0.580797041999	56	0.875000000000	-0.580797041999	m0p580797	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b5p0_mum0p580797_center	917000100	1907194100	Up3_L6_N032_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b5p0center
101	Up3	3.0	32	0.888888888889	5.0	0.200000000000	-0.580797041999	56	0.875000000000	-0.560797041999	m0p560797	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b5p0_mum0p560797_plus_0p02	917000101	1907194101	Up3_L6_N032_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b5p0plus_0p02
102	Up3	3.0	32	0.888888888889	6.7	0.149253731343	-0.558573688064	56	0.875000000000	-0.578573688064	m0p578574	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b6p7_mum0p578574_minus_0p02	917000102	1907194102	Up3_L6_N032_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b6p7minus_0p02
103	Up3	3.0	32	0.888888888889	6.7	0.149253731343	-0.558573688064	56	0.875000000000	-0.558573688064	m0p558574	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b6p7_mum0p558574_center	917000103	1907194103	Up3_L6_N032_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b6p7center
104	Up3	3.0	32	0.888888888889	6.7	0.149253731343	-0.558573688064	56	0.875000000000	-0.538573688064	m0p538574	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b6p7_mum0p538574_plus_0p02	917000104	1907194104	Up3_L6_N032_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b6p7plus_0p02
105	Up3	3.0	32	0.888888888889	10.0	0.100000000000	-0.530637387950	56	0.875000000000	-0.550637387950	m0p550637	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b10p0_mum0p550637_minus_0p02	917000105	1907194105	Up3_L6_N032_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b10p0minus_0p02
106	Up3	3.0	32	0.888888888889	10.0	0.100000000000	-0.530637387950	56	0.875000000000	-0.530637387950	m0p530637	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b10p0_mum0p530637_center	917000106	1907194106	Up3_L6_N032_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b10p0center
107	Up3	3.0	32	0.888888888889	10.0	0.100000000000	-0.530637387950	56	0.875000000000	-0.510637387950	m0p510637	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up3/Ntot032_n0.888889_b10p0_mum0p510637_plus_0p02	917000107	1907194107	Up3_L6_N032_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Up3_three_density_beta20_20260713_manifests_gce_prod_L8_Up3_spinHS_20260713_all.tsv	muL6Up3N32b10p0plus_0p02
108	Up5	5.0	12	0.333333333333	2.0	0.500000000000	-4.216651990574	22	0.343750000000	-4.236651990574	m4p236652	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p0_mum4p236652_minus_0p02	917000108	1907194108	Up5_L6_N012_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p0minus_0p02
109	Up5	5.0	12	0.333333333333	2.0	0.500000000000	-4.216651990574	22	0.343750000000	-4.216651990574	m4p216652	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p0_mum4p216652_center	917000109	1907194109	Up5_L6_N012_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p0center
110	Up5	5.0	12	0.333333333333	2.0	0.500000000000	-4.216651990574	22	0.343750000000	-4.196651990574	m4p196652	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p0_mum4p196652_plus_0p02	917000110	1907194110	Up5_L6_N012_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p0plus_0p02
111	Up5	5.0	12	0.333333333333	2.2	0.454545454545	-4.188887152235	22	0.343750000000	-4.208887152235	m4p208887	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p2_mum4p208887_minus_0p02	917000111	1907194111	Up5_L6_N012_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p2minus_0p02
112	Up5	5.0	12	0.333333333333	2.2	0.454545454545	-4.188887152235	22	0.343750000000	-4.188887152235	m4p188887	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p2_mum4p188887_center	917000112	1907194112	Up5_L6_N012_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p2center
113	Up5	5.0	12	0.333333333333	2.2	0.454545454545	-4.188887152235	22	0.343750000000	-4.168887152235	m4p168887	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p2_mum4p168887_plus_0p02	917000113	1907194113	Up5_L6_N012_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p2plus_0p02
114	Up5	5.0	12	0.333333333333	2.5	0.400000000000	-4.157155960421	22	0.343750000000	-4.177155960421	m4p177156	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p5_mum4p177156_minus_0p02	917000114	1907194114	Up5_L6_N012_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p5minus_0p02
115	Up5	5.0	12	0.333333333333	2.5	0.400000000000	-4.157155960421	22	0.343750000000	-4.157155960421	m4p157156	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p5_mum4p157156_center	917000115	1907194115	Up5_L6_N012_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p5center
116	Up5	5.0	12	0.333333333333	2.5	0.400000000000	-4.157155960421	22	0.343750000000	-4.137155960421	m4p137156	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p5_mum4p137156_plus_0p02	917000116	1907194116	Up5_L6_N012_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p5plus_0p02
117	Up5	5.0	12	0.333333333333	2.9	0.344827586207	-4.125489175792	22	0.343750000000	-4.145489175792	m4p145489	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p9_mum4p145489_minus_0p02	917000117	1907194117	Up5_L6_N012_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p9minus_0p02
118	Up5	5.0	12	0.333333333333	2.9	0.344827586207	-4.125489175792	22	0.343750000000	-4.125489175792	m4p125489	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p9_mum4p125489_center	917000118	1907194118	Up5_L6_N012_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p9center
119	Up5	5.0	12	0.333333333333	2.9	0.344827586207	-4.125489175792	22	0.343750000000	-4.105489175792	m4p105489	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b2p9_mum4p105489_plus_0p02	917000119	1907194119	Up5_L6_N012_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b2p9plus_0p02
120	Up5	5.0	12	0.333333333333	3.3	0.303030303030	-4.101248094793	22	0.343750000000	-4.121248094793	m4p121248	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b3p3_mum4p121248_minus_0p02	917000120	1907194120	Up5_L6_N012_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b3p3minus_0p02
121	Up5	5.0	12	0.333333333333	3.3	0.303030303030	-4.101248094793	22	0.343750000000	-4.101248094793	m4p101248	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b3p3_mum4p101248_center	917000121	1907194121	Up5_L6_N012_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b3p3center
122	Up5	5.0	12	0.333333333333	3.3	0.303030303030	-4.101248094793	22	0.343750000000	-4.081248094793	m4p081248	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b3p3_mum4p081248_plus_0p02	917000122	1907194122	Up5_L6_N012_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b3p3plus_0p02
123	Up5	5.0	12	0.333333333333	4.0	0.250000000000	-4.068318573186	22	0.343750000000	-4.088318573186	m4p088319	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b4p0_mum4p088319_minus_0p02	917000123	1907194123	Up5_L6_N012_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b4p0minus_0p02
124	Up5	5.0	12	0.333333333333	4.0	0.250000000000	-4.068318573186	22	0.343750000000	-4.068318573186	m4p068319	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b4p0_mum4p068319_center	917000124	1907194124	Up5_L6_N012_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b4p0center
125	Up5	5.0	12	0.333333333333	4.0	0.250000000000	-4.068318573186	22	0.343750000000	-4.048318573186	m4p048319	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b4p0_mum4p048319_plus_0p02	917000125	1907194125	Up5_L6_N012_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b4p0plus_0p02
126	Up5	5.0	12	0.333333333333	5.0	0.200000000000	-4.034260343227	22	0.343750000000	-4.054260343227	m4p054260	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b5p0_mum4p054260_minus_0p02	917000126	1907194126	Up5_L6_N012_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b5p0minus_0p02
127	Up5	5.0	12	0.333333333333	5.0	0.200000000000	-4.034260343227	22	0.343750000000	-4.034260343227	m4p034260	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b5p0_mum4p034260_center	917000127	1907194127	Up5_L6_N012_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b5p0center
128	Up5	5.0	12	0.333333333333	5.0	0.200000000000	-4.034260343227	22	0.343750000000	-4.014260343227	m4p014260	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b5p0_mum4p014260_plus_0p02	917000128	1907194128	Up5_L6_N012_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b5p0plus_0p02
129	Up5	5.0	12	0.333333333333	6.7	0.149253731343	-4.000289541544	22	0.343750000000	-4.020289541544	m4p020290	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b6p7_mum4p020290_minus_0p02	917000129	1907194129	Up5_L6_N012_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b6p7minus_0p02
130	Up5	5.0	12	0.333333333333	6.7	0.149253731343	-4.000289541544	22	0.343750000000	-4.000289541544	m4p000290	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b6p7_mum4p000290_center	917000130	1907194130	Up5_L6_N012_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b6p7center
131	Up5	5.0	12	0.333333333333	6.7	0.149253731343	-4.000289541544	22	0.343750000000	-3.980289541544	m3p980290	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b6p7_mum3p980290_plus_0p02	917000131	1907194131	Up5_L6_N012_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b6p7plus_0p02
132	Up5	5.0	12	0.333333333333	10.0	0.100000000000	-3.978505973158	22	0.343750000000	-3.998505973158	m3p998506	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b10p0_mum3p998506_minus_0p02	917000132	1907194132	Up5_L6_N012_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b10p0minus_0p02
133	Up5	5.0	12	0.333333333333	10.0	0.100000000000	-3.978505973158	22	0.343750000000	-3.978505973158	m3p978506	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b10p0_mum3p978506_center	917000133	1907194133	Up5_L6_N012_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b10p0center
134	Up5	5.0	12	0.333333333333	10.0	0.100000000000	-3.978505973158	22	0.343750000000	-3.958505973158	m3p958506	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot012_n0.333333_b10p0_mum3p958506_plus_0p02	917000134	1907194134	Up5_L6_N012_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N12b10p0plus_0p02
135	Up5	5.0	18	0.500000000000	2.0	0.500000000000	-3.294714508400	32	0.500000000000	-3.314714508400	m3p314715	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p0_mum3p314715_minus_0p02	917000135	1907194135	Up5_L6_N018_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_Up5_N32_b2p0_ccsd.tsv	muL6Up5N18b2p0minus_0p02
136	Up5	5.0	18	0.500000000000	2.0	0.500000000000	-3.294714508400	32	0.500000000000	-3.294714508400	m3p294715	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p0_mum3p294715_center	917000136	1907194136	Up5_L6_N018_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_Up5_N32_b2p0_ccsd.tsv	muL6Up5N18b2p0center
137	Up5	5.0	18	0.500000000000	2.0	0.500000000000	-3.294714508400	32	0.500000000000	-3.274714508400	m3p274715	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p0_mum3p274715_plus_0p02	917000137	1907194137	Up5_L6_N018_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_Up5_N32_b2p0_ccsd.tsv	muL6Up5N18b2p0plus_0p02
138	Up5	5.0	18	0.500000000000	2.2	0.454545454545	-3.269791488526	32	0.500000000000	-3.289791488526	m3p289791	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p2_mum3p289791_minus_0p02	917000138	1907194138	Up5_L6_N018_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p2minus_0p02
139	Up5	5.0	18	0.500000000000	2.2	0.454545454545	-3.269791488526	32	0.500000000000	-3.269791488526	m3p269791	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p2_mum3p269791_center	917000139	1907194139	Up5_L6_N018_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p2center
140	Up5	5.0	18	0.500000000000	2.2	0.454545454545	-3.269791488526	32	0.500000000000	-3.249791488526	m3p249791	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p2_mum3p249791_plus_0p02	917000140	1907194140	Up5_L6_N018_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p2plus_0p02
141	Up5	5.0	18	0.500000000000	2.5	0.400000000000	-3.241906559964	32	0.500000000000	-3.261906559964	m3p261907	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/spinHS/Up5/Ntot018_n0.500000_b2p5_mum3p261907_minus_0p02	917000141	1907194141	Up5_L6_N018_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_spinHS_20260713_all.tsv	muL6Up5N18b2p5minus_0p02
