idx	stage	U_label	U	beta	target_T	actual_T	Ltau	Ntot	Nup	Ndn	density	account	job_tag	outdir	seed	nwarmups	max_batches	batch_nsamples	measure_interval	cluster_size	Lx	Ly	dtau	expected_ranks	phase_reweighted	force_symmetry
0	smoke	Um3	-3.0	0.2	5.000000000000	5.000000000000	2	2	1	1	0.500000000000	ccsd	smokeCeL6Um3	/home/9pm/nUHubbard/runs/ce_gce_eqtime_L6_thermometry_20260719_smoke/ce/Um3	1900000000	1	2	1	1	4	2	2	0.1	2	false	driver_default
1	smoke	Up3	3.0	0.2	5.000000000000	5.000000000000	2	2	1	1	0.500000000000	ccsd	smokeCeL6Up3	/home/9pm/nUHubbard/runs/ce_gce_eqtime_L6_thermometry_20260719_smoke/ce/Up3	1900000001	1	2	1	1	4	2	2	0.1	2	true	false
