idx	U_label	U	Ntot_target	target_density	beta	T	mu_L8_reference	L8_reference_Ntot	L8_reference_density	mu_probe	mu_label	probe_offset	probe_role	Lx	Ly	dtau	ntherm	nmeasurements	nbins	nupdates	account	out_parent	sid	seed	target_key	tuning_status	source_manifests	job_tag
40	Um5	-5.0	18	0.500000000000	2.9	0.344827586207	-0.720134836299	32	0.500000000000	-0.720134836299	m0p720135	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b2p9_mum0p720135_center	916000040	1907193040	Um5_L6_N018_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b2p9center
41	Um5	-5.0	18	0.500000000000	2.9	0.344827586207	-0.720134836299	32	0.500000000000	-0.700134836299	m0p700135	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b2p9_mum0p700135_plus_0p02	916000041	1907193041	Um5_L6_N018_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b2p9plus_0p02
42	Um5	-5.0	18	0.500000000000	3.3	0.303030303030	-0.705852162058	32	0.500000000000	-0.725852162058	m0p725852	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b3p3_mum0p725852_minus_0p02	916000042	1907193042	Um5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b3p3minus_0p02
43	Um5	-5.0	18	0.500000000000	3.3	0.303030303030	-0.705852162058	32	0.500000000000	-0.705852162058	m0p705852	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b3p3_mum0p705852_center	916000043	1907193043	Um5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b3p3center
44	Um5	-5.0	18	0.500000000000	3.3	0.303030303030	-0.705852162058	32	0.500000000000	-0.685852162058	m0p685852	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b3p3_mum0p685852_plus_0p02	916000044	1907193044	Um5_L6_N018_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b3p3plus_0p02
45	Um5	-5.0	18	0.500000000000	4.0	0.250000000000	-0.692002472583	32	0.500000000000	-0.712002472583	m0p712002	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b4p0_mum0p712002_minus_0p02	916000045	1907193045	Um5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b4p0minus_0p02
46	Um5	-5.0	18	0.500000000000	4.0	0.250000000000	-0.692002472583	32	0.500000000000	-0.692002472583	m0p692002	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b4p0_mum0p692002_center	916000046	1907193046	Um5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b4p0center
47	Um5	-5.0	18	0.500000000000	4.0	0.250000000000	-0.692002472583	32	0.500000000000	-0.672002472583	m0p672002	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b4p0_mum0p672002_plus_0p02	916000047	1907193047	Um5_L6_N018_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b4p0plus_0p02
48	Um5	-5.0	18	0.500000000000	5.0	0.200000000000	-0.687412791970	32	0.500000000000	-0.707412791970	m0p707413	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b5p0_mum0p707413_minus_0p02	916000048	1907193048	Um5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b5p0minus_0p02
49	Um5	-5.0	18	0.500000000000	5.0	0.200000000000	-0.687412791970	32	0.500000000000	-0.687412791970	m0p687413	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b5p0_mum0p687413_center	916000049	1907193049	Um5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b5p0center
50	Um5	-5.0	18	0.500000000000	5.0	0.200000000000	-0.687412791970	32	0.500000000000	-0.667412791970	m0p667413	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b5p0_mum0p667413_plus_0p02	916000050	1907193050	Um5_L6_N018_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b5p0plus_0p02
51	Um5	-5.0	18	0.500000000000	6.7	0.149253731343	-0.687498702279	32	0.500000000000	-0.707498702279	m0p707499	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b6p7_mum0p707499_minus_0p02	916000051	1907193051	Um5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b6p7minus_0p02
52	Um5	-5.0	18	0.500000000000	6.7	0.149253731343	-0.687498702279	32	0.500000000000	-0.687498702279	m0p687499	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b6p7_mum0p687499_center	916000052	1907193052	Um5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b6p7center
53	Um5	-5.0	18	0.500000000000	6.7	0.149253731343	-0.687498702279	32	0.500000000000	-0.667498702279	m0p667499	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b6p7_mum0p667499_plus_0p02	916000053	1907193053	Um5_L6_N018_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b6p7plus_0p02
54	Um5	-5.0	18	0.500000000000	10.0	0.100000000000	-0.688767069484	32	0.500000000000	-0.708767069484	m0p708767	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b10p0_mum0p708767_minus_0p02	916000054	1907193054	Um5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b10p0minus_0p02
55	Um5	-5.0	18	0.500000000000	10.0	0.100000000000	-0.688767069484	32	0.500000000000	-0.688767069484	m0p688767	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b10p0_mum0p688767_center	916000055	1907193055	Um5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b10p0center
56	Um5	-5.0	18	0.500000000000	10.0	0.100000000000	-0.688767069484	32	0.500000000000	-0.668767069484	m0p668767	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b10p0_mum0p668767_plus_0p02	916000056	1907193056	Um5_L6_N018_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_N32_beta_grid_20260710_manifests_gce_prod_L8_Um5_N32_all.tsv	muL6Um5N18b10p0plus_0p02
57	Um5	-5.0	18	0.500000000000	20.0	0.050000000000	-0.688283521957	32	0.500000000000	-0.708283521957	m0p708284	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b20p0_mum0p708284_minus_0p02	916000057	1907193057	Um5_L6_N018_b20p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_three_density_beta20_20260712_manifests_gce_prod_L8_Um5_three_density_all.tsv	muL6Um5N18b20p0minus_0p02
58	Um5	-5.0	18	0.500000000000	20.0	0.050000000000	-0.688283521957	32	0.500000000000	-0.688283521957	m0p688284	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b20p0_mum0p688284_center	916000058	1907193058	Um5_L6_N018_b20p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_three_density_beta20_20260712_manifests_gce_prod_L8_Um5_three_density_all.tsv	muL6Um5N18b20p0center
59	Um5	-5.0	18	0.500000000000	20.0	0.050000000000	-0.688283521957	32	0.500000000000	-0.668283521957	m0p668284	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot018_n0.500000_b20p0_mum0p668284_plus_0p02	916000059	1907193059	Um5_L6_N018_b20p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_ce_gce_eqtime_L8_Um5_three_density_beta20_20260712_manifests_gce_prod_L8_Um5_three_density_all.tsv	muL6Um5N18b20p0plus_0p02
60	Um5	-5.0	26	0.722222222222	2.0	0.500000000000	-0.414854954262	46	0.718750000000	-0.434854954262	m0p434855	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p0_mum0p434855_minus_0p02	916000060	1907193060	Um5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p0minus_0p02
61	Um5	-5.0	26	0.722222222222	2.0	0.500000000000	-0.414854954262	46	0.718750000000	-0.414854954262	m0p414855	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p0_mum0p414855_center	916000061	1907193061	Um5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p0center
62	Um5	-5.0	26	0.722222222222	2.0	0.500000000000	-0.414854954262	46	0.718750000000	-0.394854954262	m0p394855	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p0_mum0p394855_plus_0p02	916000062	1907193062	Um5_L6_N026_b2p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p0plus_0p02
63	Um5	-5.0	26	0.722222222222	2.2	0.454545454545	-0.403129078052	46	0.718750000000	-0.423129078052	m0p423129	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p2_mum0p423129_minus_0p02	916000063	1907193063	Um5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p2minus_0p02
64	Um5	-5.0	26	0.722222222222	2.2	0.454545454545	-0.403129078052	46	0.718750000000	-0.403129078052	m0p403129	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p2_mum0p403129_center	916000064	1907193064	Um5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p2center
65	Um5	-5.0	26	0.722222222222	2.2	0.454545454545	-0.403129078052	46	0.718750000000	-0.383129078052	m0p383129	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p2_mum0p383129_plus_0p02	916000065	1907193065	Um5_L6_N026_b2p2	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p2plus_0p02
66	Um5	-5.0	26	0.722222222222	2.5	0.400000000000	-0.389565237587	46	0.718750000000	-0.409565237587	m0p409565	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p5_mum0p409565_minus_0p02	916000066	1907193066	Um5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p5minus_0p02
67	Um5	-5.0	26	0.722222222222	2.5	0.400000000000	-0.389565237587	46	0.718750000000	-0.389565237587	m0p389565	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p5_mum0p389565_center	916000067	1907193067	Um5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p5center
68	Um5	-5.0	26	0.722222222222	2.5	0.400000000000	-0.389565237587	46	0.718750000000	-0.369565237587	m0p369565	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p5_mum0p369565_plus_0p02	916000068	1907193068	Um5_L6_N026_b2p5	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p5plus_0p02
69	Um5	-5.0	26	0.722222222222	2.9	0.344827586207	-0.375839176292	46	0.718750000000	-0.395839176292	m0p395839	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p9_mum0p395839_minus_0p02	916000069	1907193069	Um5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p9minus_0p02
70	Um5	-5.0	26	0.722222222222	2.9	0.344827586207	-0.375839176292	46	0.718750000000	-0.375839176292	m0p375839	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p9_mum0p375839_center	916000070	1907193070	Um5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p9center
71	Um5	-5.0	26	0.722222222222	2.9	0.344827586207	-0.375839176292	46	0.718750000000	-0.355839176292	m0p355839	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b2p9_mum0p355839_plus_0p02	916000071	1907193071	Um5_L6_N026_b2p9	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b2p9plus_0p02
72	Um5	-5.0	26	0.722222222222	3.3	0.303030303030	-0.366593584863	46	0.718750000000	-0.386593584863	m0p386594	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b3p3_mum0p386594_minus_0p02	916000072	1907193072	Um5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b3p3minus_0p02
73	Um5	-5.0	26	0.722222222222	3.3	0.303030303030	-0.366593584863	46	0.718750000000	-0.366593584863	m0p366594	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b3p3_mum0p366594_center	916000073	1907193073	Um5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b3p3center
74	Um5	-5.0	26	0.722222222222	3.3	0.303030303030	-0.366593584863	46	0.718750000000	-0.346593584863	m0p346594	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b3p3_mum0p346594_plus_0p02	916000074	1907193074	Um5_L6_N026_b3p3	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b3p3plus_0p02
75	Um5	-5.0	26	0.722222222222	4.0	0.250000000000	-0.356865956269	46	0.718750000000	-0.376865956269	m0p376866	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b4p0_mum0p376866_minus_0p02	916000075	1907193075	Um5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b4p0minus_0p02
76	Um5	-5.0	26	0.722222222222	4.0	0.250000000000	-0.356865956269	46	0.718750000000	-0.356865956269	m0p356866	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b4p0_mum0p356866_center	916000076	1907193076	Um5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b4p0center
77	Um5	-5.0	26	0.722222222222	4.0	0.250000000000	-0.356865956269	46	0.718750000000	-0.336865956269	m0p336866	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b4p0_mum0p336866_plus_0p02	916000077	1907193077	Um5_L6_N026_b4p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b4p0plus_0p02
78	Um5	-5.0	26	0.722222222222	5.0	0.200000000000	-0.351101333972	46	0.718750000000	-0.371101333972	m0p371101	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b5p0_mum0p371101_minus_0p02	916000078	1907193078	Um5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b5p0minus_0p02
79	Um5	-5.0	26	0.722222222222	5.0	0.200000000000	-0.351101333972	46	0.718750000000	-0.351101333972	m0p351101	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b5p0_mum0p351101_center	916000079	1907193079	Um5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b5p0center
80	Um5	-5.0	26	0.722222222222	5.0	0.200000000000	-0.351101333972	46	0.718750000000	-0.331101333972	m0p331101	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b5p0_mum0p331101_plus_0p02	916000080	1907193080	Um5_L6_N026_b5p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b5p0plus_0p02
81	Um5	-5.0	26	0.722222222222	6.7	0.149253731343	-0.347327883510	46	0.718750000000	-0.367327883510	m0p367328	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b6p7_mum0p367328_minus_0p02	916000081	1907193081	Um5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b6p7minus_0p02
82	Um5	-5.0	26	0.722222222222	6.7	0.149253731343	-0.347327883510	46	0.718750000000	-0.347327883510	m0p347328	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b6p7_mum0p347328_center	916000082	1907193082	Um5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b6p7center
83	Um5	-5.0	26	0.722222222222	6.7	0.149253731343	-0.347327883510	46	0.718750000000	-0.327327883510	m0p327328	0.02	plus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b6p7_mum0p327328_plus_0p02	916000083	1907193083	Um5_L6_N026_b6p7	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b6p7plus_0p02
84	Um5	-5.0	26	0.722222222222	10.0	0.100000000000	-0.345549894879	46	0.718750000000	-0.365549894879	m0p365550	-0.02	minus_0p02	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b10p0_mum0p365550_minus_0p02	916000084	1907193084	Um5_L6_N026_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b10p0minus_0p02
85	Um5	-5.0	26	0.722222222222	10.0	0.100000000000	-0.345549894879	46	0.718750000000	-0.345549894879	m0p345550	0.00	center	6	6	0.1	2000	10000	20	3	ccsd	/home/9pm/nUHubbard/runs/gce_mu_L6_L8seed_20260719/attractive/Um5/Ntot026_n0.722222_b10p0_mum0p345550_center	916000085	1907193085	Um5_L6_N026_b10p0	initial_L8_seed_pm0p02	scripts_interacting_qmc_ed_gce_prod_L8_found_mu_N46_allU_Up5small_beta_le10_20260713_manifests_gce_prod_L8_found_mu_attractive_20260713_all.tsv	muL6Um5N26b10p0center
