idx	stage	U_label	U	beta	target_T	actual_T	Ltau	Ntot	Nup	Ndn	density	account	job_tag	outdir	seed	nwarmups	max_batches	batch_nsamples	measure_interval	cluster_size	Lx	Ly	dtau	expected_ranks	phase_reweighted	force_symmetry
59	attractive	Um3	-3.0	4.0	0.250000000000	0.250000000000	40	26	13	13	0.722222222222	ccsd	ceL6Um3N26b4p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot026_n0.722222_b4p0_T0.250000_Nup013_Ndn013_r32_w5000_m50000_seed1907190059	1907190059	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
60	attractive	Um3	-3.0	5.0	0.200000000000	0.200000000000	50	26	13	13	0.722222222222	ccsd	ceL6Um3N26b5p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot026_n0.722222_b5p0_T0.200000_Nup013_Ndn013_r32_w5000_m50000_seed1907190060	1907190060	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
61	attractive	Um3	-3.0	6.7	0.149253731343	0.149253731343	67	26	13	13	0.722222222222	ccsd	ceL6Um3N26b6p7	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot026_n0.722222_b6p7_T0.149254_Nup013_Ndn013_r32_w5000_m50000_seed1907190061	1907190061	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
62	attractive	Um3	-3.0	10.0	0.100000000000	0.100000000000	100	26	13	13	0.722222222222	ccsd	ceL6Um3N26b10p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot026_n0.722222_b10p0_T0.100000_Nup013_Ndn013_r32_w5000_m50000_seed1907190062	1907190062	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
63	attractive	Um3	-3.0	2.0	0.500000000000	0.500000000000	20	32	16	16	0.888888888889	ccsd	ceL6Um3N32b2p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b2p0_T0.500000_Nup016_Ndn016_r32_w5000_m50000_seed1907190063	1907190063	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
64	attractive	Um3	-3.0	2.2	0.454545454545	0.454545454545	22	32	16	16	0.888888888889	ccsd	ceL6Um3N32b2p2	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b2p2_T0.454545_Nup016_Ndn016_r32_w5000_m50000_seed1907190064	1907190064	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
65	attractive	Um3	-3.0	2.5	0.400000000000	0.400000000000	25	32	16	16	0.888888888889	ccsd	ceL6Um3N32b2p5	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b2p5_T0.400000_Nup016_Ndn016_r32_w5000_m50000_seed1907190065	1907190065	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
66	attractive	Um3	-3.0	2.9	0.344827586207	0.344827586207	29	32	16	16	0.888888888889	ccsd	ceL6Um3N32b2p9	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b2p9_T0.344828_Nup016_Ndn016_r32_w5000_m50000_seed1907190066	1907190066	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
67	attractive	Um3	-3.0	3.3	0.303030303030	0.303030303030	33	32	16	16	0.888888888889	ccsd	ceL6Um3N32b3p3	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b3p3_T0.303030_Nup016_Ndn016_r32_w5000_m50000_seed1907190067	1907190067	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
68	attractive	Um3	-3.0	4.0	0.250000000000	0.250000000000	40	32	16	16	0.888888888889	ccsd	ceL6Um3N32b4p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b4p0_T0.250000_Nup016_Ndn016_r32_w5000_m50000_seed1907190068	1907190068	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
69	attractive	Um3	-3.0	5.0	0.200000000000	0.200000000000	50	32	16	16	0.888888888889	ccsd	ceL6Um3N32b5p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b5p0_T0.200000_Nup016_Ndn016_r32_w5000_m50000_seed1907190069	1907190069	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
70	attractive	Um3	-3.0	6.7	0.149253731343	0.149253731343	67	32	16	16	0.888888888889	ccsd	ceL6Um3N32b6p7	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b6p7_T0.149254_Nup016_Ndn016_r32_w5000_m50000_seed1907190070	1907190070	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
71	attractive	Um3	-3.0	10.0	0.100000000000	0.100000000000	100	32	16	16	0.888888888889	ccsd	ceL6Um3N32b10p0	/home/9pm/nUHubbard/runs/ce_eqtime_L6_thermometry_20260719/attractive/Um3/Ntot032_n0.888889_b10p0_T0.100000_Nup016_Ndn016_r32_w5000_m50000_seed1907190071	1907190071	5000	50000	1	3	36	6	6	0.1	32	false	driver_default
