beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical
1.000000	1.000000000000	49	25	0.064749774116	25.000000000000	-1.057794727388	-1.069042092581
2.000000	0.500000000000	49	25	0.050943482473	25.000000000000	-1.291773842811	-1.298903101097
3.000000	0.333333333333	49	25	0.045478507059	25.000000000000	-1.355930284508	-1.360487820418
4.000000	0.250000000000	49	25	0.041234382268	25.000000000000	-1.380520140506	-1.383350567958
5.000000	0.200000000000	49	25	0.037183710484	25.000000000000	-1.391601676011	-1.393305593044
6.000000	0.166666666667	49	25	0.033348939438	25.000000000000	-1.397043129734	-1.398050926265
7.000000	0.142857142857	49	25	0.029877968676	25.000000000000	-1.399862799905	-1.400454403047
8.000000	0.125000000000	49	25	0.026841455962	25.000000000000	-1.401379591895	-1.401726356873
9.000000	0.111111111111	49	25	0.024234746762	25.000000000000	-1.402218230056	-1.402421832829
10.000000	0.100000000000	49	25	0.022013934246	25.000000000000	-1.402691599923	-1.402811526490
11.000000	0.090909090909	49	25	0.020122645201	25.000000000000	-1.402963027998	-1.403033925142
12.000000	0.083333333333	49	25	0.018505876787	25.000000000000	-1.403120540665	-1.403162602390
13.000000	0.076923076923	49	25	0.017115461506	25.000000000000	-1.403212786887	-1.403237821732
14.000000	0.071428571429	49	25	0.015911300956	25.000000000000	-1.403267189179	-1.403282131546
15.000000	0.066666666667	49	25	0.014860809650	25.000000000000	-1.403299445440	-1.403308385229
16.000000	0.062500000000	49	25	0.013937775769	25.000000000000	-1.403318650129	-1.403324009355
17.000000	0.058823529412	49	25	0.013121164677	25.000000000000	-1.403330121037	-1.403333339135
18.000000	0.055555555556	49	25	0.012394060633	25.000000000000	-1.403336989904	-1.403338924978
19.000000	0.052631578947	49	25	0.011742796060	25.000000000000	-1.403341111280	-1.403342276200
20.000000	0.050000000000	49	25	0.011156259624	25.000000000000	-1.403343588109	-1.403344290069
21.000000	0.047619047619	49	25	0.010625355589	25.000000000000	-1.403345078546	-1.403345501874
22.000000	0.045454545455	49	25	0.010142584372	25.000000000000	-1.403345976371	-1.403346231838
23.000000	0.043478260870	49	25	0.009701717631	25.000000000000	-1.403346517685	-1.403346671940
24.000000	0.041666666667	49	25	0.009297546066	25.000000000000	-1.403346844288	-1.403346937474
