beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical	entropy_per_particle_grand_canonical	entropy_per_particle_canonical
1.000000	1.000000000000	49	25	0.064749774116	25.000000000000	0.157553874643	0.159326951279	0.936953734640	0.847957927026
2.000000	0.500000000000	49	25	0.050943482473	25.000000000000	0.200218143932	0.202758187197	0.614083622435	0.531133075499
3.000000	0.333333333333	49	25	0.045478507059	25.000000000000	0.224160711763	0.229265029982	0.459300796479	0.382688636614
4.000000	0.250000000000	49	25	0.041234382268	25.000000000000	0.246963197143	0.257024776155	0.374960032372	0.304335601564
5.000000	0.200000000000	49	25	0.037183710484	25.000000000000	0.273470446944	0.289949830055	0.325773065965	0.260174987507
6.000000	0.166666666667	49	25	0.033348939438	25.000000000000	0.304484723816	0.327839377978	0.296150501691	0.234352059796
7.000000	0.142857142857	49	25	0.029877968676	25.000000000000	0.339468295689	0.369577792768	0.277970942030	0.218859623846
8.000000	0.125000000000	49	25	0.026841455962	25.000000000000	0.377562355545	0.414083437614	0.266670891811	0.209384993972
9.000000	0.111111111111	49	25	0.024234746762	25.000000000000	0.417946329376	0.460511108343	0.259582818338	0.203507416801
10.000000	0.100000000000	49	25	0.022013934246	25.000000000000	0.459951335686	0.508248536661	0.255107890537	0.199823692841
11.000000	0.090909090909	49	25	0.020122645201	25.000000000000	0.503074337826	0.556867659245	0.252270257704	0.197498702715
12.000000	0.083333333333	49	25	0.018505876787	25.000000000000	0.546954701468	0.606075110561	0.250465902008	0.196024689776
13.000000	0.076923076923	49	25	0.017115461506	25.000000000000	0.591341619159	0.655672417324	0.249316887286	0.195087769876
14.000000	0.071428571429	49	25	0.015911300956	25.000000000000	0.636064150751	0.705526557347	0.248584825488	0.194491520221
15.000000	0.066666666667	49	25	0.014860809650	25.000000000000	0.681007417085	0.755549035784	0.248118502090	0.194111976242
16.000000	0.062500000000	49	25	0.013937775769	25.000000000000	0.726095004823	0.805681347817	0.247821652701	0.193870472528
17.000000	0.058823529412	49	25	0.013121164677	25.000000000000	0.771276487274	0.855885026668	0.247632871826	0.193716929112
18.000000	0.055555555556	49	25	0.012394060633	25.000000000000	0.816518797822	0.906134903982	0.247512958273	0.193619414060
19.000000	0.052631578947	49	25	0.011742796060	25.000000000000	0.861800368110	0.956414585000	0.247436887195	0.193557558261
20.000000	0.050000000000	49	25	0.011156259624	25.000000000000	0.907107193492	1.006713432866	0.247388693524	0.193518372798
21.000000	0.047619047619	49	25	0.010625355589	25.000000000000	0.952430216588	1.057024571595	0.247358202299	0.193493581795
22.000000	0.045454545455	49	25	0.010142584372	25.000000000000	0.997763600229	1.107343571132	0.247338936784	0.193477918241
23.000000	0.043478260870	49	25	0.009701717631	25.000000000000	1.043103594438	1.157667585964	0.247326779939	0.193468034424
24.000000	0.041666666667	49	25	0.009297546066	25.000000000000	1.088447796989	1.207994793456	0.247319118448	0.193461805492
25.000000	0.040000000000	49	25	0.008925682896	25.000000000000	1.133794673024	1.258324029143	0.247314295884	0.193457884678
26.000000	0.038461538462	49	25	0.008582409877	25.000000000000	1.179143244208	1.308654550807	0.247311263834	0.193455419585
27.000000	0.037037037037	49	25	0.008264555931	25.000000000000	1.224492888296	1.358985886398	0.247309359648	0.193453871462
28.000000	0.035714285714	49	25	0.007969400852	25.000000000000	1.269843210329	1.409317736285	0.247308165058	0.193452900249
29.000000	0.034482758621	49	25	0.007694598384	25.000000000000	1.315193960077	1.459649910643	0.247307416398	0.193452291581
30.000000	0.033333333333	49	25	0.007438114379	25.000000000000	1.360544979280	1.509982289409	0.247306947663	0.193451910496
31.000000	0.032258064516	49	25	0.007198176732	25.000000000000	1.405896168007	1.560314796780	0.247306654461	0.193451672120
32.000000	0.031250000000	49	25	0.006973234605	25.000000000000	1.451247463252	1.610647384956	0.247306471222	0.193451523145
33.000000	0.030303030303	49	25	0.006761924991	25.000000000000	1.496598825347	1.660980023843	0.247306356802	0.193451430121
34.000000	0.029411764706	49	25	0.006563045153	25.000000000000	1.541950229348	1.711312694522	0.247306285412	0.193451372081
35.000000	0.028571428571	49	25	0.006375529759	25.000000000000	1.587301659592	1.761645385109	0.247306240905	0.193451335896
36.000000	0.027777777778	49	25	0.006198431817	25.000000000000	1.632653106253	1.811978088149	0.247306213178	0.193451313354
37.000000	0.027027027027	49	25	0.006030906696	25.000000000000	1.678004563174	1.862310798973	0.247306195917	0.193451299321
38.000000	0.026315789474	49	25	0.005872198662	25.000000000000	1.723356026503	1.912643514661	0.247306185179	0.193451290590
39.000000	0.025641025641	49	25	0.005721629487	25.000000000000	1.768707493829	1.962976233377	0.247306178503	0.193451285162
40.000000	0.025000000000	49	25	0.005578588763	25.000000000000	1.814058963647	2.013308953986	0.247306174355	0.193451281790
41.000000	0.024390243902	49	25	0.005442525630	25.000000000000	1.859410435018	2.063641675771	0.247306171779	0.193451279696
42.000000	0.023809523810	49	25	0.005312941691	25.000000000000	1.904761907355	2.113974398288	0.247306170181	0.193451278396
43.000000	0.023255813953	49	25	0.005189384910	25.000000000000	1.950113380293	2.164307121266	0.247306169189	0.193451277590
44.000000	0.022727272727	49	25	0.005071444346	25.000000000000	1.995464853604	2.214639844524	0.247306168574	0.193451277091
45.000000	0.022222222222	49	25	0.004958745583	25.000000000000	2.040816327148	2.264972567956	0.247306168194	0.193451276781
46.000000	0.021739130435	49	25	0.004850946767	25.000000000000	2.086167800836	2.315305291500	0.247306167958	0.193451276589
47.000000	0.021276595745	49	25	0.004747735134	25.000000000000	2.131519274613	2.365638015113	0.247306167812	0.193451276470
48.000000	0.020833333333	49	25	0.004648823985	25.000000000000	2.176870748446	2.415970738764	0.247306167721	0.193451276397
49.000000	0.020408163265	49	25	0.004553950027	25.000000000000	2.222222222313	2.466303462443	0.247306167665	0.193451276352
