temperature	entropy_per_particle_grand_canonical	entropy_per_particle_canonical
1.000000000000	0.920073449013	0.890644019859
0.500000000000	0.592567214146	0.564790245493
0.333333333333	0.439831889409	0.413415563935
0.250000000000	0.352897409795	0.327542940805
0.200000000000	0.296588884162	0.272152405687
0.166666666667	0.257326705576	0.233737213749
0.142857142857	0.228717471736	0.205921089332
0.125000000000	0.207272066808	0.185208600757
0.111111111111	0.190871215916	0.169471008230
0.100000000000	0.178129798944	0.157318529241
0.090909090909	0.168098112315	0.147802544424
0.083333333333	0.160104444681	0.140256526887
0.076923076923	0.153663675773	0.134202662700
0.071428571429	0.148420116477	0.129293180858
0.066666666667	0.144109836693	0.125271753860
0.062500000000	0.140534944732	0.121947311190
0.058823529412	0.137545611153	0.119175899454
0.055555555556	0.135027306078	0.116847928720
0.052631578947	0.132891637209	0.114879104103
0.050000000000	0.131069717427	0.113203917879
0.047619047619	0.129507330196	0.111770940925
0.045454545455	0.128161383215	0.110539389855
0.043478260870	0.126997291044	0.109476605361
0.041666666667	0.125987031136	0.108556185827
0.040000000000	0.125107690428	0.107756595180
0.038461538462	0.124340370988	0.107060116170
0.037037037037	0.123669359802	0.106452056879
0.035714285714	0.123081493924	0.105920144130
0.034482758621	0.122565670953	0.105454055771
0.033333333333	0.122112468296	0.105045056926
0.032258064516	0.121713844422	0.104685714630
0.031250000000	0.121362902338	0.104369672021
0.030303030303	0.121053700676	0.104091468141
0.029411764706	0.120781101452	0.103846392923
0.028571428571	0.120540646356	0.103630369564
0.027777777778	0.120328455380	0.103439858360
0.027027027027	0.120141143102	0.103271777503
0.026315789474	0.119975749055	0.103123437393
0.025641025641	0.119829679390	0.102992485799
0.025000000000	0.119700657712	0.102876861777
0.024390243902	0.119586683386	0.102774756749
0.023809523810	0.119485996000	0.102684581432
0.023255813953	0.119397044927	0.102604937615
0.022727272727	0.119318463133	0.102534593951
0.022222222222	0.119249044567	0.102472465131
0.021739130435	0.119187724554	0.102417593873
0.021276595745	0.119133562755	0.102369135322
0.020833333333	0.119085728311	0.102326343473
0.020408163265	0.119043486862	0.102288559347
0.020000000000	0.119006189178	0.102255200649
0.019607843137	0.118973261181	0.102225752722
0.019230769231	0.118944195180	0.102199760597
0.018867924528	0.118918542161	0.102176822028
0.018518518519	0.118895904983	0.102156581345
0.018181818182	0.118875932389	0.102138724052
0.017857142857	0.118858313713	0.102122972057
0.017543859649	0.118842774202	0.102109079468
0.017241379310	0.118829070885	0.102096828871
0.016949152542	0.118816988922	0.102086028053
0.016666666667	0.118806338365	0.102076507094
0.016393442623	0.118796951296	0.102068115800
0.016129032258	0.118788679299	0.102060721430
0.015873015873	0.118781391211	0.102054206686
0.015625000000	0.118774971137	0.102048467932
0.015384615385	0.118769316691	0.102043413618
0.015151515152	0.118764337439	0.102038962883
0.014925373134	0.118759953515	0.102035044323
0.014705882353	0.118756094404	0.102031594893
0.014492753623	0.118752697855	0.102028558941
0.014285714286	0.118749708927	0.102025887350
0.014084507042	0.118747079136	0.102023536780
0.013888888889	0.118744765708	0.102021468992
0.013698630137	0.118742730914	0.102019650259
0.013513513514	0.118740941478	0.102018050837
0.013333333333	0.118739368062	0.102016644501
0.013157894737	0.118737984800	0.102015408130
0.012987012987	0.118736768897	0.102014321348
0.012820512821	0.118735700263	0.102013366198
0.012658227848	0.118734761199	0.102012526860
0.012500000000	0.118733936114	0.102011789397
0.012345679012	0.118733211276	0.102011141537
0.012195121951	0.118732574595	0.102010572472
0.012048192771	0.118732015425	0.102010072686
0.011904761905	0.118731524395	0.102009633804
0.011764705882	0.118731093259	0.102009248457
0.011627906977	0.118730714761	0.102008910156
0.011494252874	0.118730382516	0.102008613197
0.011363636364	0.118730090909	0.102008352559
0.011235955056	0.118729835000	0.102008123829
0.011111111111	0.118729610446	0.102007923124
0.010989010989	0.118729413429	0.102007747031
0.010869565217	0.118729240592	0.102007592550
0.010752688172	0.118729088985	0.102007457044
0.010638297872	0.118728956014	0.102007338196
0.010526315789	0.118728839403	0.102007233969
0.010416666667	0.118728737148	0.102007142575
0.010309278351	0.118728647493	0.102007062442
0.010204081633	0.118728568892	0.102006992189
0.010101010101	0.118728499991	0.102006930605
0.010000000000	0.118728439597	0.102006876626
