beta	kinetic_per_particle	kinetic_stderr	potential_per_particle	potential_stderr	total_per_particle	total_stderr	time_slices	nsamples	batches
0.5	-0.7905041725112233	0.003702785927326619	0.6314270377163445	0.0031044518171856796	-0.1590771347948787	0.0018256358207342463	5.0	256.0	1.0
1.2	-1.1415945037988484	0.004303598020160396	0.5393611816665025	0.0021369318265890168	-0.6022333221323456	0.0028480675321945524	12.0	768.0	3.0
2.4	-1.2803415557656492	0.003848586659667519	0.5330683712039961	0.0017858707392495376	-0.7472731845616535	0.002721360851778743	24.0	1280.0	5.0
3.6	-1.3247813577762564	0.0037783139563502596	0.522021655091732	0.002059740334177449	-0.8027597026845243	0.0029997907961279383	36.0	1536.0	6.0
5.0	-1.3401283135969555	0.003310600515068898	0.5014628624957299	0.0019444846924525474	-0.8386654511012253	0.0028512300853832545	50.0	2048.0	8.0
6.0	-1.3423826594233625	0.0032312138365296174	0.4965657556399292	0.0017935432359960583	-0.8458169037834333	0.0026792613876377687	60.0	2048.0	2.0
