beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
0.5	-0.7759662711772642	0.624095572487948	-0.15187069868931627	0.00674755835806876	17+19	0.27222049350757216
