beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical	entropy_per_particle_grand_canonical	entropy_per_particle_canonical
1.000000	1.000000000000	5025	2513	0.000673658449	2513.000000000000	0.147704649598	0.147720232460	0.903860184091	0.902058518524
2.000000	0.500000000000	5025	2513	0.000540502161	2513.000000000000	0.184092664830	0.184115510134	0.577372077676	0.575640198445
3.000000	0.333333333333	5025	2513	0.000487293553	2513.000000000000	0.204194124263	0.204224984787	0.429121396349	0.427444070530
4.000000	0.250000000000	5025	2513	0.000455519638	2513.000000000000	0.218437293553	0.218475667602	0.345271756038	0.343635055793
5.000000	0.200000000000	5025	2513	0.000433627721	2513.000000000000	0.229465203677	0.229510713908	0.290747657389	0.289143286100
6.000000	0.166666666667	5025	2513	0.000417286372	2513.000000000000	0.238451279262	0.238503645426	0.252165760927	0.250588288644
7.000000	0.142857142857	5025	2513	0.000404438887	2513.000000000000	0.246025959335	0.246084961527	0.223282722121	0.221728311429
8.000000	0.125000000000	5025	2513	0.000393964230	2513.000000000000	0.252567245491	0.252632704325	0.200770976972	0.199236767024
9.000000	0.111111111111	5025	2513	0.000385191284	2513.000000000000	0.258319592796	0.258391359612	0.182684904152	0.181168677473
10.000000	0.100000000000	5025	2513	0.000377689792	2513.000000000000	0.263450197971	0.263528150451	0.167806544414	0.166306530793
11.000000	0.090909090909	5025	2513	0.000371169031	2513.000000000000	0.268078521414	0.268162566921	0.155332347992	0.153847101673
12.000000	0.083333333333	5025	2513	0.000365424122	2513.000000000000	0.272293024629	0.272383107551	0.144709593841	0.143237912938
13.000000	0.076923076923	5025	2513	0.000360305544	2513.000000000000	0.276161261293	0.276257376855	0.135544966816	0.134085838471
14.000000	0.071428571429	5025	2513	0.000355700850	2513.000000000000	0.279736264871	0.279838476970	0.127550590601	0.126103152474
15.000000	0.066666666667	5025	2513	0.000351523205	2513.000000000000	0.283060745586	0.283169203975	0.120510701080	0.119074213465
16.000000	0.062500000000	5025	2513	0.000347703954	2513.000000000000	0.286169922605	0.286284880184	0.114260270639	0.112834095618
17.000000	0.058823529412	5025	2513	0.000344187665	2513.000000000000	0.289093468783	0.289215294442	0.108670846666	0.107254431992
18.000000	0.055555555556	5025	2513	0.000340928761	2513.000000000000	0.291856859638	0.291986047522	0.103640903223	0.102233769419
19.000000	0.052631578947	5025	2513	0.000337889183	2513.000000000000	0.294482314128	0.294619487340	0.099089105026	0.097690834737
20.000000	0.050000000000	5025	2513	0.000335036742	2513.000000000000	0.296989453087	0.297135360967	0.094949502605	0.093559731585
21.000000	0.047619047619	5025	2513	0.000332343942	2513.000000000000	0.299395762218	0.299551274989	0.091168039369	0.089786448716
22.000000	0.045454545455	5025	2513	0.000329787124	2513.000000000000	0.301716920627	0.301883019634	0.087699969272	0.086326278666
23.000000	0.043478260870	5025	2513	0.000327345829	2513.000000000000	0.303967037875	0.304144803072	0.084507918891	0.083141880668
24.000000	0.041666666667	5025	2513	0.000325002311	2513.000000000000	0.306158829663	0.306349425977	0.081560413492	0.080201807461
25.000000	0.040000000000	5025	2513	0.000322741160	2513.000000000000	0.308303753007	0.308508414496	0.078830742455	0.077479371372
26.000000	0.038461538462	5025	2513	0.000320548999	2513.000000000000	0.310412115098	0.310632131378	0.076296076413	0.074951762051
27.000000	0.037037037037	5025	2513	0.000318414237	2513.000000000000	0.312493165262	0.312729866343	0.073936773474	0.072599353235
28.000000	0.035714285714	5025	2513	0.000316326860	2513.000000000000	0.314555176094	0.314809918097	0.071735829124	0.070405153142
29.000000	0.034482758621	5025	2513	0.000314278249	2513.000000000000	0.316605517542	0.316879670631	0.069678436453	0.068354365137
30.000000	0.033333333333	5025	2513	0.000312261024	2513.000000000000	0.318650726135	0.318945663593	0.067751631876	0.066434033843
31.000000	0.032258064516	5025	2513	0.000310268907	2513.000000000000	0.320696570577	0.321013657455	0.065944007702	0.064632758068
32.000000	0.031250000000	5025	2513	0.000308296596	2513.000000000000	0.322748114266	0.323088700778	0.064245477377	0.062940456342
33.000000	0.030303030303	5025	2513	0.000306339652	2513.000000000000	0.324809774946	0.325175187198	0.062647082531	0.061348174240
34.000000	0.029411764706	5025	2513	0.000304394400	2513.000000000000	0.326885381495	0.327276916835	0.061140833443	0.059847925069
35.000000	0.028571428571	5025	2513	0.000302457840	2513.000000000000	0.328978227760	0.329397147759	0.059719576368	0.058432557395
36.000000	0.027777777778	5025	2513	0.000300527557	2513.000000000000	0.331091123335	0.331538651796	0.058376882612	0.057095644282
37.000000	0.027027027027	5025	2513	0.000298601656	2513.000000000000	0.333226441208	0.333703761191	0.057106955288	0.055831390183
38.000000	0.026315789474	5025	2513	0.000296678685	2513.000000000000	0.335386162210	0.335894412019	0.055904550542	0.054634552286
39.000000	0.025641025641	5025	2513	0.000294757584	2513.000000000000	0.337571916273	0.338112189667	0.054764910675	0.053500373731
40.000000	0.025000000000	5025	2513	0.000292837622	2513.000000000000	0.339785020530	0.340358364959	0.053683707097	0.052424526633
41.000000	0.024390243902	5025	2513	0.000290918355	2513.000000000000	0.342026514347	0.342633931374	0.052656991437	0.051403063259
42.000000	0.023809523810	5025	2513	0.000288999577	2513.000000000000	0.344297191367	0.344939635968	0.051681153464	0.050432373999
43.000000	0.023255813953	5025	2513	0.000287081286	2513.000000000000	0.346597628738	0.347276011312	0.050752884710	0.049509151019
44.000000	0.022727272727	5025	2513	0.000285163646	2513.000000000000	0.348928213640	0.349643397825	0.049869146892	0.048630356715
45.000000	0.022222222222	5025	2513	0.000283246961	2513.000000000000	0.351289167302	0.352041974516	0.049027144391	0.047793196215
46.000000	0.021739130435	5025	2513	0.000281331644	2513.000000000000	0.353680566654	0.354471775628	0.048224300175	0.046995093305
47.000000	0.021276595745	5025	2513	0.000279418196	2513.000000000000	0.356102363810	0.356932712154	0.047458234648	0.046233669300
48.000000	0.020833333333	5025	2513	0.000277507187	2513.000000000000	0.358554403519	0.359424588924	0.046726747020	0.045506724407
49.000000	0.020408163265	5025	2513	0.000275599236	2513.000000000000	0.361036438786	0.361947121886	0.046027798822	0.044812221250
50.000000	0.020000000000	5025	2513	0.000273694997	2513.000000000000	0.363548144783	0.364499948883	0.045359499283	0.044148270238
51.000000	0.019607843137	5025	2513	0.000271795148	2513.000000000000	0.366089131228	0.367082645566	0.044720092318	0.043513116551
52.000000	0.019230769231	5025	2513	0.000269900375	2513.000000000000	0.368658953361	0.369694734432	0.044107944905	0.042905128516
53.000000	0.018867924528	5025	2513	0.000268011368	2513.000000000000	0.371257121648	0.372335695456	0.043521536685	0.042322787197
54.000000	0.018518518519	5025	2513	0.000266128812	2513.000000000000	0.373883110341	0.375004972329	0.042959450624	0.041764677049
55.000000	0.018181818182	5025	2513	0.000264253378	2513.000000000000	0.376536365007	0.377701983618	0.042420364606	0.041229477509
56.000000	0.017857142857	5025	2513	0.000262385719	2513.000000000000	0.379216309126	0.380426125762	0.041903043852	0.040715955400
57.000000	0.017543859649	5025	2513	0.000260526469	2513.000000000000	0.381922349857	0.383176782126	0.041406334060	0.040222958069
58.000000	0.017241379310	5025	2513	0.000258676235	2513.000000000000	0.384653883058	0.385953325104	0.040929155192	0.039749407165
59.000000	0.016949152542	5025	2513	0.000256835597	2513.000000000000	0.387410297644	0.388755122266	0.040470495826	0.039294292983
60.000000	0.016666666667	5025	2513	0.000255005104	2513.000000000000	0.390190979345	0.391581537484	0.040029408022	0.038856669322
61.000000	0.016393442623	5025	2513	0.000253185277	2513.000000000000	0.392995313940	0.394431938231	0.039605002637	0.038435648796
62.000000	0.016129032258	5025	2513	0.000251376604	2513.000000000000	0.395822690023	0.397305695239	0.039196445044	0.038030398546
63.000000	0.015873015873	5025	2513	0.000249579540	2513.000000000000	0.398672501347	0.400202185783	0.038802951227	0.037640136324
64.000000	0.015625000000	5025	2513	0.000247794510	2513.000000000000	0.401544148807	0.403120793899	0.038423784187	0.037264126908
65.000000	0.015384615385	5025	2513	0.000246021905	2513.000000000000	0.404437042089	0.406060915113	0.038058250658	0.036901678791
66.000000	0.015151515152	5025	2513	0.000244262085	2513.000000000000	0.407350601046	0.409021955819	0.037705698081	0.036552141171
67.000000	0.014925373134	5025	2513	0.000242515382	2513.000000000000	0.410284256806	0.412003333716	0.037365511821	0.036214901157
68.000000	0.014705882353	5025	2513	0.000240782094	2513.000000000000	0.413237452673	0.415004480588	0.037037112609	0.035889381200
69.000000	0.014492753623	5025	2513	0.000239062494	2513.000000000000	0.416209644827	0.418024840076	0.036719954175	0.035575036733
70.000000	0.014285714286	5025	2513	0.000237356823	2513.000000000000	0.419200302855	0.421063872071	0.036413521066	0.035271353982
71.000000	0.014084507042	5025	2513	0.000235665298	2513.000000000000	0.422208910144	0.424121051262	0.036117326630	0.034977847947
72.000000	0.013888888889	5025	2513	0.000233988110	2513.000000000000	0.425234964138	0.427195862125	0.035830911146	0.034694060533
73.000000	0.013698630137	5025	2513	0.000232325424	2513.000000000000	0.428277976484	0.430287811599	0.035553840102	0.034419558821
74.000000	0.013513513514	5025	2513	0.000230677384	2513.000000000000	0.431337473099	0.433396414886	0.035285702585	0.034153933461
75.000000	0.013333333333	5025	2513	0.000229044109	2513.000000000000	0.434412994137	0.436521205608	0.035026109800	0.033896797187
76.000000	0.013157894737	5025	2513	0.000227425701	2513.000000000000	0.437504093899	0.439661730430	0.034774693685	0.033647783437
77.000000	0.012987012987	5025	2513	0.000225822239	2513.000000000000	0.440610340685	0.442817548945	0.034531105632	0.033406545062
78.000000	0.012820512821	5025	2513	0.000224233784	2513.000000000000	0.443731316594	0.445988240287	0.034295015290	0.033172753141
79.000000	0.012658227848	5025	2513	0.000222660380	2513.000000000000	0.446866617286	0.449173390868	0.034066109459	0.032946095866
