temperature	kappa_grand_canonical	kappa_canonical
1.000000000000	0.147704649598	0.147720232460
0.500000000000	0.184092664830	0.184115510134
0.333333333333	0.204194124263	0.204224984787
0.250000000000	0.218437293553	0.218475667602
0.200000000000	0.229465203677	0.229510713908
0.166666666667	0.238451279262	0.238503645426
0.142857142857	0.246025959335	0.246084961527
0.125000000000	0.252567245491	0.252632704325
0.111111111111	0.258319592796	0.258391359612
0.100000000000	0.263450197971	0.263528150451
0.090909090909	0.268078521414	0.268162566921
0.083333333333	0.272293024629	0.272383107551
0.076923076923	0.276161261293	0.276257376855
0.071428571429	0.279736264871	0.279838476970
0.066666666667	0.283060745586	0.283169203975
0.062500000000	0.286169922605	0.286284880184
0.058823529412	0.289093468783	0.289215294442
0.055555555556	0.291856859638	0.291986047522
0.052631578947	0.294482314128	0.294619487340
0.050000000000	0.296989453087	0.297135360967
0.047619047619	0.299395762218	0.299551274989
0.045454545455	0.301716920627	0.301883019634
0.043478260870	0.303967037875	0.304144803072
0.041666666667	0.306158829663	0.306349425977
0.040000000000	0.308303753007	0.308508414496
0.038461538462	0.310412115098	0.310632131378
0.037037037037	0.312493165262	0.312729866343
0.035714285714	0.314555176094	0.314809918097
0.034482758621	0.316605517542	0.316879670631
0.033333333333	0.318650726135	0.318945663593
0.032258064516	0.320696570577	0.321013657455
0.031250000000	0.322748114266	0.323088700778
0.030303030303	0.324809774946	0.325175187198
0.029411764706	0.326885381495	0.327276916835
0.028571428571	0.328978227760	0.329397147759
0.027777777778	0.331091123335	0.331538651796
0.027027027027	0.333226441208	0.333703761191
0.026315789474	0.335386162210	0.335894412019
0.025641025641	0.337571916273	0.338112189667
0.025000000000	0.339785020530	0.340358364959
0.024390243902	0.342026514347	0.342633931374
0.023809523810	0.344297191367	0.344939635968
0.023255813953	0.346597628738	0.347276011312
0.022727272727	0.348928213640	0.349643397825
0.022222222222	0.351289167302	0.352041974516
0.021739130435	0.353680566654	0.354471775628
0.021276595745	0.356102363810	0.356932712154
0.020833333333	0.358554403519	0.359424588924
0.020408163265	0.361036438786	0.361947121886
0.020000000000	0.363548144783	0.364499948883
0.019607843137	0.366089131228	0.367082645566
0.019230769231	0.368658953361	0.369694734432
0.018867924528	0.371257121648	0.372335695456
0.018518518519	0.373883110341	0.375004972329
0.018181818182	0.376536365007	0.377701983618
0.017857142857	0.379216309126	0.380426125762
0.017543859649	0.381922349857	0.383176782126
0.017241379310	0.384653883058	0.385953325104
0.016949152542	0.387410297644	0.388755122266
0.016666666667	0.390190979345	0.391581537484
0.016393442623	0.392995313940	0.394431938231
0.016129032258	0.395822690023	0.397305695239
0.015873015873	0.398672501347	0.400202185783
0.015625000000	0.401544148807	0.403120793899
0.015384615385	0.404437042089	0.406060915113
0.015151515152	0.407350601046	0.409021955819
0.014925373134	0.410284256806	0.412003333716
0.014705882353	0.413237452673	0.415004480588
0.014492753623	0.416209644827	0.418024840076
0.014285714286	0.419200302855	0.421063872071
0.014084507042	0.422208910144	0.424121051262
0.013888888889	0.425234964138	0.427195862125
0.013698630137	0.428277976484	0.430287811599
0.013513513514	0.431337473099	0.433396414886
0.013333333333	0.434412994137	0.436521205608
0.013157894737	0.437504093899	0.439661730430
0.012987012987	0.440610340685	0.442817548945
0.012820512821	0.443731316594	0.445988240287
0.012658227848	0.446866617286	0.449173390868
0.012500000000	0.450015851710	0.452372605747
0.012345679012	0.453178641809	0.455585500032
0.012195121951	0.456354622196	0.458811703899
0.012048192771	0.459543439829	0.462050858676
0.011904761905	0.462744753653	0.465302619956
0.011764705882	0.465958234256	0.468566652854
0.011627906977	0.469183563505	0.471842633920
0.011494252874	0.472420434185	0.475130253145
0.011363636364	0.475668549639	0.478429210313
0.011235955056	0.478927623404	0.481739214160
0.011111111111	0.482197378862	0.485059984628
0.010989010989	0.485477548885	0.488391250888
0.010869565217	0.488767875492	0.491732752452
0.010752688172	0.492068109510	0.495084235851
0.010638297872	0.495378010246	0.498445458921
0.010526315789	0.498697345166	0.501816184470
0.010416666667	0.502025889583	0.505196185619
0.010309278351	0.505363426355	0.508585243264
0.010204081633	0.508709745588	0.511983143286
0.010101010101	0.512064644359	0.515389680775
0.010000000000	0.515427926438	0.518804658421
