level_index	eigenvalue
1	-3.996450568163
2	-3.990992162092
3	-3.990992162092
4	-3.983868035615
5	-3.983783413399
6	-3.981316945437
7	-3.975051469997
8	-3.975051469997
9	-3.969843790868
10	-3.969843790868
11	-3.964793264146
12	-3.964667729261
13	-3.956727355034
14	-3.956529906979
15	-3.954162615589
16	-3.952910362741
17	-3.952910362741
18	-3.941733333975
19	-3.941733333975
20	-3.939660116070
21	-3.939590529774
22	-3.936719576041
23	-3.936719576041
24	-3.925338539704
25	-3.925078907114
26	-3.924906293137
27	-3.924906293137
28	-3.917705380263
29	-3.917398720078
30	-3.915114490994
31	-3.908897907324
32	-3.908656140979
33	-3.907106761902
34	-3.907106761902
35	-3.896705414252
36	-3.896705414252
37	-3.891841390114
38	-3.891841390114
39	-3.891202532330
40	-3.891202532330
41	-3.887517638720
42	-3.887411135703
43	-3.874436211514
44	-3.874003214873
45	-3.872459078785
46	-3.872352733994
47	-3.866926226332
48	-3.866565467981
49	-3.866318689775
50	-3.866318689775
51	-3.864336453982
52	-3.852202542589
53	-3.852202542589
54	-3.850132603435
55	-3.850132603435
56	-3.843902784056
57	-3.843515862805
58	-3.840079078195
59	-3.840079078195
60	-3.835225333183
61	-3.835225333183
62	-3.830948223078
63	-3.830335799917
64	-3.824607804175
65	-3.824435200200
66	-3.819669157559
67	-3.819669157559
68	-3.812130543810
69	-3.811465384731
70	-3.807787340522
71	-3.807787340522
72	-3.804598494060
73	-3.804377961074
74	-3.802078218191
75	-3.797382474716
76	-3.797382474716
77	-3.794255010319
78	-3.794219200681
79	-3.783737081918
80	-3.783500772548
81	-3.781970402664
82	-3.781970402664
83	-3.772145021566
84	-3.772145021566
85	-3.769059082178
86	-3.768498001820
87	-3.767474881114
88	-3.767474881114
89	-3.767265127742
90	-3.767265127742
91	-3.758191636774
92	-3.758191636774
93	-3.750718784929
94	-3.750458425040
95	-3.739786144419
96	-3.739261437844
97	-3.738721061140
98	-3.738721061140
99	-3.738651221828
100	-3.737431446193
101	-3.731558001202
102	-3.731434853927
103	-3.731065483766
104	-3.730926379988
105	-3.728520787151
106	-3.717742215547
107	-3.717742215547
108	-3.710025763872
109	-3.710025763872
110	-3.707352544003
111	-3.707216710770
112	-3.703543118412
113	-3.703543118412
114	-3.702664581566
115	-3.702664581566
116	-3.693116009063
117	-3.693116009063
118	-3.688359923370
119	-3.688359923370
120	-3.683821299565
121	-3.683016602086
122	-3.679573691388
123	-3.679506150607
124	-3.674517149644
125	-3.674446921839
126	-3.674446921839
127	-3.673556507946
128	-3.666045680478
129	-3.665576980925
130	-3.654348509538
131	-3.653306502881
132	-3.648423533262
133	-3.648423533262
134	-3.647416275372
135	-3.647416275372
136	-3.647058303881
137	-3.646184599675
138	-3.644276103208
139	-3.643037550147
140	-3.643037550147
141	-3.640959547929
142	-3.639613651653
143	-3.627510414334
144	-3.627510414334
145	-3.616451277268
146	-3.615281786539
147	-3.613041030163
148	-3.613041030163
149	-3.611257888037
150	-3.610738125659
151	-3.610531946431
152	-3.609668765276
153	-3.605042864566
154	-3.605042864566
155	-3.603345804966
156	-3.603345804966
157	-3.598633871499
158	-3.598633871499
159	-3.588324113328
160	-3.587192173251
161	-3.582839340630
162	-3.582839340630
163	-3.576263261147
164	-3.576263261147
165	-3.572183154922
166	-3.572183154922
167	-3.571165883500
168	-3.570761701595
169	-3.568261741833
170	-3.567836696206
171	-3.559548348302
172	-3.558337088537
173	-3.552994282396
174	-3.550945373588
175	-3.549277630216
176	-3.549186492267
177	-3.548336440933
178	-3.546737348892
179	-3.546737348892
180	-3.541547368308
181	-3.539458036822
182	-3.533373180437
183	-3.531636307641
184	-3.530400351390
185	-3.530400351390
186	-3.526988722756
187	-3.526988722756
188	-3.514186698856
189	-3.514186698856
190	-3.513046640169
191	-3.513046640169
192	-3.504574614383
193	-3.504574614383
194	-3.504449079149
195	-3.504137486548
196	-3.502830664460
197	-3.502830664460
198	-3.498227612077
199	-3.498227612077
200	-3.491624686512
201	-3.491488842613
202	-3.491488842613
203	-3.491009462471
204	-3.482972934260
205	-3.481399160315
206	-3.478450096054
207	-3.477982832286
208	-3.466678467973
209	-3.466065087397
210	-3.465333135152
211	-3.463928567516
212	-3.460635547801
213	-3.460635547801
214	-3.454657061407
215	-3.453478562504
216	-3.450932207295
217	-3.450932207295
218	-3.449955858584
219	-3.449658946382
220	-3.448040786906
221	-3.444655452509
222	-3.443769983631
223	-3.441381715630
224	-3.441381715630
225	-3.436064503653
226	-3.436064503653
227	-3.425797715421
228	-3.425797715421
229	-3.417077101629
230	-3.417077101629
231	-3.416746215439
232	-3.414608021621
233	-3.410342611972
234	-3.408839608052
235	-3.405937876802
236	-3.405937876802
237	-3.405259320019
238	-3.403253024050
239	-3.403253024050
240	-3.401760701250
241	-3.394757260288
242	-3.394757260288
243	-3.388768499132
244	-3.388618532965
245	-3.387503669381
246	-3.387503669381
247	-3.386289277160
248	-3.383216042589
249	-3.369794956285
250	-3.369794956285
251	-3.368157824029
252	-3.367126430356
253	-3.367120558689
254	-3.367120558689
255	-3.364388431481
256	-3.364388431481
257	-3.362124833073
258	-3.360336365985
259	-3.351625124186
260	-3.350581656072
261	-3.343249699043
262	-3.343249699043
263	-3.340439327999
264	-3.340137697688
265	-3.339657154140
266	-3.339657154140
267	-3.335553153490
268	-3.328764129660
269	-3.328578156441
270	-3.325862094668
271	-3.324769558168
272	-3.323359399668
273	-3.322592028815
274	-3.322036191537
275	-3.321938253067
276	-3.317149930440
277	-3.317149930440
278	-3.315135603289
279	-3.315135603289
280	-3.300613666818
281	-3.299220774901
282	-3.297830827342
283	-3.297830827342
284	-3.290881751875
285	-3.288825497145
286	-3.285531789659
287	-3.285531789659
288	-3.283343184431
289	-3.283343184431
290	-3.279131301658
291	-3.279131301658
292	-3.276475715193
293	-3.276475715193
294	-3.273847554456
295	-3.273847554456
296	-3.270642779816
297	-3.268636136478
298	-3.266432283489
299	-3.266432283489
300	-3.264286908361
301	-3.263547009327
302	-3.255460390017
303	-3.255460390017
304	-3.244449881068
305	-3.243459158743
306	-3.242531375646
307	-3.242197860697
308	-3.239268998769
309	-3.239268998769
310	-3.234069867241
311	-3.233259251296
312	-3.227848296509
313	-3.226994585458
314	-3.225365969640
