beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical
1.000000	1.000000000000	5025	2513	0.000673658449	2513.000000000000	-1.245213204653	-1.245334096256
2.000000	0.500000000000	5025	2513	0.000540502161	2513.000000000000	-1.483167190330	-1.483239789650
3.000000	0.333333333333	5025	2513	0.000487293553	2513.000000000000	-1.544622385382	-1.544672617682
4.000000	0.250000000000	5025	2513	0.000455519638	2513.000000000000	-1.569024439629	-1.569062912591
5.000000	0.200000000000	5025	2513	0.000433627721	2513.000000000000	-1.581277163647	-1.581308395437
6.000000	0.166666666667	5025	2513	0.000417286372	2513.000000000000	-1.588344967046	-1.588371282133
7.000000	0.142857142857	5025	2513	0.000404438887	2513.000000000000	-1.592812563979	-1.592835317624
8.000000	0.125000000000	5025	2513	0.000393964230	2513.000000000000	-1.595826360670	-1.595846413173
9.000000	0.111111111111	5025	2513	0.000385191284	2513.000000000000	-1.597960898075	-1.597978830180
10.000000	0.100000000000	5025	2513	0.000377689792	2513.000000000000	-1.599531034509	-1.599547256925
11.000000	0.090909090909	5025	2513	0.000371169031	2513.000000000000	-1.600721537180	-1.600736351128
12.000000	0.083333333333	5025	2513	0.000365424122	2513.000000000000	-1.601646867574	-1.601660500483
13.000000	0.076923076923	5025	2513	0.000360305544	2513.000000000000	-1.602381122733	-1.602393750404
14.000000	0.071428571429	5025	2513	0.000355700850	2513.000000000000	-1.602974051153	-1.602985812121
15.000000	0.066666666667	5025	2513	0.000351523205	2513.000000000000	-1.603460096260	-1.603471101449
16.000000	0.062500000000	5025	2513	0.000347703954	2513.000000000000	-1.603863739631	-1.603874079054
17.000000	0.058823529412	5025	2513	0.000344187665	2513.000000000000	-1.604202782005	-1.604212529554
18.000000	0.055555555556	5025	2513	0.000340928761	2513.000000000000	-1.604490426007	-1.604499642954
19.000000	0.052631578947	5025	2513	0.000337889183	2513.000000000000	-1.604736636957	-1.604745374584
20.000000	0.050000000000	5025	2513	0.000335036742	2513.000000000000	-1.604949054848	-1.604957356444
21.000000	0.047619047619	5025	2513	0.000332343942	2513.000000000000	-1.605133619379	-1.605141521795
22.000000	0.045454545455	5025	2513	0.000329787124	2513.000000000000	-1.605295006994	-1.605302541853
23.000000	0.043478260870	5025	2513	0.000327345829	2513.000000000000	-1.605436941966	-1.605444136624
24.000000	0.041666666667	5025	2513	0.000325002311	2513.000000000000	-1.605562421442	-1.605569299758
25.000000	0.040000000000	5025	2513	0.000322741160	2513.000000000000	-1.605673880638	-1.605680463582
26.000000	0.038461538462	5025	2513	0.000320548999	2513.000000000000	-1.605773315721	-1.605779621874
27.000000	0.037037037037	5025	2513	0.000318414237	2513.000000000000	-1.605862376343	-1.605868422291
28.000000	0.035714285714	5025	2513	0.000316326860	2513.000000000000	-1.605942436103	-1.605948236763
