beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical
1.000000	1.000000000000	1009	505	0.003329996053	505.000000000000	-1.224687385785	-1.225284375191
2.000000	0.500000000000	1009	505	0.002668133108	505.000000000000	-1.462884820589	-1.463246461046
3.000000	0.333333333333	1009	505	0.002407660936	505.000000000000	-1.524906132222	-1.525157215291
4.000000	0.250000000000	1009	505	0.002253447304	505.000000000000	-1.549592086664	-1.549784732991
5.000000	0.200000000000	1009	505	0.002147764768	505.000000000000	-1.561995975357	-1.562152515931
6.000000	0.166666666667	1009	505	0.002069126963	505.000000000000	-1.569150940700	-1.569282881321
7.000000	0.142857142857	1009	505	0.002007323784	505.000000000000	-1.573671632755	-1.573785645626
8.000000	0.125000000000	1009	505	0.001956698384	505.000000000000	-1.576718466566	-1.576818722401
9.000000	0.111111111111	1009	505	0.001913745097	505.000000000000	-1.578872952488	-1.578962200861
10.000000	0.100000000000	1009	505	0.001876116086	505.000000000000	-1.580453651262	-1.580533788565
11.000000	0.090909090909	1009	505	0.001842166210	505.000000000000	-1.581647491313	-1.581719884210
12.000000	0.083333333333	1009	505	0.001810720939	505.000000000000	-1.582570364571	-1.582636042196
13.000000	0.076923076923	1009	505	0.001780942179	505.000000000000	-1.583297442908	-1.583357213384
14.000000	0.071428571429	1009	505	0.001752240479	505.000000000000	-1.583879360260	-1.583933882068
15.000000	0.066666666667	1009	505	0.001724212078	505.000000000000	-1.584351325026	-1.584401151154
16.000000	0.062500000000	1009	505	0.001696591393	505.000000000000	-1.584738489761	-1.584784095376
17.000000	0.058823529412	1009	505	0.001669214416	505.000000000000	-1.585059242156	-1.585101042350
18.000000	0.055555555556	1009	505	0.001641990456	505.000000000000	-1.585327292742	-1.585365654263
19.000000	0.052631578947	1009	505	0.001614880470	505.000000000000	-1.585553040197	-1.585588289530
20.000000	0.050000000000	1009	505	0.001587880643	505.000000000000	-1.585744488687	-1.585776917894
21.000000	0.047619047619	1009	505	0.001561010106	505.000000000000	-1.585907879201	-1.585937750359
22.000000	0.045454545455	1009	505	0.001534301909	505.000000000000	-1.586048133433	-1.586075682160
23.000000	0.043478260870	1009	505	0.001507796496	505.000000000000	-1.586169171862	-1.586194610245
24.000000	0.041666666667	1009	505	0.001481537111	505.000000000000	-1.586274145575	-1.586297664662
25.000000	0.040000000000	1009	505	0.001455566646	505.000000000000	-1.586365607801	-1.586387379780
26.000000	0.038461538462	1009	505	0.001429925578	505.000000000000	-1.586445642550	-1.586465822674
27.000000	0.037037037037	1009	505	0.001404650689	505.000000000000	-1.586515962270	-1.586534690576
28.000000	0.035714285714	1009	505	0.001379774372	505.000000000000	-1.586577982777	-1.586595385632
29.000000	0.034482758621	1009	505	0.001355324336	505.000000000000	-1.586632881330	-1.586649072818
