beta	temperature	nsites	canonical_n	target_density	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical
1.000000	1.000000000000	1009	505	0.500495540139	0.003329996053	505.000000000000	1.488109417573e-01	0.000000000000e+00
2.000000	0.500000000000	1009	505	0.500495540139	0.002668133108	505.000000000000	1.857252179985e-01	0.000000000000e+00
3.000000	0.333333333333	1009	505	0.500495540139	0.002407660936	505.000000000000	2.058177121107e-01	0.000000000000e+00
4.000000	0.250000000000	1009	505	0.500495540139	0.002253447304	505.000000000000	2.199025816698e-01	0.000000000000e+00
5.000000	0.200000000000	1009	505	0.500495540139	0.002147764768	505.000000000000	2.307228700232e-01	0.000000000000e+00
6.000000	0.166666666667	1009	505	0.500495540139	0.002069126963	505.000000000000	2.394913345628e-01	0.000000000000e+00
7.000000	0.142857142857	1009	505	0.500495540139	0.002007323784	505.000000000000	2.468647298236e-01	0.000000000000e+00
8.000000	0.125000000000	1009	505	0.500495540139	0.001956698384	505.000000000000	2.532515084287e-01	0.000000000000e+00
9.000000	0.111111111111	1009	505	0.500495540139	0.001913745097	505.000000000000	2.589352436444e-01	0.000000000000e+00
10.000000	0.100000000000	1009	505	0.500495540139	0.001876116086	505.000000000000	2.641281638827e-01	0.000000000000e+00
11.000000	0.090909090909	1009	505	0.500495540139	0.001842166210	505.000000000000	2.689952169183e-01	0.000000000000e+00
12.000000	0.083333333333	1009	505	0.500495540139	0.001810720939	505.000000000000	2.736658120535e-01	0.000000000000e+00
13.000000	0.076923076923	1009	505	0.500495540139	0.001780942179	505.000000000000	2.782407107082e-01	0.000000000000e+00
14.000000	0.071428571429	1009	505	0.500495540139	0.001752240479	505.000000000000	2.827970774610e-01	0.000000000000e+00
15.000000	0.066666666667	1009	505	0.500495540139	0.001724212078	505.000000000000	2.873927309708e-01	0.000000000000e+00
16.000000	0.062500000000	1009	505	0.500495540139	0.001696591393	505.000000000000	2.920698647694e-01	0.000000000000e+00
17.000000	0.058823529412	1009	505	0.500495540139	0.001669214416	505.000000000000	2.968582708876e-01	0.000000000000e+00
18.000000	0.055555555556	1009	505	0.500495540139	0.001641990456	505.000000000000	3.017780640958e-01	0.000000000000e+00
19.000000	0.052631578947	1009	505	0.500495540139	0.001614880470	505.000000000000	3.068419263730e-01	0.000000000000e+00
20.000000	0.050000000000	1009	505	0.500495540139	0.001587880643	505.000000000000	3.120569164121e-01	0.000000000000e+00
21.000000	0.047619047619	1009	505	0.500495540139	0.001561010106	505.000000000000	3.174259032475e-01	0.000000000000e+00
22.000000	0.045454545455	1009	505	0.500495540139	0.001534301909	505.000000000000	3.229486865194e-01	0.000000000000e+00
23.000000	0.043478260870	1009	505	0.500495540139	0.001507796496	505.000000000000	3.286228621972e-01	0.000000000000e+00
24.000000	0.041666666667	1009	505	0.500495540139	0.001481537111	505.000000000000	3.344444853495e-01	0.000000000000e+00
25.000000	0.040000000000	1009	505	0.500495540139	0.001455566646	505.000000000000	3.404085732109e-01	0.000000000000e+00
26.000000	0.038461538462	1009	505	0.500495540139	0.001429925578	505.000000000000	3.465094837595e-01	0.000000000000e+00
27.000000	0.037037037037	1009	505	0.500495540139	0.001404650689	505.000000000000	3.527411979252e-01	0.000000000000e+00
28.000000	0.035714285714	1009	505	0.500495540139	0.001379774372	505.000000000000	3.590975275981e-01	0.000000000000e+00
29.000000	0.034482758621	1009	505	0.500495540139	0.001355324336	505.000000000000	3.655722667773e-01	0.000000000000e+00
30.000000	0.033333333333	1009	505	0.500495540139	0.001331323594	505.000000000000	3.721592993485e-01	0.000000000000e+00
31.000000	0.032258064516	1009	505	0.500495540139	0.001307790633	505.000000000000	3.788526739481e-01	0.000000000000e+00
32.000000	0.031250000000	1009	505	0.500495540139	0.001284739706	505.000000000000	3.856466540008e-01	0.000000000000e+00
33.000000	0.030303030303	1009	505	0.500495540139	0.001262181185	505.000000000000	3.925357491727e-01	0.000000000000e+00
34.000000	0.029411764706	1009	505	0.500495540139	0.001240121953	505.000000000000	3.995147330440e-01	0.000000000000e+00
35.000000	0.028571428571	1009	505	0.500495540139	0.001218565796	505.000000000000	4.065786506921e-01	0.000000000000e+00
36.000000	0.027777777778	1009	505	0.500495540139	0.001197513788	505.000000000000	4.137228190050e-01	0.000000000000e+00
37.000000	0.027027027027	1009	505	0.500495540139	0.001176964658	505.000000000000	4.209428218775e-01	0.000000000000e+00
38.000000	0.026315789474	1009	505	0.500495540139	0.001156915124	505.000000000000	4.282345019132e-01	0.000000000000e+00
39.000000	0.025641025641	1009	505	0.500495540139	0.001137360206	505.000000000000	4.355939498578e-01	0.000000000000e+00
40.000000	0.025000000000	1009	505	0.500495540139	0.001118293501	505.000000000000	4.430174926698e-01	0.000000000000e+00
41.000000	0.024390243902	1009	505	0.500495540139	0.001099707434	505.000000000000	4.505016808980e-01	0.000000000000e+00
42.000000	0.023809523810	1009	505	0.500495540139	0.001081593473	505.000000000000	4.580432758479e-01	0.000000000000e+00
43.000000	0.023255813953	1009	505	0.500495540139	0.001063942325	505.000000000000	4.656392368776e-01	0.000000000000e+00
44.000000	0.022727272727	1009	505	0.500495540139	0.001046744101	505.000000000000	4.732867090577e-01	0.000000000000e+00
