beta	nup	ndn	batch	seed	nsamples	kinetic	kinetic_stderr	potential	potential_stderr	total	total_stderr	time_slices
1.2	0.0	36.0	0.0	1234.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
1.2	1.0	35.0	1.0	3234.0	16.0	-346433.8450529543	65856.2965893031	375505.6227116074	64880.17844585223	29071.777658653013	8045.464692827785	12.0
1.2	2.0	34.0	1.0	4234.0	16.0	-0.2752989352515132	0.012891882457883587	0.14980562098016031	0.008002706826388232	-0.12549331427135285	0.005986894675142336	12.0
1.2	3.0	33.0	1.0	5234.0	16.0	-0.41060993933633705	0.018016332336710014	0.20924595935842188	0.008993758588055525	-0.2013639799779151	0.01284089527913993	12.0
1.2	4.0	32.0	1.0	6234.0	16.0	-0.5264412131818563	0.020957156616184292	0.2780111265197571	0.012601305408921628	-0.24843008666209915	0.010298981112651779	12.0
1.2	5.0	31.0	1.0	7234.0	16.0	-0.6530200546030727	0.018411238480926868	0.3088262726921791	0.009218900513456016	-0.3441937819108935	0.013017085648078042	12.0
1.2	6.0	30.0	1.0	8234.0	16.0	-0.6690914301843492	0.020439672265712378	0.32336308532868674	0.011294266435533261	-0.3457283448556625	0.013122825939416046	12.0
1.2	7.0	29.0	1.0	9234.0	16.0	-0.8048039315333496	0.020501070677115284	0.39372298926850485	0.007290744792649598	-0.4110809422648448	0.016562726792374385	12.0
1.2	8.0	28.0	1.0	10234.0	16.0	-0.8425461890649732	0.02953104441082328	0.40463299678930004	0.012822281209791769	-0.43791319227567316	0.02011171044287818	12.0
1.2	9.0	27.0	1.0	11234.0	16.0	-0.9558538806688591	0.016190092515619165	0.44991692766329516	0.00880537584242153	-0.505936953005564	0.014757756145401675	12.0
1.2	10.0	26.0	1.0	12234.0	16.0	-0.9535426578754839	0.027962689048481936	0.4540097982465459	0.014118984770378455	-0.49953285962893795	0.018083042294801285	12.0
1.2	11.0	25.0	1.0	13234.0	16.0	-1.0493257360361496	0.03144428991464296	0.49222950033662505	0.011747404822771857	-0.5570962356995246	0.022921540586766535	12.0
1.2	12.0	24.0	1.0	14234.0	16.0	-1.0558446152685983	0.02545140740562933	0.4972624103173523	0.013679933146394369	-0.558582204951246	0.018872228058158302	12.0
1.2	13.0	23.0	1.0	15234.0	16.0	-1.0425241485931247	0.03006323126906809	0.49429290717000984	0.017109827859020293	-0.5482312414231151	0.017947449111994168	12.0
1.2	14.0	22.0	1.0	16234.0	16.0	-1.1003237442632035	0.03115165661780245	0.5262464765346679	0.01237256522101178	-0.5740772677285355	0.02141332137775993	12.0
1.2	15.0	21.0	1.0	17234.0	16.0	-1.125207144427984	0.019222990889354686	0.5269762898662493	0.01440103993874041	-0.5982308545617347	0.011875021640500335	12.0
1.2	16.0	20.0	1.0	18234.0	16.0	-1.1505487722056804	0.04769112929429966	0.540976311933894	0.023617715334080146	-0.6095724602717865	0.02688580653801759	12.0
1.2	17.0	19.0	1.0	19234.0	16.0	-1.1561171639764447	0.023684812871896287	0.5606709579553218	0.011468489685431356	-0.5954462060211229	0.016533230363095477	12.0
1.2	18.0	18.0	1.0	20234.0	16.0	-1.1408088457515275	0.029363750340871814	0.547418478208833	0.017086294945319234	-0.5933903675426946	0.01690065759103663	12.0
