beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
0.5	-0.7696366071375728	0.6135835931869423	-0.1560530139506304	0.0034160365336975873	17+19	0.31052951996746936
