beta	kinetic_per_particle	potential_per_particle	total_per_particle	approx_total_stderr	dominant_sector	dominant_weight
2.4	-6.664988460659215e10	6.1790454816221756e10	-4.859429790370379e9	1.8597146938080528e9	1+35	1.0
