beta	kinetic_per_particle	kinetic_stderr	potential_per_particle	potential_stderr	total_per_particle	total_stderr	time_slices	nsamples	batches
0.5	-0.5841863382969354	0.005342427315767836	1.0558501453004374	0.0033853095692606577	0.47166380700350224	0.003086769814696005	5.0	64.0	1.0
