L	nsites	canonical_n	energy_per_particle_grand_canonical_beta1	energy_per_particle_canonical_beta1	specific_heat_per_particle_grand_canonical_beta1	specific_heat_per_particle_canonical_beta1	kappa_grand_canonical_beta1	kappa_canonical_beta1	entropy_per_particle_grand_canonical_beta1	entropy_per_particle_canonical_beta1
64	4096	2048	-1.246730671355	-1.246879464940	0.326933588728	0.326858321342	0.147558063695	0.147577052176	0.903399060762	0.901238017651
