site_index	x	y
1	0	-12
2	-4	-11
3	-3	-11
4	-2	-11
5	-1	-11
6	0	-11
7	1	-11
8	2	-11
9	3	-11
10	4	-11
11	-6	-10
12	-5	-10
13	-4	-10
14	-3	-10
15	-2	-10
16	-1	-10
17	0	-10
18	1	-10
19	2	-10
20	3	-10
21	4	-10
22	5	-10
23	6	-10
24	-7	-9
25	-6	-9
26	-5	-9
27	-4	-9
28	-3	-9
29	-2	-9
30	-1	-9
31	0	-9
32	1	-9
33	2	-9
34	3	-9
35	4	-9
36	5	-9
37	6	-9
38	7	-9
39	-8	-8
40	-7	-8
41	-6	-8
42	-5	-8
43	-4	-8
44	-3	-8
45	-2	-8
46	-1	-8
47	0	-8
48	1	-8
49	2	-8
50	3	-8
51	4	-8
52	5	-8
53	6	-8
54	7	-8
55	8	-8
56	-9	-7
57	-8	-7
58	-7	-7
59	-6	-7
60	-5	-7
61	-4	-7
62	-3	-7
63	-2	-7
64	-1	-7
65	0	-7
66	1	-7
67	2	-7
68	3	-7
69	4	-7
70	5	-7
71	6	-7
72	7	-7
73	8	-7
74	9	-7
75	-10	-6
76	-9	-6
77	-8	-6
78	-7	-6
79	-6	-6
80	-5	-6
81	-4	-6
82	-3	-6
83	-2	-6
84	-1	-6
85	0	-6
86	1	-6
87	2	-6
88	3	-6
89	4	-6
90	5	-6
91	6	-6
92	7	-6
93	8	-6
94	9	-6
95	10	-6
96	-10	-5
97	-9	-5
98	-8	-5
99	-7	-5
100	-6	-5
101	-5	-5
102	-4	-5
103	-3	-5
104	-2	-5
105	-1	-5
106	0	-5
107	1	-5
108	2	-5
109	3	-5
110	4	-5
111	5	-5
112	6	-5
113	7	-5
114	8	-5
115	9	-5
116	10	-5
117	-11	-4
118	-10	-4
119	-9	-4
120	-8	-4
121	-7	-4
122	-6	-4
123	-5	-4
124	-4	-4
125	-3	-4
126	-2	-4
127	-1	-4
128	0	-4
129	1	-4
130	2	-4
131	3	-4
132	4	-4
133	5	-4
134	6	-4
135	7	-4
136	8	-4
137	9	-4
138	10	-4
139	11	-4
140	-11	-3
141	-10	-3
142	-9	-3
143	-8	-3
144	-7	-3
145	-6	-3
146	-5	-3
147	-4	-3
148	-3	-3
149	-2	-3
150	-1	-3
151	0	-3
152	1	-3
153	2	-3
154	3	-3
155	4	-3
156	5	-3
157	6	-3
158	7	-3
159	8	-3
160	9	-3
161	10	-3
162	11	-3
163	-11	-2
164	-10	-2
165	-9	-2
166	-8	-2
167	-7	-2
168	-6	-2
169	-5	-2
170	-4	-2
171	-3	-2
172	-2	-2
173	-1	-2
174	0	-2
175	1	-2
176	2	-2
177	3	-2
178	4	-2
179	5	-2
180	6	-2
181	7	-2
182	8	-2
183	9	-2
184	10	-2
185	11	-2
186	-11	-1
187	-10	-1
188	-9	-1
189	-8	-1
190	-7	-1
191	-6	-1
192	-5	-1
193	-4	-1
194	-3	-1
195	-2	-1
196	-1	-1
197	0	-1
198	1	-1
199	2	-1
200	3	-1
201	4	-1
202	5	-1
203	6	-1
204	7	-1
205	8	-1
206	9	-1
207	10	-1
208	11	-1
209	-12	0
210	-11	0
211	-10	0
212	-9	0
213	-8	0
214	-7	0
215	-6	0
216	-5	0
217	-4	0
218	-3	0
219	-2	0
220	-1	0
221	0	0
222	1	0
223	2	0
224	3	0
225	4	0
226	5	0
227	6	0
228	7	0
229	8	0
230	9	0
231	10	0
232	11	0
233	12	0
234	-11	1
235	-10	1
236	-9	1
237	-8	1
238	-7	1
239	-6	1
240	-5	1
241	-4	1
242	-3	1
243	-2	1
244	-1	1
245	0	1
246	1	1
247	2	1
248	3	1
249	4	1
250	5	1
251	6	1
252	7	1
253	8	1
254	9	1
255	10	1
256	11	1
257	-11	2
258	-10	2
259	-9	2
260	-8	2
261	-7	2
262	-6	2
263	-5	2
264	-4	2
265	-3	2
266	-2	2
267	-1	2
268	0	2
269	1	2
270	2	2
271	3	2
272	4	2
273	5	2
274	6	2
275	7	2
276	8	2
277	9	2
278	10	2
279	11	2
280	-11	3
281	-10	3
282	-9	3
283	-8	3
284	-7	3
285	-6	3
286	-5	3
287	-4	3
288	-3	3
289	-2	3
290	-1	3
291	0	3
292	1	3
293	2	3
294	3	3
295	4	3
296	5	3
297	6	3
298	7	3
299	8	3
300	9	3
301	10	3
302	11	3
303	-11	4
304	-10	4
305	-9	4
306	-8	4
307	-7	4
308	-6	4
309	-5	4
310	-4	4
311	-3	4
312	-2	4
313	-1	4
314	0	4
315	1	4
316	2	4
317	3	4
318	4	4
319	5	4
320	6	4
321	7	4
322	8	4
323	9	4
324	10	4
325	11	4
326	-10	5
327	-9	5
328	-8	5
329	-7	5
330	-6	5
331	-5	5
332	-4	5
333	-3	5
334	-2	5
335	-1	5
336	0	5
337	1	5
338	2	5
339	3	5
340	4	5
341	5	5
342	6	5
343	7	5
344	8	5
345	9	5
346	10	5
347	-10	6
348	-9	6
349	-8	6
350	-7	6
351	-6	6
352	-5	6
353	-4	6
354	-3	6
355	-2	6
356	-1	6
357	0	6
358	1	6
359	2	6
360	3	6
361	4	6
362	5	6
363	6	6
364	7	6
365	8	6
366	9	6
367	10	6
368	-9	7
369	-8	7
370	-7	7
371	-6	7
372	-5	7
373	-4	7
374	-3	7
375	-2	7
376	-1	7
377	0	7
378	1	7
379	2	7
380	3	7
381	4	7
382	5	7
383	6	7
384	7	7
385	8	7
386	9	7
387	-8	8
388	-7	8
389	-6	8
390	-5	8
391	-4	8
392	-3	8
393	-2	8
394	-1	8
395	0	8
396	1	8
397	2	8
398	3	8
399	4	8
400	5	8
401	6	8
402	7	8
403	8	8
404	-7	9
405	-6	9
406	-5	9
407	-4	9
408	-3	9
409	-2	9
410	-1	9
411	0	9
412	1	9
413	2	9
414	3	9
415	4	9
416	5	9
417	6	9
418	7	9
419	-6	10
420	-5	10
421	-4	10
422	-3	10
423	-2	10
424	-1	10
425	0	10
426	1	10
427	2	10
428	3	10
429	4	10
430	5	10
431	6	10
432	-4	11
433	-3	11
434	-2	11
435	-1	11
436	0	11
437	1	11
438	2	11
439	3	11
440	4	11
441	0	12
