temperature	entropy_per_particle_grand_canonical	entropy_per_particle_canonical
1.000000000000	0.908055818422	0.901957242957
0.500000000000	0.581025821538	0.575201725179
0.333333333333	0.431623366563	0.426016234104
0.250000000000	0.346980016588	0.341535095844
0.200000000000	0.291915674695	0.286600109272
0.166666666667	0.252951679014	0.247743932507
0.142857142857	0.223789529746	0.218674472852
0.125000000000	0.201070513470	0.196037094690
0.111111111111	0.182831867963	0.177871869276
0.100000000000	0.167846888809	0.162954160514
0.090909090909	0.155308213133	0.150478132188
0.083333333333	0.144661940797	0.139890990575
0.076923076923	0.135514678190	0.130800113391
0.071428571429	0.127578601873	0.122918185855
0.066666666667	0.120637584181	0.116029391293
0.062500000000	0.114525570420	0.109967845170
0.058823529412	0.109112369212	0.104603432615
0.055555555556	0.104294074888	0.099832267799
0.052631578947	0.099986462743	0.095570116516
0.050000000000	0.096120336656	0.091747762767
0.047619047619	0.092638185406	0.088307677269
0.045454545455	0.089491732913	0.085201574745
0.043478260870	0.086640110091	0.082388589148
0.041666666667	0.084048466538	0.079833886205
0.040000000000	0.081686898722	0.077507590925
0.038461538462	0.079529609777	0.075383945821
0.037037037037	0.077554241547	0.073440640984
0.035714285714	0.075741336807	0.071658274245
0.034482758621	0.074073901339	0.070019911297
0.033333333333	0.072537043745	0.068510723763
0.032258064516	0.071117676581	0.067117688830
0.031250000000	0.069804266459	0.065829338134
0.030303030303	0.068586623713	0.064635546437
0.029411764706	0.067455724330	0.063527352813
0.028571428571	0.066403558454	0.062496808587
0.027777777778	0.065423000923	0.061536847485
0.027027027027	0.064507700223	0.060641174321
0.026315789474	0.063651982924	0.059804169275
0.025641025641	0.062850771175	0.059020805328
0.025000000000	0.062099511316	0.058286576853
0.024390243902	0.061394111925	0.057597437716
0.023809523810	0.060730889966	0.056949747491
0.023255813953	0.060106523864	0.056340224640
0.022727272727	0.059518012542	0.055765905666
0.022222222222	0.058962639607	0.055224109424
0.021739130435	0.058437941970	0.054712405872
0.021276595745	0.057941682315	0.054228588674
0.020833333333	0.057471824905	0.053770651134
0.020408163265	0.057026514284	0.053336765027
0.020000000000	0.056604056501	0.052925261942
0.019607843137	0.056202902529	0.052534616823
0.019230769231	0.055821633609	0.052163433415
0.018867924528	0.055458948266	0.051810431386
0.018518518519	0.055113650791	0.051474434907
0.018181818182	0.054784641014	0.051154362513
0.017857142857	0.054470905202	0.050849218082
0.017543859649	0.054171507952	0.050558082811
0.017241379310	0.053885584955	0.050280108042
0.016949152542	0.053612336530	0.050014508869
0.016666666667	0.053351021835	0.049760558407
0.016393442623	0.053100953682	0.049517582660
0.016129032258	0.052861493877	0.049284955916
0.015873015873	0.052632049031	0.049062096606
0.015625000000	0.052412066796	0.048848463573
0.015384615385	0.052201032455	0.048643552717
0.015151515152	0.051998465856	0.048446893955
0.014925373134	0.051803918635	0.048258048478
0.014705882353	0.051616971693	0.048076606267
0.014492753623	0.051437232920	0.047902183834
0.014285714286	0.051264335117	0.047734422181
0.014084507042	0.051097934107	0.047572984931
0.013888888889	0.050937707022	0.047417556636
0.013698630137	0.050783350726	0.047267841225
0.013513513514	0.050634580391	0.047123560595
0.013333333333	0.050491128179	0.046984453314
0.013157894737	0.050352742043	0.046850273442
0.012987012987	0.050219184628	0.046720789440
0.012820512821	0.050090232256	0.046595783176
0.012658227848	0.049965674000	0.046475049008
0.012500000000	0.049845310823	0.046358392945
0.012345679012	0.049728954795	0.046245631862
0.012195121951	0.049616428358	0.046136592790
0.012048192771	0.049507563659	0.046031112251
0.011904761905	0.049402201927	0.045929035650
0.011764705882	0.049300192894	0.045830216704
0.011627906977	0.049201394268	0.045734516921
0.011494252874	0.049105671232	0.045641805113
0.011363636364	0.049012895988	0.045551956944
0.011235955056	0.048922947329	0.045464854514
0.011111111111	0.048835710245	0.045380385965
0.010989010989	0.048751075549	0.045298445123
0.010869565217	0.048668939537	0.045218931156
0.010752688172	0.048589203662	0.045141748264
0.010638297872	0.048511774243	0.045066805382
0.010526315789	0.048436562175	0.044994015907
0.010416666667	0.048363482677	0.044923297444
0.010309278351	0.048292455040	0.044854571564
0.010204081633	0.048223402404	0.044787763583
0.010101010101	0.048156251543	0.044722802350
0.010000000000	0.048090932661	0.044659620054
