site_index	x	y
420	-11	1
421	-10	1
422	-9	1
423	-8	1
424	-7	1
425	-6	1
426	-5	1
427	-4	1
428	-3	1
429	-2	1
430	-1	1
431	0	1
432	1	1
433	2	1
434	3	1
435	4	1
436	5	1
437	6	1
438	7	1
439	8	1
440	9	1
441	10	1
442	11	1
443	12	1
444	13	1
445	14	1
446	15	1
447	-15	2
448	-14	2
449	-13	2
450	-12	2
451	-11	2
452	-10	2
453	-9	2
454	-8	2
455	-7	2
456	-6	2
457	-5	2
458	-4	2
459	-3	2
460	-2	2
461	-1	2
462	0	2
463	1	2
464	2	2
465	3	2
466	4	2
467	5	2
468	6	2
469	7	2
470	8	2
471	9	2
472	10	2
473	11	2
474	12	2
475	13	2
476	14	2
477	15	2
478	-15	3
479	-14	3
480	-13	3
481	-12	3
482	-11	3
483	-10	3
484	-9	3
485	-8	3
486	-7	3
487	-6	3
488	-5	3
489	-4	3
490	-3	3
491	-2	3
492	-1	3
493	0	3
494	1	3
495	2	3
496	3	3
497	4	3
498	5	3
499	6	3
500	7	3
501	8	3
502	9	3
503	10	3
504	11	3
505	12	3
506	13	3
507	14	3
508	15	3
509	-15	4
510	-14	4
511	-13	4
512	-12	4
513	-11	4
514	-10	4
515	-9	4
516	-8	4
517	-7	4
518	-6	4
519	-5	4
520	-4	4
521	-3	4
522	-2	4
523	-1	4
524	0	4
525	1	4
526	2	4
527	3	4
528	4	4
529	5	4
530	6	4
531	7	4
532	8	4
533	9	4
534	10	4
535	11	4
536	12	4
537	13	4
538	14	4
539	15	4
540	-15	5
541	-14	5
542	-13	5
543	-12	5
544	-11	5
545	-10	5
546	-9	5
547	-8	5
548	-7	5
549	-6	5
550	-5	5
551	-4	5
552	-3	5
553	-2	5
554	-1	5
555	0	5
556	1	5
557	2	5
558	3	5
559	4	5
560	5	5
561	6	5
562	7	5
563	8	5
564	9	5
565	10	5
566	11	5
567	12	5
568	13	5
569	14	5
570	15	5
571	-14	6
572	-13	6
573	-12	6
574	-11	6
575	-10	6
576	-9	6
577	-8	6
578	-7	6
579	-6	6
580	-5	6
581	-4	6
582	-3	6
583	-2	6
584	-1	6
585	0	6
586	1	6
587	2	6
588	3	6
589	4	6
590	5	6
591	6	6
592	7	6
593	8	6
594	9	6
595	10	6
596	11	6
597	12	6
598	13	6
599	14	6
600	-14	7
601	-13	7
602	-12	7
603	-11	7
604	-10	7
605	-9	7
606	-8	7
607	-7	7
608	-6	7
609	-5	7
610	-4	7
611	-3	7
612	-2	7
613	-1	7
614	0	7
615	1	7
616	2	7
617	3	7
618	4	7
619	5	7
620	6	7
621	7	7
622	8	7
623	9	7
624	10	7
625	11	7
626	12	7
627	13	7
628	14	7
629	-13	8
630	-12	8
631	-11	8
632	-10	8
633	-9	8
634	-8	8
635	-7	8
636	-6	8
637	-5	8
638	-4	8
639	-3	8
640	-2	8
641	-1	8
642	0	8
643	1	8
644	2	8
645	3	8
646	4	8
647	5	8
648	6	8
649	7	8
650	8	8
651	9	8
652	10	8
653	11	8
654	12	8
655	13	8
656	-13	9
657	-12	9
658	-11	9
659	-10	9
660	-9	9
661	-8	9
662	-7	9
663	-6	9
664	-5	9
665	-4	9
666	-3	9
667	-2	9
668	-1	9
669	0	9
670	1	9
671	2	9
672	3	9
673	4	9
674	5	9
675	6	9
676	7	9
677	8	9
678	9	9
679	10	9
680	11	9
681	12	9
682	13	9
683	-12	10
684	-11	10
685	-10	10
686	-9	10
687	-8	10
688	-7	10
689	-6	10
690	-5	10
691	-4	10
692	-3	10
693	-2	10
694	-1	10
695	0	10
696	1	10
697	2	10
698	3	10
699	4	10
700	5	10
701	6	10
702	7	10
703	8	10
704	9	10
705	10	10
706	11	10
707	12	10
708	-11	11
709	-10	11
710	-9	11
711	-8	11
712	-7	11
713	-6	11
714	-5	11
715	-4	11
716	-3	11
717	-2	11
718	-1	11
719	0	11
720	1	11
721	2	11
722	3	11
723	4	11
724	5	11
725	6	11
726	7	11
727	8	11
728	9	11
729	10	11
730	11	11
731	-10	12
732	-9	12
733	-8	12
734	-7	12
735	-6	12
736	-5	12
737	-4	12
738	-3	12
739	-2	12
740	-1	12
741	0	12
742	1	12
743	2	12
744	3	12
745	4	12
746	5	12
747	6	12
748	7	12
749	8	12
750	9	12
751	10	12
752	-9	13
753	-8	13
754	-7	13
755	-6	13
756	-5	13
757	-4	13
758	-3	13
759	-2	13
760	-1	13
761	0	13
762	1	13
763	2	13
764	3	13
765	4	13
766	5	13
767	6	13
768	7	13
769	8	13
770	9	13
771	-7	14
772	-6	14
773	-5	14
774	-4	14
775	-3	14
776	-2	14
777	-1	14
778	0	14
779	1	14
780	2	14
781	3	14
782	4	14
783	5	14
784	6	14
785	7	14
786	-5	15
787	-4	15
788	-3	15
789	-2	15
790	-1	15
791	0	15
792	1	15
793	2	15
794	3	15
795	4	15
796	5	15
797	0	16
