site_index	x	y
1	0	-16
2	-5	-15
3	-4	-15
4	-3	-15
5	-2	-15
6	-1	-15
7	0	-15
8	1	-15
9	2	-15
10	3	-15
11	4	-15
12	5	-15
13	-7	-14
14	-6	-14
15	-5	-14
16	-4	-14
17	-3	-14
18	-2	-14
19	-1	-14
20	0	-14
21	1	-14
22	2	-14
23	3	-14
24	4	-14
25	5	-14
26	6	-14
27	7	-14
28	-9	-13
29	-8	-13
30	-7	-13
31	-6	-13
32	-5	-13
33	-4	-13
34	-3	-13
35	-2	-13
36	-1	-13
37	0	-13
38	1	-13
39	2	-13
40	3	-13
41	4	-13
42	5	-13
43	6	-13
44	7	-13
45	8	-13
46	9	-13
47	-10	-12
48	-9	-12
49	-8	-12
50	-7	-12
51	-6	-12
52	-5	-12
53	-4	-12
54	-3	-12
55	-2	-12
56	-1	-12
57	0	-12
58	1	-12
59	2	-12
60	3	-12
61	4	-12
62	5	-12
63	6	-12
64	7	-12
65	8	-12
66	9	-12
67	10	-12
68	-11	-11
69	-10	-11
70	-9	-11
71	-8	-11
72	-7	-11
73	-6	-11
74	-5	-11
75	-4	-11
76	-3	-11
77	-2	-11
78	-1	-11
79	0	-11
80	1	-11
81	2	-11
82	3	-11
83	4	-11
84	5	-11
85	6	-11
86	7	-11
87	8	-11
88	9	-11
89	10	-11
90	11	-11
91	-12	-10
92	-11	-10
93	-10	-10
94	-9	-10
95	-8	-10
96	-7	-10
97	-6	-10
98	-5	-10
99	-4	-10
100	-3	-10
101	-2	-10
102	-1	-10
103	0	-10
104	1	-10
105	2	-10
106	3	-10
107	4	-10
108	5	-10
109	6	-10
110	7	-10
111	8	-10
112	9	-10
113	10	-10
114	11	-10
115	12	-10
116	-13	-9
117	-12	-9
118	-11	-9
119	-10	-9
120	-9	-9
121	-8	-9
122	-7	-9
123	-6	-9
124	-5	-9
125	-4	-9
126	-3	-9
127	-2	-9
128	-1	-9
129	0	-9
130	1	-9
131	2	-9
132	3	-9
133	4	-9
134	5	-9
135	6	-9
136	7	-9
137	8	-9
138	9	-9
139	10	-9
140	11	-9
141	12	-9
142	13	-9
143	-13	-8
144	-12	-8
145	-11	-8
146	-10	-8
147	-9	-8
148	-8	-8
149	-7	-8
150	-6	-8
151	-5	-8
152	-4	-8
153	-3	-8
154	-2	-8
155	-1	-8
156	0	-8
157	1	-8
158	2	-8
159	3	-8
160	4	-8
161	5	-8
162	6	-8
163	7	-8
164	8	-8
165	9	-8
166	10	-8
167	11	-8
168	12	-8
169	13	-8
170	-14	-7
171	-13	-7
172	-12	-7
173	-11	-7
174	-10	-7
175	-9	-7
176	-8	-7
177	-7	-7
178	-6	-7
179	-5	-7
180	-4	-7
181	-3	-7
182	-2	-7
183	-1	-7
184	0	-7
185	1	-7
186	2	-7
187	3	-7
188	4	-7
189	5	-7
190	6	-7
191	7	-7
192	8	-7
193	9	-7
194	10	-7
195	11	-7
196	12	-7
197	13	-7
198	14	-7
199	-14	-6
200	-13	-6
201	-12	-6
202	-11	-6
203	-10	-6
204	-9	-6
205	-8	-6
206	-7	-6
207	-6	-6
208	-5	-6
209	-4	-6
210	-3	-6
211	-2	-6
212	-1	-6
213	0	-6
214	1	-6
215	2	-6
216	3	-6
217	4	-6
218	5	-6
219	6	-6
220	7	-6
221	8	-6
222	9	-6
223	10	-6
224	11	-6
225	12	-6
226	13	-6
227	14	-6
228	-15	-5
229	-14	-5
230	-13	-5
231	-12	-5
232	-11	-5
233	-10	-5
234	-9	-5
235	-8	-5
236	-7	-5
237	-6	-5
238	-5	-5
239	-4	-5
240	-3	-5
241	-2	-5
242	-1	-5
243	0	-5
244	1	-5
245	2	-5
246	3	-5
247	4	-5
248	5	-5
249	6	-5
250	7	-5
251	8	-5
252	9	-5
253	10	-5
254	11	-5
255	12	-5
256	13	-5
257	14	-5
258	15	-5
259	-15	-4
260	-14	-4
261	-13	-4
262	-12	-4
263	-11	-4
264	-10	-4
265	-9	-4
266	-8	-4
267	-7	-4
268	-6	-4
269	-5	-4
270	-4	-4
271	-3	-4
272	-2	-4
273	-1	-4
274	0	-4
275	1	-4
276	2	-4
277	3	-4
278	4	-4
279	5	-4
280	6	-4
281	7	-4
282	8	-4
283	9	-4
284	10	-4
285	11	-4
286	12	-4
287	13	-4
288	14	-4
289	15	-4
290	-15	-3
291	-14	-3
292	-13	-3
293	-12	-3
294	-11	-3
295	-10	-3
296	-9	-3
297	-8	-3
298	-7	-3
299	-6	-3
300	-5	-3
301	-4	-3
302	-3	-3
303	-2	-3
304	-1	-3
305	0	-3
306	1	-3
307	2	-3
308	3	-3
309	4	-3
310	5	-3
311	6	-3
312	7	-3
313	8	-3
314	9	-3
315	10	-3
316	11	-3
317	12	-3
318	13	-3
319	14	-3
320	15	-3
321	-15	-2
322	-14	-2
323	-13	-2
324	-12	-2
325	-11	-2
326	-10	-2
327	-9	-2
328	-8	-2
329	-7	-2
330	-6	-2
331	-5	-2
332	-4	-2
333	-3	-2
334	-2	-2
335	-1	-2
336	0	-2
337	1	-2
338	2	-2
339	3	-2
340	4	-2
341	5	-2
342	6	-2
343	7	-2
344	8	-2
345	9	-2
346	10	-2
347	11	-2
348	12	-2
349	13	-2
350	14	-2
351	15	-2
352	-15	-1
353	-14	-1
354	-13	-1
355	-12	-1
356	-11	-1
357	-10	-1
358	-9	-1
359	-8	-1
360	-7	-1
361	-6	-1
362	-5	-1
363	-4	-1
364	-3	-1
365	-2	-1
366	-1	-1
367	0	-1
368	1	-1
369	2	-1
370	3	-1
371	4	-1
372	5	-1
373	6	-1
374	7	-1
375	8	-1
376	9	-1
377	10	-1
378	11	-1
379	12	-1
380	13	-1
381	14	-1
382	15	-1
383	-16	0
384	-15	0
385	-14	0
386	-13	0
387	-12	0
388	-11	0
389	-10	0
390	-9	0
391	-8	0
392	-7	0
393	-6	0
394	-5	0
395	-4	0
396	-3	0
397	-2	0
398	-1	0
399	0	0
400	1	0
401	2	0
402	3	0
403	4	0
404	5	0
405	6	0
406	7	0
407	8	0
408	9	0
409	10	0
410	11	0
411	12	0
412	13	0
413	14	0
414	15	0
415	16	0
416	-15	1
417	-14	1
418	-13	1
419	-12	1
