level_index	eigenvalue
1	-3.971875536771
2	-3.928805721125
3	-3.928805721125
4	-3.872827383399
5	-3.872358213022
6	-3.853003989480
7	-3.804303792103
8	-3.804303792103
9	-3.764024412867
10	-3.764024412867
11	-3.728689950134
12	-3.720450368927
13	-3.663295837977
14	-3.662420387209
15	-3.643987026070
16	-3.634484118887
17	-3.634484118887
18	-3.549612587956
19	-3.549612587956
20	-3.533821195605
21	-3.533661688255
22	-3.512985022968
23	-3.512985022968
24	-3.435036271209
25	-3.423338675457
26	-3.423338675457
27	-3.418348967959
28	-3.373417274880
29	-3.367114172279
30	-3.355606916143
31	-3.305426812849
32	-3.301163150782
33	-3.295219429103
34	-3.295219429103
35	-3.218555425162
36	-3.218555425162
37	-3.191338882939
38	-3.191338882939
39	-3.168519097027
40	-3.168519097026
41	-3.154512215318
42	-3.152160856305
43	-3.071852048245
44	-3.054961274201
45	-3.047710191242
46	-3.039353442161
47	-3.009955551931
48	-3.004199921926
49	-3.004199921926
50	-2.990394562884
51	-2.987733900375
52	-2.903327788064
53	-2.903327788064
54	-2.894873846423
55	-2.894873846423
56	-2.854413540192
57	-2.843203798883
58	-2.823169614395
59	-2.823169614395
60	-2.780355812817
61	-2.780355812817
62	-2.764838655974
63	-2.739480118595
64	-2.725721057147
65	-2.715444779287
66	-2.687554484015
67	-2.687554484015
68	-2.646818761441
69	-2.625047367497
70	-2.609612321210
71	-2.596145000072
72	-2.596145000072
73	-2.561367260299
74	-2.550722177750
75	-2.540581563701
76	-2.540581563701
77	-2.521793940834
78	-2.519898204416
79	-2.443561659429
80	-2.443561659429
81	-2.435996606147
82	-2.421121070627
83	-2.400296758248
84	-2.400296758248
85	-2.368703274826
86	-2.354402789449
87	-2.354402789449
88	-2.350545173597
89	-2.306067255020
90	-2.306067255020
91	-2.261244929966
92	-2.261244929966
93	-2.253416242471
94	-2.238911210278
95	-2.225855025126
96	-2.191351065109
97	-2.170338907307
98	-2.170338907307
99	-2.168994630506
100	-2.163399213900
101	-2.158691948796
102	-2.086278571358
103	-2.072603469382
104	-2.055786979755
105	-2.052100634108
106	-2.052100634108
107	-2.048929886776
108	-2.034253197188
109	-2.034253197188
110	-1.987760533389
111	-1.986457976448
112	-1.960940302954
113	-1.960940302954
114	-1.924649782738
115	-1.924649782738
116	-1.895537490609
117	-1.895537490609
118	-1.880459316719
119	-1.859171136853
120	-1.841468097641
121	-1.839624999448
122	-1.806042865038
123	-1.806042865038
124	-1.774110341053
125	-1.774110341053
126	-1.771422740650
127	-1.748552786999
128	-1.731912397966
129	-1.718142391443
130	-1.695061452583
131	-1.695061452583
132	-1.681072305975
133	-1.676243086332
134	-1.668329180167
135	-1.653593217681
136	-1.653593217681
137	-1.632946117881
138	-1.609688828855
139	-1.549719420421
140	-1.549719420421
141	-1.522299897581
142	-1.522299897581
143	-1.518735488628
144	-1.508742566215
145	-1.507888436024
146	-1.496104914706
147	-1.490485939907
148	-1.490485939907
149	-1.464920217874
150	-1.450310944907
151	-1.443298090309
152	-1.443298090309
153	-1.403733461416
154	-1.403733461416
155	-1.365748818220
156	-1.364652750167
157	-1.342919666968
158	-1.342919666968
159	-1.332093555608
160	-1.322215490690
161	-1.278568532819
162	-1.270241198966
163	-1.270241198966
164	-1.268288505017
165	-1.264346025456
166	-1.250657091225
167	-1.250291811834
168	-1.208717954300
169	-1.208717954300
170	-1.175166939281
171	-1.153236357827
172	-1.153236357827
173	-1.144249268758
174	-1.140471236007
175	-1.133436153842
176	-1.133436153842
177	-1.121304307495
178	-1.121304307495
179	-1.114137844747
180	-1.100647764490
181	-1.089368901585
182	-1.069116790737
183	-1.069116790737
184	-1.008720690528
185	-1.008720690528
186	-0.990875933987
187	-0.989556538351
188	-0.984885988787
189	-0.965364810214
190	-0.965364810214
191	-0.932742984675
192	-0.919861404372
193	-0.918264727016
194	-0.918264727016
195	-0.917455614113
196	-0.911234440308
197	-0.901195072787
198	-0.884081250634
199	-0.859140834965
200	-0.855607953749
201	-0.855607953749
202	-0.854793840026
203	-0.812487517862
204	-0.812487517862
205	-0.786279434878
206	-0.786279434878
207	-0.781618703025
208	-0.774417719842
209	-0.773723988575
210	-0.768807651529
211	-0.749362329248
212	-0.749362329248
213	-0.748467899682
214	-0.739345792155
215	-0.686172846425
216	-0.686172846425
217	-0.660252797368
218	-0.648643813277
219	-0.642733685823
220	-0.634155624747
221	-0.634155624747
222	-0.618519490753
223	-0.611854268673
224	-0.611854268673
225	-0.601532657567
226	-0.601532657567
227	-0.583926437201
228	-0.583926437201
229	-0.578358181248
230	-0.573366499079
231	-0.566057055226
232	-0.556491812174
233	-0.539823504178
234	-0.528660897999
235	-0.528660897999
236	-0.526268888103
237	-0.489429167379
238	-0.489429167379
239	-0.477805503216
240	-0.466102269255
241	-0.463560765427
242	-0.463560765427
243	-0.433494251361
244	-0.427021728006
245	-0.427021728006
246	-0.414222674841
247	-0.406668534677
248	-0.392175970019
249	-0.385840939406
250	-0.359180911973
251	-0.347859530634
252	-0.347859530634
253	-0.345799003040
254	-0.332806452616
255	-0.326029242336
256	-0.326029242336
257	-0.316967345901
258	-0.306149959361
259	-0.305425144203
260	-0.302674637377
261	-0.302674637377
262	-0.291541755996
263	-0.283730637187
264	-0.283730637187
265	-0.267656732953
266	-0.253138008652
267	-0.251265045794
268	-0.247773660583
269	-0.245872420957
270	-0.240031533139
271	-0.240031533139
272	-0.224439089899
273	-0.207825392258
274	-0.207825392258
275	-0.205555840429
276	-0.191251505486
277	-0.191251505486
278	-0.178316835845
279	-0.178316835845
280	-0.163621921429
281	-0.161387968150
282	-0.161387968150
283	-0.159094717958
284	-0.129280470233
285	-0.111225096211
286	-0.111225096211
287	-0.102356036855
288	-0.101533287417
289	-0.080631327993
290	-0.080631327993
291	-0.045245120262
292	-0.045245120262
293	-0.000000000000
294	-0.000000000000
295	-0.000000000000
296	-0.000000000000
