panel	square_geometry	temperature_disk	temperature_square
Disk GCE to Square GCE	square_obc	0.034489888830	0.083901684382
Disk GCE to Square GCE	square_obc	0.034596010269	0.084086011739
Disk GCE to Square GCE	square_obc	0.034702458231	0.084270744052
Disk GCE to Square GCE	square_obc	0.034809233721	0.084455882212
Disk GCE to Square GCE	square_obc	0.034916337747	0.084641427110
Disk GCE to Square GCE	square_obc	0.035023771320	0.084827379640
Disk GCE to Square GCE	square_obc	0.035131535454	0.085013740698
Disk GCE to Square GCE	square_obc	0.035239631166	0.085200511180
Disk GCE to Square GCE	square_obc	0.035348059475	0.085387691987
Disk GCE to Square GCE	square_obc	0.035456821407	0.085575284020
Disk GCE to Square GCE	square_obc	0.035565917986	0.085763288182
Disk GCE to Square GCE	square_obc	0.035675350243	0.085951705379
Disk GCE to Square GCE	square_obc	0.035785119211	0.086134483074
Disk GCE to Square GCE	square_obc	0.035895225925	0.086314309996
Disk GCE to Square GCE	square_obc	0.036005671424	0.086494512351
Disk GCE to Square GCE	square_obc	0.036116456752	0.086675090923
Disk GCE to Square GCE	square_obc	0.036227582954	0.086856046497
Disk GCE to Square GCE	square_obc	0.036339051078	0.087037379861
Disk GCE to Square GCE	square_obc	0.036450862177	0.087219091802
Disk GCE to Square GCE	square_obc	0.036563017306	0.087401183112
Disk GCE to Square GCE	square_obc	0.036675517524	0.087583654582
Disk GCE to Square GCE	square_obc	0.036788363891	0.087766507006
Disk GCE to Square GCE	square_obc	0.036901557474	0.087949741179
Disk GCE to Square GCE	square_obc	0.037015099341	0.088133357899
Disk GCE to Square GCE	square_obc	0.037128990563	0.088309601650
Disk GCE to Square GCE	square_obc	0.037243232216	0.088484340938
Disk GCE to Square GCE	square_obc	0.037357825376	0.088659425986
Disk GCE to Square GCE	square_obc	0.037472771127	0.088834857476
Disk GCE to Square GCE	square_obc	0.037588070553	0.089010636095
Disk GCE to Square GCE	square_obc	0.037703724742	0.089186762529
