beta	temperature	nsites	canonical_n	target_density	mu_grand_canonical	avg_n_grand_canonical	kappa_grand_canonical	kappa_canonical
1.000000	1.000000000000	49	25	0.510204081633	0.064749774116	25.000000000000	1.575538746430e-01	0.000000000000e+00
2.000000	0.500000000000	49	25	0.510204081633	0.050943482473	25.000000000000	2.002181439320e-01	0.000000000000e+00
3.000000	0.333333333333	49	25	0.510204081633	0.045478507059	25.000000000000	2.241607117635e-01	0.000000000000e+00
4.000000	0.250000000000	49	25	0.510204081633	0.041234382268	25.000000000000	2.469631971435e-01	0.000000000000e+00
5.000000	0.200000000000	49	25	0.510204081633	0.037183710484	25.000000000000	2.734704469437e-01	0.000000000000e+00
6.000000	0.166666666667	49	25	0.510204081633	0.033348939438	25.000000000000	3.044847238156e-01	0.000000000000e+00
7.000000	0.142857142857	49	25	0.510204081633	0.029877968676	25.000000000000	3.394682956887e-01	0.000000000000e+00
8.000000	0.125000000000	49	25	0.510204081633	0.026841455962	25.000000000000	3.775623555453e-01	0.000000000000e+00
9.000000	0.111111111111	49	25	0.510204081633	0.024234746762	25.000000000000	4.179463293755e-01	0.000000000000e+00
10.000000	0.100000000000	49	25	0.510204081633	0.022013934246	25.000000000000	4.599513356864e-01	0.000000000000e+00
11.000000	0.090909090909	49	25	0.510204081633	0.020122645201	25.000000000000	5.030743378264e-01	0.000000000000e+00
12.000000	0.083333333333	49	25	0.510204081633	0.018505876787	25.000000000000	5.469547014675e-01	0.000000000000e+00
13.000000	0.076923076923	49	25	0.510204081633	0.017115461506	25.000000000000	5.913416191588e-01	0.000000000000e+00
14.000000	0.071428571429	49	25	0.510204081633	0.015911300956	25.000000000000	6.360641507509e-01	0.000000000000e+00
15.000000	0.066666666667	49	25	0.510204081633	0.014860809650	25.000000000000	6.810074170849e-01	0.000000000000e+00
16.000000	0.062500000000	49	25	0.510204081633	0.013937775769	25.000000000000	7.260950048235e-01	0.000000000000e+00
17.000000	0.058823529412	49	25	0.510204081633	0.013121164677	25.000000000000	7.712764872737e-01	0.000000000000e+00
18.000000	0.055555555556	49	25	0.510204081633	0.012394060633	25.000000000000	8.165187978219e-01	0.000000000000e+00
19.000000	0.052631578947	49	25	0.510204081633	0.011742796060	25.000000000000	8.618003681102e-01	0.000000000000e+00
20.000000	0.050000000000	49	25	0.510204081633	0.011156259624	25.000000000000	9.071071934916e-01	0.000000000000e+00
