beta	kinetic_per_particle	kinetic_stderr	potential_per_particle	potential_stderr	total_per_particle	total_stderr	time_slices	nsamples	batches
0.5	-1.4503063422978832	0.015187344419679685	1.3166666876119877	0.028989713572113614	-0.13363965468589595	0.02240374450658029	10.0	64.0	2.0
1.2	-1.3504735187143282	0.018960154651640443	1.5152901739584197	0.1462236530639556	0.16481665524409173	0.14130136953173003	12.0	64.0	2.0
2.4	-1.3542873062518848	0.022510741113758292	1.980368974879582	0.2287042093261811	0.626081668627698	0.2344708397124949	24.0	64.0	2.0
3.6	-1.3398497868715136	0.015290288419220973	1.4182519597518062	0.06205801888995114	0.0784021728802928	0.06678490277719437	36.0	64.0	2.0
5.0	-1.3772070832418248	0.019891429323372116	1.497223933343962	0.09265982740246702	0.12001685010213711	0.08125776751100622	50.0	64.0	2.0
6.0	-1.3222797069741559	0.01823895200361796	1.5434340296635414	0.0980165636565789	0.22115432268938526	0.09833744826767066	60.0	64.0	2.0
