beta	temperature	nsites	canonical_n	mu_grand_canonical	avg_n_grand_canonical	energy_per_particle_grand_canonical	energy_per_particle_canonical	kappa_grand_canonical	kappa_canonical	entropy_per_particle_grand_canonical	entropy_per_particle_canonical
1.000000	1.000000000000	576	288	0.000000000000	288.000000000000	-1.223329522489	-1.224382645317	0.148751552267	0.148886883512	0.910076589277	0.898105128908
2.000000	0.500000000000	576	288	0.000000000000	288.000000000000	-1.463168136887	-1.463808853323	0.184886794415	0.185078073862	0.580736089018	0.569362044747
3.000000	0.333333333333	576	288	0.000000000000	288.000000000000	-1.525613641220	-1.526058746878	0.204214647076	0.204468350048	0.430088520568	0.419191725472
4.000000	0.250000000000	576	288	-0.000000000000	288.000000000000	-1.550412297493	-1.550753940655	0.217643046720	0.217954220940	0.344878031244	0.334338701055
5.000000	0.200000000000	576	288	-0.000000000000	288.000000000000	-1.562849001703	-1.563126766952	0.227880012917	0.228244971749	0.289536634927	0.279282506152
6.000000	0.166666666667	576	288	-0.000000000000	288.000000000000	-1.570012646743	-1.570246909000	0.236113376602	0.236530867110	0.250432422195	0.240416311500
7.000000	0.142857142857	576	288	-0.000000000000	288.000000000000	-1.574533841112	-1.574736358298	0.242988043087	0.243462184434	0.221203489953	0.211392969589
8.000000	0.125000000000	576	288	0.000000000000	288.000000000000	-1.577578091049	-1.577756123139	0.248913225338	0.249457128529	0.198464819312	0.188837459789
9.000000	0.111111111111	576	288	-0.000000000000	288.000000000000	-1.579728490878	-1.579886728371	0.254185349717	0.254822908197	0.180244919728	0.170785498835
10.000000	0.100000000000	576	288	-0.000000000000	288.000000000000	-1.581303968348	-1.581445575224	0.259038141914	0.259803032907	0.165316589444	0.156014940955
11.000000	0.090909090909	576	288	-0.000000000000	288.000000000000	-1.582491445876	-1.582618671427	0.263661220849	0.264593893403	0.152874789897	0.143723984925
12.000000	0.083333333333	576	288	-0.000000000000	288.000000000000	-1.583406766753	-1.583521312711	0.268206639935	0.269350628223	0.142367679178	0.133362563957
13.000000	0.076923076923	576	288	-0.000000000000	288.000000000000	-1.584125124947	-1.584228362619	0.272792293681	0.274190894390	0.133402212432	0.124538346473
14.000000	0.071428571429	576	288	-0.000000000000	288.000000000000	-1.584697264617	-1.584790359071	0.277505467072	0.279199286840	0.125688851950	0.116961828830
15.000000	0.066666666667	576	288	-0.000000000000	288.000000000000	-1.585158571988	-1.585242550074	0.282407140519	0.284432597924	0.119007950771	0.110413034071
16.000000	0.062500000000	576	288	-0.000000000000	288.000000000000	-1.585534414909	-1.585610200850	0.287536701871	0.289925339314	0.113188647413	0.104720635653
17.000000	0.058823529412	576	288	-0.000000000000	288.000000000000	-1.585843406659	-1.585911840021	0.292916563708	0.295694946348	0.108095214658	0.099748453742
18.000000	0.055555555556	576	288	-0.000000000000	288.000000000000	-1.586099473638	-1.586161318469	0.298556321029	0.301746308626	0.103617968682	0.095386446383
19.000000	0.052631578947	576	288	-0.000000000000	288.000000000000	-1.586313208110	-1.586369158185	0.304456267825	0.308075490251	0.099667036778	0.091544512456
20.000000	0.050000000000	576	288	-0.000000000000	288.000000000000	-1.586492779099	-1.586543461824	0.310610233617	0.314672651167	0.096167960272	0.088148099682
21.000000	0.047619047619	576	288	-0.000000000000	288.000000000000	-1.586644561728	-1.586690541864	0.317007787385	0.321524260865	0.093058504817	0.085135002734
22.000000	0.045454545455	576	288	-0.000000000000	288.000000000000	-1.586773582006	-1.586815365662	0.323635897295	0.328614724761	0.090286285449	0.082452967842
23.000000	0.043478260870	576	288	-0.000000000000	288.000000000000	-1.586883837521	-1.586921876450	0.330480146026	0.335927544826	0.087806955935	0.080057859205
24.000000	0.041666666667	576	288	-0.000000000000	288.000000000000	-1.586978532722	-1.587013228823	0.337525596430	0.343446122595	0.085582799332	0.077912227503
25.000000	0.040000000000	576	288	-0.000000000000	288.000000000000	-1.587060254159	-1.587091964046	0.344757389673	0.351154294826	0.083581611167	0.075984173641
26.000000	0.038461538462	576	288	-0.000000000000	288.000000000000	-1.587131102757	-1.587160142236	0.352161143315	0.359036673102	0.081775801256	0.074246434402
27.000000	0.037037037037	576	288	-0.000000000000	288.000000000000	-1.587192794790	-1.587219443151	0.359723202638	0.367078842676	0.080141662509	0.072675638429
28.000000	0.035714285714	576	288	-0.000000000000	288.000000000000	-1.587246739753	-1.587271243790	0.367430786291	0.375267462353	0.078658769805	0.071251695313
29.000000	0.034482758621	576	288	-0.000000000000	288.000000000000	-1.587294100934	-1.587316678655	0.375272057260	0.383590296068	0.077309481875	0.069957290330
30.000000	0.033333333333	576	288	-0.000000000000	288.000000000000	-1.587335842917	-1.587356686917	0.383236142184	0.392036198817	0.076078525938	0.068777464088
31.000000	0.032258064516	576	288	-0.000000000000	288.000000000000	-1.587372769077	-1.587392049577	0.391313115911	0.400595073189	0.074952649596	0.067699261164
32.000000	0.031250000000	576	288	-0.000000000000	288.000000000000	-1.587405551363	-1.587423418924	0.399493963540	0.409257808224	0.073920327896	0.066711435238
33.000000	0.030303030303	576	288	-0.000000000000	288.000000000000	-1.587434754105	-1.587451342037	0.407770528687	0.418016208320	0.072971516014	0.065804200867
34.000000	0.029411764706	576	288	-0.000000000000	288.000000000000	-1.587460853120	-1.587476279605	0.416135454173	0.426862918311	0.072097439871	0.064969023917
35.000000	0.028571428571	576	288	-0.000000000000	288.000000000000	-1.587484251132	-1.587498621096	0.424582119417	0.435791348112	0.071290418447	0.064198444235
36.000000	0.027777777778	576	288	-0.000000000000	288.000000000000	-1.587505290272	-1.587518697022	0.433104577467	0.444795599457	0.070543712695	0.063485925267
37.000000	0.027027027027	576	288	-0.000000000000	288.000000000000	-1.587524262248	-1.587536788904	0.441697493603	0.453870396486	0.069851396830	0.062825726296
38.000000	0.026315789474	576	288	-0.000000000000	288.000000000000	-1.587541416658	-1.587553137406	0.450356086738	0.463011020799	0.069208248500	0.062212793688
39.000000	0.025641025641	576	288	-0.000000000000	288.000000000000	-1.587556967803	-1.587567948985	0.459076074352	0.472213251507	0.068609654913	0.061642668172
40.000000	0.025000000000	576	288	-0.000000000000	288.000000000000	-1.587571100301	-1.587581401366	0.467853621325	0.481473310584	0.068051532482	0.061111405645
41.000000	0.024390243902	576	288	-0.000000000000	288.000000000000	-1.587583973719	-1.587593648054	0.476685292824	0.490787812872	0.067530257928	0.060615509433
42.000000	0.023809523810	576	288	-0.000000000000	288.000000000000	-1.587595726416	-1.587604822066	0.485568011199	0.500153721574	0.067042609126	0.060151872240
43.000000	0.023255813953	576	288	-0.000000000000	288.000000000000	-1.587606478737	-1.587615039037	0.494499016786	0.509568307674	0.066585714229	0.059717726320
44.000000	0.022727272727	576	288	-0.000000000000	288.000000000000	-1.587616335680	-1.587624399800	0.503475832392	0.519029113994	0.066157007843	0.059310600642
45.000000	0.022222222222	576	288	-0.000000000000	288.000000000000	-1.587625389119	-1.587632992547	0.512496231255	0.528533923070	0.065754193214	0.058928283993
46.000000	0.021739130435	576	288	-0.000000000000	288.000000000000	-1.587633719686	-1.587640894645	0.521558208217	0.538080728407	0.065375209556	0.058568793152
47.000000	0.021276595745	576	288	-0.000000000000	288.000000000000	-1.587641398340	-1.587648174151	0.530659953864	0.547667709267	0.065018203758	0.058230345367
48.000000	0.020833333333	576	288	-0.000000000000	288.000000000000	-1.587648487700	-1.587654891107	0.539799831373	0.557293208024	0.064681505854	0.057911334543
49.000000	0.020408163265	576	288	-0.000000000000	288.000000000000	-1.587655043174	-1.587661098620	0.548976355844	0.566955710422	0.064363607715	0.057610310569
50.000000	0.020000000000	576	288	-0.000000000000	288.000000000000	-1.587661113916	-1.587666843790	0.558188175866	0.576653828051	0.064063144498	0.057325961358
51.000000	0.019607843137	576	288	-0.000000000000	288.000000000000	-1.587666743640	-1.587672168494	0.567434057131	0.586386282774	0.063778878481	0.057057097208
52.000000	0.019230769231	576	288	-0.000000000000	288.000000000000	-1.587671971320	-1.587677110058	0.576712867885	0.596151893240	0.063509684939	0.056802637157
53.000000	0.018867924528	576	288	-0.000000000000	288.000000000000	-1.587676831785	-1.587681701829	0.586023566034	0.605949563039	0.063254539785	0.056561597056
54.000000	0.018518518519	576	288	-0.000000000000	288.000000000000	-1.587681356231	-1.587685973669	0.595365187753	0.615778270056	0.063012508738	0.056333079123
55.000000	0.018181818182	576	288	-0.000000000000	288.000000000000	-1.587685572662	-1.587689952379	0.604736837427	0.625637057560	0.062782737811	0.056116262781
56.000000	0.017857142857	576	288	-0.000000000000	288.000000000000	-1.587689506274	-1.587693662067	0.614137678808	0.635525026084	0.062564444939	0.055910396600
57.000000	0.017543859649	576	288	-0.000000000000	288.000000000000	-1.587693179781	-1.587697124459	0.623566927246	0.645441326335	0.062356912602	0.055714791198
58.000000	0.017241379310	576	288	-0.000000000000	288.000000000000	-1.587696613702	-1.587700359179	0.633023842887	0.655385153431	0.062159481309	0.055528812984
59.000000	0.016949152542	576	288	-0.000000000000	288.000000000000	-1.587699826610	-1.587703383986	0.642507724736	0.665355741491	0.061971543840	0.055351878618
60.000000	0.016666666667	576	288	-0.000000000000	288.000000000000	-1.587702835351	-1.587706214978	0.652017905487	0.675352358775	0.061792540137	0.055183450109
61.000000	0.016393442623	576	288	-0.000000000000	288.000000000000	-1.587705655227	-1.587708866779	0.661553747042	0.685374304288	0.061621952773	0.055023030466
62.000000	0.016129032258	576	288	-0.000000000000	288.000000000000	-1.587708300168	-1.587711352697	0.671114636637	0.695420904005	0.061459302924	0.054870159827
63.000000	0.015873015873	576	288	-0.000000000000	288.000000000000	-1.587710782875	-1.587713684859	0.680699983507	0.705491507991	0.061304146779	0.054724412022
64.000000	0.015625000000	576	288	-0.000000000000	288.000000000000	-1.587713114946	-1.587715874339	0.690309216033	0.715585487810	0.061156072343	0.054585391496
65.000000	0.015384615385	576	288	-0.000000000000	288.000000000000	-1.587715306993	-1.587717931263	0.699941779303	0.725702234632	0.061014696573	0.054452730564
66.000000	0.015151515152	576	288	-0.000000000000	288.000000000000	-1.587717368737	-1.587719864904	0.709597133055	0.735841157192	0.060879662820	0.054326086963
67.000000	0.014925373134	576	288	-0.000000000000	288.000000000000	-1.587719309098	-1.587721683770	0.719274749936	0.746001680207	0.060750638537	0.054205141641
68.000000	0.014705882353	576	288	-0.000000000000	288.000000000000	-1.587721136275	-1.587723395673	0.728974114050	0.756183242934	0.060627313220	0.054089596788
69.000000	0.014492753623	576	288	-0.000000000000	288.000000000000	-1.587722857810	-1.587725007801	0.738694719759	0.766385298678	0.060509396554	0.053979174051
70.000000	0.014285714286	576	288	-0.000000000000	288.000000000000	-1.587724480656	-1.587726526774	0.748436070690	0.776607313025	0.060396616753	0.053873612940
71.000000	0.014084507042	576	288	-0.000000000000	288.000000000000	-1.587726011225	-1.587727958697	0.758197678939	0.786848763490	0.060288719049	0.053772669380
72.000000	0.013888888889	576	288	-0.000000000000	288.000000000000	-1.587727455444	-1.587729309208	0.767979064431	0.797109138775	0.060185464345	0.053676114406
73.000000	0.013698630137	576	288	-0.000000000000	288.000000000000	-1.587728818794	-1.587730583519	0.777779754415	0.807387938279	0.060086627979	0.053583732987
74.000000	0.013513513514	576	288	-0.000000000000	288.000000000000	-1.587730106352	-1.587731786455	0.787599283082	0.817684671635	0.059991998620	0.053495322950
75.000000	0.013333333333	576	288	-0.000000000000	288.000000000000	-1.587731322823	-1.587732922486	0.797437191281	0.827998858302	0.059901377259	0.053410694014
76.000000	0.013157894737	576	288	-0.000000000000	288.000000000000	-1.587732472576	-1.587733995760	0.807293026309	0.838330027389	0.059814576293	0.053329666908
77.000000	0.012987012987	576	288	-0.000000000000	288.000000000000	-1.587733559670	-1.587735010127	0.817166341787	0.848677716898	0.059731418693	0.053252072566
78.000000	0.012820512821	576	288	-0.000000000000	288.000000000000	-1.587734587879	-1.587735969168	0.827056697573	0.859041474448	0.059651737249	0.053177751399
79.000000	0.012658227848	576	288	-0.000000000000	288.000000000000	-1.587735560717	-1.587736876212	0.836963659738	0.869420856333	0.059575373879	0.053106552627
80.000000	0.012500000000	576	288	-0.000000000000	288.000000000000	-1.587736481461	-1.587737734362	0.846886800567	0.879815427457	0.059502178995	0.053038333669
81.000000	0.012345679012	576	288	-0.000000000000	288.000000000000	-1.587737353163	-1.587738546508	0.856825698590	0.890224761737	0.059432010930	0.052972959584
82.000000	0.012195121951	576	288	-0.000000000000	288.000000000000	-1.587738178675	-1.587739315349	0.866779938642	0.900648441650	0.059364735411	0.052910302564
83.000000	0.012048192771	576	288	-0.000000000000	288.000000000000	-1.587738960661	-1.587740043403	0.876749111928	0.911086057914	0.059300225071	0.052850241459
84.000000	0.011904761905	576	288	-0.000000000000	288.000000000000	-1.587739701612	-1.587740733022	0.886732816102	0.921537209929	0.059238359007	0.052792661355
